method,decay,m,trial,estimate,true_trace,relative_error
Hutch++,0.5,320,34,61.357950055053394,61.80100876524323,0.007169117770760622
NA-Hutch++,0.5,320,34,61.46970836221767,61.80100876524323,0.005360760441371325
Gaussian-Hutch++,0.5,320,34,61.81983528258063,61.80100876524323,0.0003046312303559506
Hutchinson,0.5,320,35,61.58076253433931,61.80100876524323,0.0035637966969204373
Hutch++,0.5,320,35,61.69583813703146,61.80100876524323,0.0017017623225419134
NA-Hutch++,0.5,320,35,62.19965963063123,61.80100876524323,0.0064505559594069265
Gaussian-Hutch++,0.5,320,35,61.75954538581823,61.80100876524323,0.0006709175182318802
Hutchinson,0.5,320,36,62.00327102774205,61.80100876524323,0.003272798721896787
Hutch++,0.5,320,36,61.43790596168586,61.80100876524323,0.005875353991981814
NA-Hutch++,0.5,320,36,62.19618728791878,61.80100876524323,0.0063943701012498366
Gaussian-Hutch++,0.5,320,36,62.05274589469319,61.80100876524323,0.004073349844598869
Hutchinson,0.5,320,37,61.728390088057154,61.80100876524323,0.0011750403211366152
Hutch++,0.5,320,37,61.57885505205557,61.80100876524323,0.0035946616022325766
NA-Hutch++,0.5,320,37,61.87891002705009,61.80100876524323,0.0012605176414315954
Gaussian-Hutch++,0.5,320,37,61.99470989842714,61.80100876524323,0.00313427138252223
Hutchinson,0.5,320,38,61.75076882808079,61.80100876524323,0.0008129306975115226
Hutch++,0.5,320,38,61.610916736897316,61.80100876524323,0.003075872581109439
NA-Hutch++,0.5,320,38,61.832393205071625,61.80100876524323,0.0005078305428251179
Gaussian-Hutch++,0.5,320,38,61.892786372717985,61.80100876524323,0.001485050314039035
Hutchinson,0.5,320,39,62.05242708416591,61.80100876524323,0.004068191182407988
Hutch++,0.5,320,39,61.52675923803532,61.80100876524323,0.004437622179431986
NA-Hutch++,0.5,320,39,61.54268244390163,61.80100876524323,0.00417996933226244
Gaussian-Hutch++,0.5,320,39,61.793745101160795,61.80100876524323,0.00011753309901507839
Hutchinson,0.5,320,40,61.72230998630717,61.80100876524323,0.0012734222387050288
Hutch++,0.5,320,40,61.7310609137679,61.80100876524323,0.001131823782052443
NA-Hutch++,0.5,320,40,61.893763370172266,61.80100876524323,0.001500859076287428
Gaussian-Hutch++,0.5,320,40,61.93486394384448,61.80100876524323,0.0021659060470956507
Hutchinson,0.5,320,41,61.60720851837162,61.80100876524323,0.0031358751376984574
Hutch++,0.5,320,41,61.37716222560007,61.80100876524323,0.006858246299072313
NA-Hutch++,0.5,320,41,61.87765711876091,61.80100876524323,0.0012402443754410519
Gaussian-Hutch++,0.5,320,41,61.71448750930101,61.80100876524323,0.0013999974704439234
Hutchinson,0.5,320,42,61.822410628175284,61.80100876524323,0.00034630280896140334
Hutch++,0.5,320,42,61.64749862087517,61.80100876524323,0.002483942373031246
NA-Hutch++,0.5,320,42,62.38875554096839,61.80100876524323,0.009510310389232767
Gaussian-Hutch++,0.5,320,42,61.90530197342362,61.80100876524323,0.0016875648191529392
Hutchinson,0.5,320,43,61.56395888175276,61.80100876524323,0.003835696022227185
Hutch++,0.5,320,43,61.46785853517044,61.80100876524323,0.005390692429282031
NA-Hutch++,0.5,320,43,61.880481981128526,61.80100876524323,0.0012859533763790172
Gaussian-Hutch++,0.5,320,43,61.8166140807602,61.80100876524323,0.00025250907434617683
Hutchinson,0.5,320,44,61.77678642590579,61.80100876524323,0.00039194084079521147
Hutch++,0.5,320,44,61.41412804640949,61.80100876524323,0.006260103622310533
NA-Hutch++,0.5,320,44,61.850764555628494,61.80100876524323,0.0008050967351401051
Gaussian-Hutch++,0.5,320,44,61.64120995684368,61.80100876524323,0.002585699029712616
Hutchinson,0.5,320,45,61.842907396187215,61.80100876524323,0.0006779603081098371
Hutch++,0.5,320,45,61.68848823063302,61.80100876524323,0.0018206909055098366
NA-Hutch++,0.5,320,45,61.30906390607204,61.80100876524323,0.00796014286821577
Gaussian-Hutch++,0.5,320,45,61.70501669537488,61.80100876524323,0.0015532443852654004
Hutchinson,0.5,320,46,61.95790684381004,61.80100876524323,0.002538762419927535
Hutch++,0.5,320,46,61.547314767047766,61.80100876524323,0.0041050138705525955
NA-Hutch++,0.5,320,46,61.35082708536902,61.80100876524323,0.007284374298553424
Gaussian-Hutch++,0.5,320,46,61.59609146442874,61.80100876524323,0.0033157598056835994
Hutchinson,0.5,320,47,61.58752121787133,61.80100876524323,0.0034544346708458564
Hutch++,0.5,320,47,61.561830526716314,61.80100876524323,0.003870134861964122
NA-Hutch++,0.5,320,47,61.59750135234822,61.80100876524323,0.0032929464576873777
Gaussian-Hutch++,0.5,320,47,61.73087322707504,61.80100876524323,0.001134860733982696
Hutchinson,0.5,320,48,61.68664301258302,61.80100876524323,0.001850548315394679
Hutch++,0.5,320,48,61.52834053456425,61.80100876524323,0.004412035274613984
NA-Hutch++,0.5,320,48,61.66126612936449,61.80100876524323,0.0022611707910717943
Gaussian-Hutch++,0.5,320,48,61.744664240380175,61.80100876524323,0.0009117088214059257
Hutchinson,0.5,320,49,61.781732227979774,61.80100876524323,0.0003119129873216459
Hutch++,0.5,320,49,61.36900828244189,61.80100876524323,0.006990184973231353
NA-Hutch++,0.5,320,49,61.749461696746415,61.80100876524323,0.0008340813447337517
Gaussian-Hutch++,0.5,320,49,61.71985051989948,61.80100876524323,0.0013132187801664845
Hutchinson,1.0,20,0,8.126452637512104,7.485470860550345,0.08563012119115147
Hutch++,1.0,20,0,6.825918552013813,7.485470860550345,0.08811099806860254
NA-Hutch++,1.0,20,0,7.038531218413517,7.485470860550345,0.05970761899458759
Gaussian-Hutch++,1.0,20,0,7.6656282079253515,7.485470860550345,0.02406760385969373
Hutchinson,1.0,20,1,7.318681633490881,7.485470860550345,0.02228172818606117
Hutch++,1.0,20,1,6.974532730201248,7.485470860550345,0.06825731338315999
NA-Hutch++,1.0,20,1,7.619698690046995,7.485470860550345,0.017931781713833493
Gaussian-Hutch++,1.0,20,1,7.472337648764245,7.485470860550345,0.0017544937427134719
Hutchinson,1.0,20,2,7.332096368625462,7.485470860550345,0.02048962513944073
Hutch++,1.0,20,2,7.0356102449345705,7.485470860550345,0.06009783806475201
NA-Hutch++,1.0,20,2,7.378788219631588,7.485470860550345,0.014251961286896767
Gaussian-Hutch++,1.0,20,2,7.021478091196988,7.485470860550345,0.06198578259100238
Hutchinson,1.0,20,3,7.028565980963546,7.485470860550345,0.06103889629639227
Hutch++,1.0,20,3,6.8439938549099955,7.485470860550345,0.08569627984540536
NA-Hutch++,1.0,20,3,7.879864512784696,7.485470860550345,0.05268788825468148
Gaussian-Hutch++,1.0,20,3,7.046713833232742,7.485470860550345,0.05861448604788837
Hutchinson,1.0,20,4,6.956585995921785,7.485470860550345,0.07065485585093519
Hutch++,1.0,20,4,6.493514754890797,7.485470860550345,0.13251752951004306
NA-Hutch++,1.0,20,4,7.8795156568328295,7.485470860550345,0.05264128384483666
Gaussian-Hutch++,1.0,20,4,8.00151067532526,7.485470860550345,0.06893885827470513
Hutchinson,1.0,20,5,7.568839162974295,7.485470860550345,0.011137349136353543
Hutch++,1.0,20,5,7.401241331470569,7.485470860550345,0.01125240224014223
NA-Hutch++,1.0,20,5,7.275901772143227,7.485470860550345,0.02799678100566546
Gaussian-Hutch++,1.0,20,5,6.86312281566657,7.485470860550345,0.08314080122382833
Hutchinson,1.0,20,6,6.983896036012807,7.485470860550345,0.06700644941134161
Hutch++,1.0,20,6,6.868086814938425,7.485470860550345,0.08247764998533824
NA-Hutch++,1.0,20,6,6.706026081957493,7.485470860550345,0.10412768857342744
Gaussian-Hutch++,1.0,20,6,7.675298026957625,7.485470860550345,0.025359415585691523
Hutchinson,1.0,20,7,7.033473949133068,7.485470860550345,0.060383230372236786
Hutch++,1.0,20,7,6.956047692967981,7.485470860550345,0.07072676888938424
NA-Hutch++,1.0,20,7,6.691529390801209,7.485470860550345,0.10606433243008628
Gaussian-Hutch++,1.0,20,7,7.323331318354201,7.485470860550345,0.021660566879051747
Hutchinson,1.0,20,8,7.739189644981697,7.485470860550345,0.033894832958136466
Hutch++,1.0,20,8,6.76037132951865,7.485470860550345,0.09686759116959338
NA-Hutch++,1.0,20,8,7.282915286729842,7.485470860550345,0.027059830649799783
Gaussian-Hutch++,1.0,20,8,7.025986381409002,7.485470860550345,0.061383510496701224
Hutchinson,1.0,20,9,7.681407164698852,7.485470860550345,0.026175548312013783
Hutch++,1.0,20,9,6.779909097745494,7.485470860550345,0.09425749908710172
NA-Hutch++,1.0,20,9,7.230274047927674,7.485470860550345,0.03409228589314268
Gaussian-Hutch++,1.0,20,9,7.235143476782984,7.485470860550345,0.03344176851808049
Hutchinson,1.0,20,10,7.946553688698648,7.485470860550345,0.061597037345811456
Hutch++,1.0,20,10,6.776305860482787,7.485470860550345,0.09473886322969655
NA-Hutch++,1.0,20,10,6.881697196087485,7.485470860550345,0.08065941017082119
Gaussian-Hutch++,1.0,20,10,7.520144415252583,7.485470860550345,0.004632114044418095
Hutchinson,1.0,20,11,7.252385760794264,7.485470860550345,0.031138335062457764
Hutch++,1.0,20,11,7.280251958174657,7.485470860550345,0.027415630385688287
NA-Hutch++,1.0,20,11,6.9044976086193435,7.485470860550345,0.07761345448458368
Gaussian-Hutch++,1.0,20,11,7.6474828916055415,7.485470860550345,0.02164353239407107
Hutchinson,1.0,20,12,7.707523905160583,7.485470860550345,0.02966453931181455
Hutch++,1.0,20,12,6.81096795284485,7.485470860550345,0.09010828046372282
NA-Hutch++,1.0,20,12,7.364022475682688,7.485470860550345,0.016224548479336107
Gaussian-Hutch++,1.0,20,12,7.590707331721813,7.485470860550345,0.014058764389302633
Hutchinson,1.0,20,13,8.071202349871914,7.485470860550345,0.07824911755497838
Hutch++,1.0,20,13,6.516624056721719,7.485470860550345,0.12943030864425736
NA-Hutch++,1.0,20,13,7.002233433823199,7.485470860550345,0.06455671737016387
Gaussian-Hutch++,1.0,20,13,7.502267082659017,7.485470860550345,0.002243843095721739
Hutchinson,1.0,20,14,7.55101229714146,7.485470860550345,0.008755820149742213
Hutch++,1.0,20,14,6.510340480548029,7.485470860550345,0.13026974497241214
NA-Hutch++,1.0,20,14,7.53758998157057,7.485470860550345,0.006962704416485206
Gaussian-Hutch++,1.0,20,14,7.223920801193168,7.485470860550345,0.03494102965994941
Hutchinson,1.0,20,15,8.054271135298851,7.485470860550345,0.07598724052833825
Hutch++,1.0,20,15,6.847074750960302,7.485470860550345,0.08528469637821916
NA-Hutch++,1.0,20,15,7.017522712270308,7.485470860550345,0.06251419008872243
Gaussian-Hutch++,1.0,20,15,7.6672924487063465,7.485470860550345,0.02428993333127926
Hutchinson,1.0,20,16,6.889421856015796,7.485470860550345,0.07962745639366858
Hutch++,1.0,20,16,6.874584296538339,7.485470860550345,0.08160963757557027
NA-Hutch++,1.0,20,16,7.285099846874415,7.485470860550345,0.026767990605897383
Gaussian-Hutch++,1.0,20,16,7.807796166611804,7.485470860550345,0.04306012434837815
Hutchinson,1.0,20,17,6.805098796865043,7.485470860550345,0.09089235351525762
Hutch++,1.0,20,17,6.921548666997907,7.485470860550345,0.07533556726864038
NA-Hutch++,1.0,20,17,7.238583379237294,7.485470860550345,0.032982224620522964
Gaussian-Hutch++,1.0,20,17,7.64122918535938,7.485470860550345,0.02080808645317252
Hutchinson,1.0,20,18,7.530776447137624,7.485470860550345,0.006052469835404339
Hutch++,1.0,20,18,7.183931804127928,7.485470860550345,0.040283244974150804
NA-Hutch++,1.0,20,18,8.105196972065158,7.485470860550345,0.08279053155905947
Gaussian-Hutch++,1.0,20,18,7.162008724488356,7.485470860550345,0.043211995890156715
Hutchinson,1.0,20,19,7.376672216919788,7.485470860550345,0.014534642597293868
Hutch++,1.0,20,19,7.046262168004312,7.485470860550345,0.05867482496802364
NA-Hutch++,1.0,20,19,7.810071666080072,7.485470860550345,0.04336411317027844
Gaussian-Hutch++,1.0,20,19,8.126799912375343,7.485470860550345,0.0856765143799981
Hutchinson,1.0,20,20,8.089986299568777,7.485470860550345,0.08075850541404506
Hutch++,1.0,20,20,6.995095998346051,7.485470860550345,0.06551022258180839
NA-Hutch++,1.0,20,20,6.4519204784182715,7.485470860550345,0.13807419752029934
Gaussian-Hutch++,1.0,20,20,7.610525521945399,7.485470860550345,0.01670631864377595
Hutchinson,1.0,20,21,7.601957886674439,7.485470860550345,0.015561749994646282
Hutch++,1.0,20,21,7.002627244126218,7.485470860550345,0.06450410741277367
NA-Hutch++,1.0,20,21,8.295751859005819,7.485470860550345,0.10824716488120832
Gaussian-Hutch++,1.0,20,21,7.57022505009824,7.485470860550345,0.011322492749863387
Hutchinson,1.0,20,22,6.890267180069823,7.485470860550345,0.07951452775233459
Hutch++,1.0,20,22,7.140566187602883,7.485470860550345,0.046076550075849716
NA-Hutch++,1.0,20,22,6.984201813895968,7.485470860550345,0.06696559989247261
Gaussian-Hutch++,1.0,20,22,7.6220872179186765,7.485470860550345,0.018250870240951973
Hutchinson,1.0,20,23,7.522984393756789,7.485470860550345,0.005011512823347756
Hutch++,1.0,20,23,6.5796196907450675,7.485470860550345,0.12101458768335621
NA-Hutch++,1.0,20,23,6.872009705629255,7.485470860550345,0.08195358266026133
Gaussian-Hutch++,1.0,20,23,7.5057097944574656,7.485470860550345,0.002703762299547914
Hutchinson,1.0,20,24,6.555044937438884,7.485470860550345,0.12429758133385534
Hutch++,1.0,20,24,6.821216332347992,7.485470860550345,0.08873917761180296
NA-Hutch++,1.0,20,24,7.3567341915273055,7.485470860550345,0.017198205887287984
Gaussian-Hutch++,1.0,20,24,7.9140182607947835,7.485470860550345,0.05725056021565101
Hutchinson,1.0,20,25,7.836643006409676,7.485470860550345,0.046913835134949955
Hutch++,1.0,20,25,6.778731422770303,7.485470860550345,0.09441482719606518
NA-Hutch++,1.0,20,25,6.879904695402593,7.485470860550345,0.08089887415622504
Gaussian-Hutch++,1.0,20,25,7.854063519958217,7.485470860550345,0.049241078654171974
Hutchinson,1.0,20,26,7.107996893349354,7.485470860550345,0.05042755148381393
Hutch++,1.0,20,26,7.348114960049294,7.485470860550345,0.018349667383643024
NA-Hutch++,1.0,20,26,7.146239269924525,7.485470860550345,0.04531867092204259
Gaussian-Hutch++,1.0,20,26,8.509880653141305,7.485470860550345,0.13685308668954513
Hutchinson,1.0,20,27,7.708388323661572,7.485470860550345,0.029780018820998688
Hutch++,1.0,20,27,6.977898119931259,7.485470860550345,0.06780772379919038
NA-Hutch++,1.0,20,27,8.114127207410977,7.485470860550345,0.08398354072470629
Gaussian-Hutch++,1.0,20,27,7.670053227474789,7.485470860550345,0.02465875164877373
Hutchinson,1.0,20,28,7.2766680495208025,7.485470860550345,0.027894412378246972
Hutch++,1.0,20,28,6.640071401489953,7.485470860550345,0.1129387148530342
NA-Hutch++,1.0,20,28,8.140768831430703,7.485470860550345,0.08754265203728008
Gaussian-Hutch++,1.0,20,28,7.631464970803536,7.485470860550345,0.019503664228071926
Hutchinson,1.0,20,29,7.454752934141406,7.485470860550345,0.0041036732332801525
Hutch++,1.0,20,29,7.318014237560837,7.485470860550345,0.02237088703023777
NA-Hutch++,1.0,20,29,6.951713854634082,7.485470860550345,0.0713057355856195
Gaussian-Hutch++,1.0,20,29,7.5239677287629,7.485470860550345,0.005142878641801866
Hutchinson,1.0,20,30,7.537811806232637,7.485470860550345,0.006992338445686427
Hutch++,1.0,20,30,6.949170036415834,7.485470860550345,0.07164556968098074
NA-Hutch++,1.0,20,30,8.273346259970289,7.485470860550345,0.10525395317109255
Gaussian-Hutch++,1.0,20,30,7.2831629337796,7.485470860550345,0.02702674695281237
Hutchinson,1.0,20,31,7.561900231684551,7.485470860550345,0.010210362522016002
Hutch++,1.0,20,31,6.858223122773871,7.485470860550345,0.08379536163612263
NA-Hutch++,1.0,20,31,9.119241152602823,7.485470860550345,0.21825885405054676
Gaussian-Hutch++,1.0,20,31,7.302113017987633,7.485470860550345,0.024495164830450125
Hutchinson,1.0,20,32,7.0681022685778006,7.485470860550345,0.05575715940224218
Hutch++,1.0,20,32,6.8988072963447,7.485470860550345,0.07837363542452064
NA-Hutch++,1.0,20,32,6.72219289200102,7.485470860550345,0.10196792997644602
Gaussian-Hutch++,1.0,20,32,7.665898290509137,7.485470860550345,0.02410368476747055
Hutchinson,1.0,20,33,7.585576467597306,7.485470860550345,0.013373321319642584
Hutch++,1.0,20,33,6.802915441558724,7.485470860550345,0.09118403260225076
NA-Hutch++,1.0,20,33,7.103673501979973,7.485470860550345,0.05100512254780213
Gaussian-Hutch++,1.0,20,33,7.321657043029891,7.485470860550345,0.021884236886657298
Hutchinson,1.0,20,34,7.524488444279703,7.485470860550345,0.00521244213707205
Hutch++,1.0,20,34,7.227779949458537,7.485470860550345,0.03442547782129266
NA-Hutch++,1.0,20,34,6.90639010725319,7.485470860550345,0.07736063156013404
Gaussian-Hutch++,1.0,20,34,7.407589349089506,7.485470860550345,0.010404357042024831
Hutchinson,1.0,20,35,7.544068752109071,7.485470860550345,0.007828217175695207
Hutch++,1.0,20,35,6.628879797212683,7.485470860550345,0.11443382511206303
NA-Hutch++,1.0,20,35,7.65304948685704,7.485470860550345,0.022387185713307885
Gaussian-Hutch++,1.0,20,35,7.588238757334105,7.485470860550345,0.013728982277569713
Hutchinson,1.0,20,36,7.500860447083939,7.485470860550345,0.002055927652420591
Hutch++,1.0,20,36,6.866953262445825,7.485470860550345,0.08262908367784974
NA-Hutch++,1.0,20,36,7.2773248382103395,7.485470860550345,0.027806670577928388
Gaussian-Hutch++,1.0,20,36,7.2057449725598826,7.485470860550345,0.03736917733053557
Hutchinson,1.0,20,37,7.616454204690039,7.485470860550345,0.017498344002646216
Hutch++,1.0,20,37,6.780463014591666,7.485470860550345,0.09418350015550603
NA-Hutch++,1.0,20,37,6.806653806181908,7.485470860550345,0.09068461650768211
Gaussian-Hutch++,1.0,20,37,7.500456611314821,7.485470860550345,0.002001978371655026
Hutchinson,1.0,20,38,8.11481925704607,7.485470860550345,0.08407599310986491
Hutch++,1.0,20,38,6.767780763888954,7.485470860550345,0.09587774904632054
NA-Hutch++,1.0,20,38,8.013670583217301,7.485470860550345,0.07056332627659473
Gaussian-Hutch++,1.0,20,38,7.800762395446293,7.485470860550345,0.04212046787298126
Hutchinson,1.0,20,39,7.93807972350819,7.485470860550345,0.060464982282299434
Hutch++,1.0,20,39,7.058222988520358,7.485470860550345,0.05707695347284743
NA-Hutch++,1.0,20,39,7.597187747246595,7.485470860550345,0.014924496905734599
Gaussian-Hutch++,1.0,20,39,7.622583349842018,7.485470860550345,0.018317149561596493
Hutchinson,1.0,20,40,7.0014138706600875,7.485470860550345,0.06466620455919708
Hutch++,1.0,20,40,6.969446935596254,7.485470860550345,0.06893673551968804
NA-Hutch++,1.0,20,40,7.291410955455931,7.485470860550345,0.025924876164723488
Gaussian-Hutch++,1.0,20,40,7.116483351983092,7.485470860550345,0.04929382739459683
Hutchinson,1.0,20,41,7.790268942923819,7.485470860550345,0.04071862519428268
Hutch++,1.0,20,41,7.20297988611345,7.485470860550345,0.03773857111991023
NA-Hutch++,1.0,20,41,7.69674827735674,7.485470860550345,0.028225000236105545
Gaussian-Hutch++,1.0,20,41,7.594628904570388,7.485470860550345,0.014582655661025056
Hutchinson,1.0,20,42,7.751945434081135,7.485470860550345,0.03559890600004259
Hutch++,1.0,20,42,7.146673856071474,7.485470860550345,0.04526061363278917
NA-Hutch++,1.0,20,42,7.877422382265979,7.485470860550345,0.05236163883574546
Gaussian-Hutch++,1.0,20,42,7.460207953372709,7.485470860550345,0.0033749255922931242
Hutchinson,1.0,20,43,7.582069028483512,7.485470860550345,0.01290475505585831
Hutch++,1.0,20,43,6.996247108064848,7.485470860550345,0.06535644338204376
NA-Hutch++,1.0,20,43,7.759051612595122,7.485470860550345,0.03654823552738571
Gaussian-Hutch++,1.0,20,43,7.039521996106705,7.485470860550345,0.05957525889171023
Hutchinson,1.0,20,44,7.278502745047625,7.485470860550345,0.02764931149401381
Hutch++,1.0,20,44,7.023261843518587,7.485470860550345,0.06174748731808909
NA-Hutch++,1.0,20,44,7.178903936601322,7.485470860550345,0.04095492850886388
Gaussian-Hutch++,1.0,20,44,6.987570662094562,7.485470860550345,0.0665155482843168
Hutchinson,1.0,20,45,7.017333909941991,7.485470860550345,0.06253941259400427
Hutch++,1.0,20,45,6.960473125859869,7.485470860550345,0.0701355658810056
NA-Hutch++,1.0,20,45,8.011420791583408,7.485470860550345,0.07026277181905884
Gaussian-Hutch++,1.0,20,45,7.289894705840036,7.485470860550345,0.02612743518126932
Hutchinson,1.0,20,46,7.079181968820779,7.485470860550345,0.05427699864156504
Hutch++,1.0,20,46,7.369828027217618,7.485470860550345,0.015448972481101123
NA-Hutch++,1.0,20,46,7.121781842835773,7.485470860550345,0.04858599071319248
Gaussian-Hutch++,1.0,20,46,7.451757159403984,7.485470860550345,0.004503885162927798
Hutchinson,1.0,20,47,7.898775040795021,7.485470860550345,0.05521418598031779
Hutch++,1.0,20,47,7.110477920380912,7.485470860550345,0.050096105796858664
NA-Hutch++,1.0,20,47,7.450282785812971,7.485470860550345,0.004700849872093043
Gaussian-Hutch++,1.0,20,47,7.415045961113096,7.485470860550345,0.009408212355537966
Hutchinson,1.0,20,48,8.073470255793026,7.485470860550345,0.07855209193873616
Hutch++,1.0,20,48,6.7897112126868535,7.485470860550345,0.09294801366875377
NA-Hutch++,1.0,20,48,7.614930727762483,7.485470860550345,0.017294819474137958
Gaussian-Hutch++,1.0,20,48,8.154079415366231,7.485470860550345,0.08932084130332572
Hutchinson,1.0,20,49,7.408605429011601,7.485470860550345,0.010268616760481618
Hutch++,1.0,20,49,6.882133145060186,7.485470860550345,0.0806011708187721
NA-Hutch++,1.0,20,49,7.7342802919386076,7.485470860550345,0.0332389820257706
Gaussian-Hutch++,1.0,20,49,7.970864680967165,7.485470860550345,0.06484479459734788
Hutchinson,1.0,40,0,7.18375497119208,7.485470860550345,0.040306868462791974
Hutch++,1.0,40,0,7.511083583651431,7.485470860550345,0.003421658246787059
NA-Hutch++,1.0,40,0,7.449424988910742,7.485470860550345,0.004815444787791568
Gaussian-Hutch++,1.0,40,0,7.447707385186279,7.485470860550345,0.005044903128684397
Hutchinson,1.0,40,1,7.351155388548156,7.485470860550345,0.017943490062870163
Hutch++,1.0,40,1,7.448224171120993,7.485470860550345,0.004975864594657435
NA-Hutch++,1.0,40,1,7.55549205427504,7.485470860550345,0.009354280449305835
Gaussian-Hutch++,1.0,40,1,7.62172049931126,7.485470860550345,0.018201879520895945
Hutchinson,1.0,40,2,7.420822674069976,7.485470860550345,0.008636488964385056
Hutch++,1.0,40,2,7.461449514004139,7.485470860550345,0.0032090628624049113
NA-Hutch++,1.0,40,2,7.311560547145353,7.485470860550345,0.02323304928238085
Gaussian-Hutch++,1.0,40,2,7.439162780533726,7.485470860550345,0.006186395068434512
Hutchinson,1.0,40,3,7.628707728508457,7.485470860550345,0.019135318355588456
Hutch++,1.0,40,3,7.321660090404121,7.485470860550345,0.021883829781441464
NA-Hutch++,1.0,40,3,7.298073394590684,7.485470860550345,0.02503482672643563
Gaussian-Hutch++,1.0,40,3,7.602803558371358,7.485470860550345,0.015674725078334784
Hutchinson,1.0,40,4,7.2342540155348996,7.485470860550345,0.033560593541202506
Hutch++,1.0,40,4,7.246459785823465,7.485470860550345,0.03192999868405176
NA-Hutch++,1.0,40,4,7.619797056867553,7.485470860550345,0.017944922746961526
Gaussian-Hutch++,1.0,40,4,7.603117363823408,7.485470860550345,0.015716647017234308
Hutchinson,1.0,40,5,7.960261711777347,7.485470860550345,0.06342832135373443
Hutch++,1.0,40,5,7.214377692189506,7.485470860550345,0.036215913923270206
NA-Hutch++,1.0,40,5,7.47433444606222,7.485470860550345,0.0014877373375155217
Gaussian-Hutch++,1.0,40,5,7.263674041075465,7.485470860550345,0.029630309650096397
Hutchinson,1.0,40,6,7.859220126842784,7.485470860550345,0.04992996075399326
Hutch++,1.0,40,6,7.242736384151421,7.485470860550345,0.03242741584609923
NA-Hutch++,1.0,40,6,7.38639418383066,7.485470860550345,0.013235864325093452
Gaussian-Hutch++,1.0,40,6,7.562622339460204,7.485470860550345,0.010306830438210637
Hutchinson,1.0,40,7,7.604587314462341,7.485470860550345,0.015913020854808103
Hutch++,1.0,40,7,7.144654660527687,7.485470860550345,0.045530362267364545
NA-Hutch++,1.0,40,7,7.518873169626822,7.485470860550345,0.004462285632893535
Gaussian-Hutch++,1.0,40,7,7.3856894524278855,7.485470860550345,0.013330010894615038
Hutchinson,1.0,40,8,7.140652639472455,7.485470860550345,0.0460650007864086
Hutch++,1.0,40,8,7.433357559843622,7.485470860550345,0.0069619268684043036
NA-Hutch++,1.0,40,8,7.364246139719968,7.485470860550345,0.016194668724081405
Gaussian-Hutch++,1.0,40,8,7.524337259617431,7.485470860550345,0.0051922450559413625
Hutchinson,1.0,40,9,7.453871237605492,7.485470860550345,0.004221460951960704
Hutch++,1.0,40,9,7.277727109444601,7.485470860550345,0.02775293030670751
NA-Hutch++,1.0,40,9,7.506397333289094,7.485470860550345,0.002795612076861423
Gaussian-Hutch++,1.0,40,9,7.3192002059561965,7.485470860550345,0.022212450985604943
Hutchinson,1.0,40,10,8.17249127523788,7.485470860550345,0.09178052088990746
Hutch++,1.0,40,10,7.438115191126192,7.485470860550345,0.006326344769268311
NA-Hutch++,1.0,40,10,7.468419547005222,7.485470860550345,0.0022779213041875415
Gaussian-Hutch++,1.0,40,10,7.422027579514463,7.485470860550345,0.008475523079014106
Hutchinson,1.0,40,11,6.98018272514692,7.485470860550345,0.06750251852109608
Hutch++,1.0,40,11,7.214534785664722,7.485470860550345,0.03619492747122967
NA-Hutch++,1.0,40,11,7.26037819780706,7.485470860550345,0.03007060837409178
Gaussian-Hutch++,1.0,40,11,7.493537111744755,7.485470860550345,0.0010775876821483717
Hutchinson,1.0,40,12,7.561975604432303,7.485470860550345,0.010220431727969208
Hutch++,1.0,40,12,7.398668457411793,7.485470860550345,0.011596117967142884
NA-Hutch++,1.0,40,12,7.325666539873737,7.485470860550345,0.021348599661085196
Gaussian-Hutch++,1.0,40,12,7.609180466181733,7.485470860550345,0.016526629778676635
Hutchinson,1.0,40,13,7.074860364921889,7.485470860550345,0.05485433091356219
Hutch++,1.0,40,13,7.307354571540969,7.485470860550345,0.023794934524169704
NA-Hutch++,1.0,40,13,7.627325014564688,7.485470860550345,0.01895059865397881
Gaussian-Hutch++,1.0,40,13,7.485691336991339,7.485470860550345,2.9453917475762868e-05
Hutchinson,1.0,40,14,8.008911151063653,7.485470860550345,0.06992750359525468
Hutch++,1.0,40,14,7.382388990448092,7.485470860550345,0.013770926642104935
NA-Hutch++,1.0,40,14,7.5818794730573025,7.485470860550345,0.012879431942624555
Gaussian-Hutch++,1.0,40,14,7.635233774507107,7.485470860550345,0.020007146744239805
Hutchinson,1.0,40,15,7.72849499469452,7.485470860550345,0.032466111841400906
Hutch++,1.0,40,15,7.4352178554696815,7.485470860550345,0.006713406012373263
NA-Hutch++,1.0,40,15,7.3584592623931755,7.485470860550345,0.016967749995065968
Gaussian-Hutch++,1.0,40,15,7.5676217437063,7.485470860550345,0.010974711502639541
Hutchinson,1.0,40,16,7.559912261949282,7.485470860550345,0.009944785409726844
Hutch++,1.0,40,16,7.287452483637926,7.485470860550345,0.02645369684838506
NA-Hutch++,1.0,40,16,7.929512583952196,7.485470860550345,0.059320479856788066
Gaussian-Hutch++,1.0,40,16,7.715531079461554,7.485470860550345,0.030734234785905593
Hutchinson,1.0,40,17,7.567508901305064,7.485470860550345,0.010959636645848484
Hutch++,1.0,40,17,7.189083501368836,7.485470860550345,0.039595018764085846
NA-Hutch++,1.0,40,17,7.196258848717619,7.485470860550345,0.03863644882473867
