orientation,trial,method,q,r,ell,query_count,signal_rank,exact_signal_rank,signal_sigma_min,signal_sigma_max,sketch_sigma_min,projection_error_op,projection_error_fro,largest_angle_degrees,orthogonality_error,energy_gaussian,energy_rademacher,risk_gaussian,risk_rademacher,estimate,squared_error,squared_error_over_risk,detected_knee,gap,contrast,ritz_values
5,5,gated,8,8,44,60,5,,0.8374464165684605,4.49532020711961,0.009250887824152622,0.010724594780274615,0.014278530904017277,0.6144857976603155,6.921689642494694e-16,9.242546891097312e-05,7.285285958082028e-06,4.201157677771505e-06,3.3114936173100125e-07,5.094261909022494,5.447782910687001e-07,1.6451135168161175,5.0,6.90764037046403,69076.4037046403,"[0.9999956873792755, 0.9999945596776928, 0.9999900819292858, 0.9999309003616821, 0.9998850980837319, 0.0010000000000001087, 0.001000000000000067, 0.0009999999999997264]"
5,6,hpp,20,20,20,60,5,,2.292801828094906,5.862434611844422,0.006251122432984361,0.0036485026249609472,0.005526803983674815,0.20904426573902543,6.234808084093288e-16,8.006129398267492e-05,1.5867225193536184e-05,8.006129398267493e-06,1.5867225193536185e-06,5.096321894603208,1.7474053420029876e-06,1.10126712181209,,,,"[0.9999982282572158, 0.9999965534985181, 0.9999942308953235, 0.9999937705920636, 0.9999867017401667, 0.0010000000000000729, 0.0010000000000000514, 0.0010000000000000438, 0.0010000000000000358, 0.0010000000000000187, 0.001000000000000011, 0.0010000000000000063, 0.0009999999999999866, 0.0009999999999999799, 0.000999999999999974, 0.0009999999999999623, 0.0009999999999999501, 0.0009999999999999233, 0.000999999999999863, 0.0009999999999998105]"
5,6,gated,8,8,44,60,5,,1.2513834148871261,4.320312829192753,0.008915985201640305,0.007342725556420999,0.00993697045292487,0.42071096504551336,5.754106903800665e-16,9.22007968221746e-05,7.286404042932285e-06,4.190945310098846e-06,3.312001837696493e-07,5.095212749125524,4.5262190413372784e-08,0.13666112711112735,5.0,6.90770141582852,69077.0141582852,"[0.9999947854346567, 0.9999923457714238, 0.9999864332435684, 0.9999816526149293, 0.9999461382970221, 0.0010000000000000451, 0.0010000000000000334, 0.0009999999999999532]"
5,7,hpp,20,20,20,60,5,,2.739111662633082,5.604962757656762,0.006615371366704958,0.003185420739185183,0.005129782381859334,0.18251147298407966,8.994802006111003e-16,8.005275479890717e-05,1.5864489514488368e-05,8.005275479890717e-06,1.5864489514488368e-06,5.094911626538523,7.809868692592515e-09,0.004922861643584618,,,,"[0.9999977802101463, 0.9999968623193187, 0.9999956778196571, 0.9999935280566411, 0.9999898632416196, 0.0010000000000001282, 0.0010000000000001006, 0.0010000000000000531, 0.0010000000000000378, 0.0010000000000000252, 0.0010000000000000228, 0.0010000000000000204, 0.0010000000000000065, 0.0010000000000000002, 0.0009999999999999922, 0.0009999999999999829, 0.0009999999999999651, 0.0009999999999999536, 0.0009999999999999356, 0.0009999999999998903]"
5,7,gated,8,8,44,60,5,,1.0797410631759627,3.510804891480297,0.00918612830881076,0.009070759192310896,0.011908919063400464,0.5197233458895434,5.147306050771928e-16,9.229116843560792e-05,7.2712142740658685e-06,4.195053110709451e-06,3.305097397302668e-07,5.094895191076507,1.098491044282237e-08,0.03323626847362288,5.0,6.907673079210079,69076.73079210079,"[0.9999935904370474, 0.9999886511782405, 0.9999814532846267, 0.999976820962832, 0.9999178036063474, 0.0010000000000000965, 0.0009999999999999738, 0.0009999999999999129]"
5,8,hpp,20,20,20,60,5,,2.3531539796879093,6.26266200738046,0.00680397036878351,0.004028957353368391,0.0052244150957691145,0.23084287671514364,1.0089812496978285e-15,8.005483138195e-05,1.583499368441477e-05,8.005483138194999e-06,1.583499368441477e-06,5.095819676979181,6.718703502066697e-07,0.42429467519645603,,,,"[0.9999982023434124, 0.9999977201403636, 0.9999972987110678, 0.9999957278514341, 0.9999837837351423, 0.001000000000000106, 0.0010000000000000783, 0.0010000000000000644, 0.0010000000000000577, 0.0010000000000000373, 0.0010000000000000228, 0.0010000000000000156, 0.0009999999999999916, 0.000999999999999982, 0.0009999999999999703, 0.0009999999999999493, 0.0009999999999999432, 0.0009999999999999243, 0.000999999999999895, 0.0009999999999998164]"
5,8,gated,8,8,44,60,5,,1.0765051401185253,4.200657403905176,0.008463096715555217,0.00889967968405196,0.011568596636141962,0.5099208163856547,7.358675713591671e-16,9.227467027903473e-05,7.262376175400484e-06,4.194303194501578e-06,3.3010800797274927e-07,5.0947875671771135,4.512770423755501e-08,0.13670587549418173,5.0,6.907676150757329,69076.76150757329,"[0.9999952556378746, 0.9999924338300156, 0.9999833110320575, 0.9999744259985268, 0.9999208749058193, 0.0010000000000000724, 0.0010000000000000605, 0.0009999999999998417]"
5,9,hpp,20,20,20,60,5,,2.444210502347286,5.706990516607336,0.0067561668901308285,0.0037712192761132643,0.005983518019895353,0.21607546031601652,6.539151665858935e-16,8.00718932162973e-05,1.584921198236038e-05,8.00718932162973e-06,1.5849211982360379e-06,5.094465056909455,2.861641101163998e-07,0.18055415653149853,,,,"[0.999997729332507, 0.9999971559210331, 0.9999939612515516, 0.9999895946822359, 0.9999857921272663, 0.001000000000000166, 0.0010000000000000633, 0.0010000000000000573, 0.001000000000000051, 0.001000000000000025, 0.0010000000000000104, 0.000999999999999998, 0.0009999999999999946, 0.0009999999999999792, 0.0009999999999999664, 0.0009999999999999495, 0.0009999999999999371, 0.0009999999999999315, 0.0009999999999999046, 0.0009999999999998623]"
5,9,gated,8,8,44,60,5,,1.2014846505447494,4.261011931661096,0.007787604348103692,0.007755257861395371,0.010589182063010232,0.44434799871566544,5.923901214699718e-16,9.222855936303573e-05,7.266928979502037e-06,4.192207243774351e-06,3.3031495361372896e-07,5.09512724011538,1.6190046963048833e-08,0.04901396920098722,5.0,6.907695193296448,69076.95193296447,"[0.9999943755557323, 0.9999917335366054, 0.9999876249507557, 0.9999743311913933, 0.9999399161195285, 0.0010000000000001097, 0.0010000000000000534, 0.0010000000000000204]"
6,0,hpp,20,20,20,60,5,,3.188091791798652,5.730448914655642,0.006627730949663349,0.003068650746550127,0.005135476631672135,0.17582101251759552,6.277386130020546e-16,8.005286676242609e-05,1.5793886602173245e-05,8.005286676242609e-06,1.5793886602173245e-06,5.094333611898023,4.4407310245066405e-07,0.2811677161146386,,,,"[0.9999977204486767, 0.9999972825548433, 0.9999946919219401, 0.9999933655282132, 0.9999905927992128, 0.0010000000000001262, 0.0010000000000000946, 0.0010000000000000657, 0.0010000000000000492, 0.0010000000000000321, 0.0010000000000000252, 0.0010000000000000187, 0.001, 0.0009999999999999913, 0.0009999999999999744, 0.0009999999999999642, 0.0009999999999999588, 0.0009999999999999436, 0.0009999999999999202, 0.000999999999999813]"
6,0,gated,8,8,44,60,5,,0.4736873457658306,4.195783256473803,0.009008770988560713,0.02055920141652637,0.02277012666953637,1.1780384703004563,5.586824445585017e-16,9.321793041460646e-05,7.49904542103375e-06,4.237178655209384e-06,3.4086570095607957e-07,5.094442878747287,3.103840902189478e-07,0.9105758935215975,5.0,6.907332931723725,69073.32931723725,"[0.9999959986666801, 0.9999935695771898, 0.999960127928726, 0.9999546017196488, 0.9995777419178776, 0.0010000000000002405, 0.0010000000000000536, 0.0009999999999999773]"
6,1,hpp,20,20,20,60,5,,2.5747037266399295,5.2243828939032735,0.006447785576157798,0.0035151130421010915,0.005376100820434402,0.2014015565788363,9.524961370089855e-16,8.005797021998699e-05,1.5867832909663158e-05,8.005797021998698e-06,1.5867832909663159e-06,5.092934791983559,4.265084151151764e-06,2.687880680010452,,,,"[0.9999970738295084, 0.9999959010208548, 0.9999955674915999, 0.9999949277641467, 0.9999876563363221, 0.0010000000000001303, 0.0010000000000000857, 0.0010000000000000627, 0.001000000000000037, 0.0010000000000000323, 0.0010000000000000234, 0.0010000000000000091, 0.0010000000000000048, 0.000999999999999989, 0.0009999999999999816, 0.0009999999999999668, 0.0009999999999999408, 0.0009999999999999298, 0.000999999999999918, 0.0009999999999998224]"
6,1,gated,8,8,44,60,5,,1.4210875150646416,4.823918792443847,0.008164910275764046,0.0071310345519012205,0.011398628065630648,0.4085816462778675,5.011549290794685e-16,9.226463391951513e-05,7.236033829228565e-06,4.193846996341597e-06,3.289106286012984e-07,5.095355329031717,1.262587207843176e-07,0.3838693851920697,5.0,6.907704476889461,69077.0447688946,"[0.9999975047805155, 0.9999921213777881, 0.9999697299649386, 0.9999616458858271, 0.9999491991978731, 0.0010000000000001438, 0.0010000000000001243, 0.000999999999999972]"
6,2,hpp,20,20,20,60,5,,2.757898184648107,7.127171807151638,0.006313951420153559,0.0030620055821835458,0.005238200262297386,0.1754402708564454,8.908853056491959e-16,8.005501306867405e-05,1.581862358665414e-05,8.005501306867405e-06,1.581862358665414e-06,5.094222248908545,6.048967602526276e-07,0.3823953183657313,,,,"[0.9999981347321336, 0.9999968011969701, 0.9999950539107704, 0.9999919653591872, 0.9999906334976928, 0.0010000000000002062, 0.0010000000000001143, 0.0010000000000000846, 0.0010000000000000564, 0.0010000000000000447, 0.0010000000000000254, 0.0010000000000000054, 0.0009999999999999974, 0.000999999999999987, 0.0009999999999999768, 0.0009999999999999647, 0.0009999999999999525, 0.0009999999999999426, 0.0009999999999999276, 0.0009999999999998615]"
6,2,gated,8,8,44,60,5,,0.9587841464489795,3.4886144132928334,0.008806801697024708,0.009138776772695223,0.011732504173710785,0.5236206277184527,7.102041115488144e-16,9.228295254016279e-05,7.250396271632711e-06,4.194679660916491e-06,3.29563466892396e-07,5.094696458060487,9.213770904033947e-08,0.2795750084472284,5.0,6.907671841777565,69076.71841777564,"[0.9999928313397842, 0.9999918259475081, 0.99998751759897, 0.9999737448348666, 0.9999165662763396, 0.0010000000000001254, 0.0010000000000000466, 0.0009999999999999844]"
6,3,hpp,20,20,20,60,5,,3.3158882872622666,7.0242886757793785,0.00594851935264796,0.002773931658092653,0.004587182837859707,0.15893478049270554,6.428616430897648e-16,8.004215729994441e-05,1.586655616772926e-05,8.00421572999444e-06,1.586655616772926e-06,5.095839741853862,7.051663811349304e-07,0.4444356882996181,,,,"[0.9999989545712067, 0.9999975278119235, 0.9999955468734779, 0.9999946365413985, 0.999992312997853, 0.0010000000000004385, 0.0010000000000001455, 0.0010000000000000625, 0.0010000000000000438, 0.001000000000000024, 0.0010000000000000141, 0.0010000000000000033, 0.000999999999999997, 0.0009999999999999883, 0.0009999999999999768, 0.000999999999999952, 0.0009999999999999465, 0.0009999999999999397, 0.000999999999999921, 0.0009999999999998799]"
6,3,gated,8,8,44,60,5,,1.0287916399802732,3.3985553813585416,0.008477213320968877,0.009268914518568537,0.01257993690604032,0.5310772871539905,5.036429286173962e-16,9.232514312344979e-05,7.255272988834077e-06,4.196597414702263e-06,3.297851358560944e-07,5.094182271492385,6.686799121585761e-07,2.0276229564523565,5.0,6.907669448435019,69076.69448435018,"[0.9999916935188254, 0.9999872132662219, 0.9999789803072531, 0.9999698432135284, 0.9999141731364245, 0.0010000000000002067, 0.0010000000000001488, 0.0010000000000000453]"
6,4,hpp,20,20,20,60,5,,2.8654849780421277,5.5763316967247105,0.006755809196462222,0.0032229838318412456,0.0056475109966006255,0.1846636907072011,7.587487637299632e-16,8.006395777274814e-05,1.5817662344681252e-05,8.006395777274813e-06,1.5817662344681252e-06,5.095656854723083,4.3145812724311027e-07,0.27276984287642836,,,,"[0.9999970009799423, 0.9999950488922681, 0.999993288132825, 0.9999931767460432, 0.9999896227628448, 0.0010000000000002021, 0.001000000000000103, 0.0010000000000000718, 0.0010000000000000475, 0.0010000000000000243, 0.0010000000000000204, 0.0010000000000000152, 0.0010000000000000091, 0.0009999999999999953, 0.0009999999999999898, 0.0009999999999999718, 0.0009999999999999575, 0.0009999999999999376, 0.000999999999999917, 0.0009999999999997864]"
6,4,gated,8,8,44,60,5,,1.3562828977403338,3.5650782081145955,0.009055564224061516,0.006705066931581302,0.011118960113847961,0.38417491518669145,5.239082101707623e-16,9.225125582242772e-05,7.257891904063331e-06,4.1932389010194414e-06,3.299041774574241e-07,5.095584372543064,3.414912690921264e-07,1.0351225974887743,5.0,6.907710365008731,69077.1036500873,"[0.9999931741633495, 0.9999923318612307, 0.9999735852549352, 0.9999623140423788, 0.9999550870353653, 0.0010000000000001544, 0.0010000000000000577, 0.0010000000000000247]"
6,5,hpp,20,20,20,60,5,,2.7017089489539323,6.327647442387823,0.00648161548854811,0.004148053077980713,0.005540947405909291,0.23766661613014056,7.932796731542878e-16,8.006169512843744e-05,1.5813536520139723e-05,8.006169512843745e-06,1.5813536520139723e-06,5.097055058662321,4.223266105601235e-06,2.6706651609667387,,,,"[0.9999984435989774, 0.9999980394834325, 0.9999957064755989, 0.9999943281839287, 0.9999828108620067, 0.0010000000000001438, 0.0010000000000000623, 0.0010000000000000445, 0.0010000000000000247, 0.0010000000000000228, 0.0010000000000000167, 0.001000000000000002, 0.0009999999999999972, 0.000999999999999985, 0.0009999999999999762, 0.000999999999999969, 0.000999999999999957, 0.0009999999999999382, 0.0009999999999999287, 0.0009999999999998597]"
6,5,gated,8,8,44,60,5,,0.9332973098987046,4.034531862565378,0.008961857449688445,0.011174894731269654,0.013822309728685821,0.6402876314118026,5.638455252329552e-16,9.23990382795369e-05,7.268385322248429e-06,4.1999562854334955e-06,3.3038115101129224e-07,5.095829403667286,6.879104433159549e-07,2.082172185702091,5.0,6.9076305178057416,69076.30517805742,"[0.9999948579447512, 0.999990809378459, 0.9999862150551684, 0.9999620058256142, 0.999875246606017, 0.0010000000000000607, 0.001000000000000011, 0.0009999999999999907]"
6,6,hpp,20,20,20,60,5,,3.251494182392662,5.901411832041246,0.00648616596919117,0.0026652635843679943,0.004749446093325899,0.1527085354720483,9.357071206959306e-16,8.004518932771506e-05,1.5812470952071944e-05,8.004518932771506e-06,1.5812470952071945e-06,5.095532632265105,2.8369712983552356e-07,0.17941353422587636,,,,"[0.9999977352515574, 0.9999972786911134, 0.9999958801480271, 0.9999936677546909, 0.9999929034736552, 0.0010000000000001585, 0.0010000000000000594, 0.001000000000000048, 0.0010000000000000312, 0.0010000000000000293, 0.001000000000000005, 0.0009999999999999979, 0.0009999999999999911, 0.0009999999999999786, 0.000999999999999974, 0.0009999999999999508, 0.000999999999999922, 0.0009999999999998983, 0.0009999999999998296, 0.000999999999999794]"
6,6,gated,8,8,44,60,5,,1.0192637239691211,4.656549163385726,0.008487694774772426,0.009424191318954616,0.011542279550484084,0.5399743811062324,9.250399133196606e-16,9.227466583540452e-05,7.243737722365406e-06,4.194302992518387e-06,3.292608055620639e-07,5.0955394467697195,2.9100281736584417e-07,0.8838064307991002,5.0,6.9076665484788995,69076.66548478899,"[0.9999961324138668, 0.9999906545055692, 0.9999878845371903, 0.9999809641170029, 0.9999112734333655, 0.0010000000000001679, 0.0009999999999999976, 0.0009999999999999406]"
6,7,hpp,20,20,20,60,5,,2.3925313369581427,5.816684194203221,0.006440301739219207,0.003951593969155491,0.0056764653058581265,0.226410246020812,7.306067588124519e-16,8.006471032318147e-05,1.584236980379909e-05,8.006471032318147e-06,1.584236980379909e-06,5.093394002194864,2.579228950087154e-06,1.6280575330773055,,,,"[0.9999981231184691, 0.9999974694215308, 0.9999950846238979, 0.999992732279794, 0.9999844005201982, 0.0010000000000001707, 0.0010000000000000737, 0.0010000000000000633, 0.0010000000000000536, 0.0010000000000000406, 0.0010000000000000165, 0.0010000000000000063, 0.0009999999999999996, 0.0009999999999999887, 0.0009999999999999816, 0.0009999999999999567, 0.000999999999999948, 0.0009999999999999115, 0.000999999999999885, 0.0009999999999998465]"
6,7,gated,8,8,44,60,5,,1.5388818185090596,3.8674828828275865,0.008896272618672757,0.006892012161742022,0.009719703614194641,0.3948863354351349,4.808785852091122e-16,9.219166656487155e-05,7.252317940782342e-06,4.1905302984032524e-06,3.2965081549010643e-07,5.094363320800015,4.0536040368703896e-07,1.2296660121540175,5.0,6.9077078255244,69077.07825524399,"[0.9999947026043564, 0.9999908281074976, 0.999986903017979, 0.9999806404362621, 0.9999525476681936, 0.0010000000000000328, 0.000999999999999873, 0.0009999999999997823]"
6,8,hpp,20,20,20,60,5,,3.321624619455389,7.044622923659184,0.005782871654569794,0.0027266294886772345,0.004781581188395518,0.15622455557298795,6.651562390436209e-16,8.004581053852113e-05,1.584720837357786e-05,8.004581053852113e-06,1.5847208373577858e-06,5.095995908955606,9.9183464786591e-07,0.6258734185130055,,,,"[0.9999985782402895, 0.9999970372176242, 0.9999955917075505, 0.9999933792532524, 0.9999925729261382, 0.0010000000000001412, 0.0010000000000000996, 0.0010000000000000657, 0.0010000000000000456, 0.0010000000000000317, 0.001000000000000029, 0.001000000000000022, 0.0010000000000000115, 0.000999999999999998, 0.0009999999999999961, 0.0009999999999999905, 0.00099999999999997, 0.0009999999999999519, 0.000999999999999922, 0.0009999999999997864]"
6,8,gated,8,8,44,60,5,,0.6585246347197198,3.805170008025723,0.009493211388393031,0.014711111328919065,0.01673548500747535,0.842914996452526,7.099624398332898e-16,9.260787755645389e-05,7.325446989756113e-06,4.209448979838813e-06,3.329748631707324e-07,5.0949847349132265,2.3302287406071493e-10,0.0006998212172587717,5.0,6.907539055227762,69075.39055227762,"[0.9999934295011382, 0.9999898295038128, 0.9999887766351432, 0.9999643683576651, 0.9997837996202639, 0.0009999999999999684, 0.000999999999999876, 0.000999999999999675]"
6,9,hpp,20,20,20,60,5,,2.441241753111457,5.987856273520036,0.006665837341022797,0.0034653691547058747,0.00530732579845003,0.19855142441432394,7.9560352692864245e-16,8.005649439148647e-05,1.58253147123903e-05,8.005649439148647e-06,1.5825314712390302e-06,5.093620408847231,1.9032717487849576e-06,1.2026754496672387,,,,"[0.9999974548086291, 0.9999965237995004, 0.9999958356878744, 0.9999940429391679, 0.9999880032254048, 0.0010000000000001945, 0.0010000000000000829, 0.0010000000000000406, 0.0010000000000000373, 0.0010000000000000286, 0.0010000000000000198, 0.0010000000000000072, 0.0009999999999999994, 0.0009999999999999855, 0.0009999999999999612, 0.0009999999999999523, 0.0009999999999999397, 0.0009999999999999313, 0.0009999999999999213, 0.0009999999999996845]"
6,9,gated,8,8,44,60,5,,1.0203608007569178,5.171443799556585,0.009344745064272297,0.009448621782745697,0.012506940835655919,0.541374205898668,5.344715050462817e-16,9.232226155992174e-05,7.278908798075338e-06,4.196466434541897e-06,3.308594908216063e-07,5.094844917675847,2.4050527263373767e-08,0.07269106049716251,5.0,6.9076660878275,69076.660878275,"[0.9999969649367402, 0.9999888962774933, 0.9999844616475166, 0.9999625971698923, 0.9999108128228607, 0.0010000000000000859, 0.001000000000000018, 0.000999999999999737]"
7,0,hpp,20,20,20,60,5,,2.746562489853025,6.287685981430783,0.006039103434416356,0.0032007514972727975,0.0052926821453867035,0.18338986519721123,9.391093319310328e-16,8.005618162384507e-05,1.584484072147129e-05,8.005618162384506e-06,1.584484072147129e-06,5.094851257585233,2.2124305949208975e-08,0.013963097728857824,,,,"[0.9999977884290415, 0.9999975320221671, 0.9999958663640175, 0.9999910632783025, 0.9999897654346627, 0.0010000000000001121, 0.0010000000000000913, 0.0010000000000000748, 0.0010000000000000607, 0.0010000000000000443, 0.0010000000000000289, 0.0010000000000000247, 0.001000000000000017, 0.001000000000000008, 0.0010000000000000022, 0.000999999999999982, 0.0009999999999999736, 0.0009999999999999374, 0.0009999999999999204, 0.0009999999999998094]"
7,0,gated,8,8,44,60,5,,0.5055393059507987,3.868323828897951,0.009229330390309343,0.020360805577147992,0.024225971634568518,1.1666688460342318,6.13726634549099e-16,9.336537723653357e-05,7.54359854906065e-06,4.2438807834787985e-06,3.4289084313912046e-07,5.09486011303123,1.9568364030257463e-08,0.057068785655258886,5.0,6.9073410453578274,69073.41045357827,"[0.9999946881388933, 0.9999929357423408, 0.9999848875816006, 0.9998553255745732, 0.999585852158653, 0.0010000000000000597, 0.000999999999999979, 0.0009999999999999387]"
7,1,hpp,20,20,20,60,5,,3.698524056374954,6.185878899851085,0.006383180645341146,0.0027078942689926547,0.004774890398726235,0.15515110259386156,5.549805180711995e-16,8.004567584600597e-05,1.5871539445258666e-05,8.004567584600598e-06,1.5871539445258667e-06,5.09520630388755,4.2561294020142755e-08,0.02681610953174247,,,,"[0.9999983308203455, 0.9999962536709625, 0.9999958325567013, 0.9999941315319295, 0.9999926746413189, 0.001000000000000158, 0.0010000000000000846, 0.0010000000000000592, 0.0010000000000000404, 0.0010000000000000282, 0.0010000000000000189, 0.0010000000000000059, 0.0009999999999999985, 0.000999999999999986, 0.0009999999999999768, 0.0009999999999999588, 0.0009999999999999471, 0.0009999999999999447, 0.0009999999999999048, 0.0009999999999998448]"
7,1,gated,8,8,44,60,5,,1.190347928775944,5.014055077749984,0.009464832197491967,0.0076729208978188745,0.011413692304805169,0.43963029783286267,4.989052992035761e-16,9.226588666811485e-05,7.2975959689893514e-06,4.193903939459766e-06,3.3170890768133414e-07,5.093716007298536,1.6486372574015835e-06,4.9701326048964445,5.0,6.907696462411015,69076.96462411014,"[0.99999627853715, 0.9999915864255547, 0.9999827890863469, 0.9999580186926796, 0.9999411851586111, 0.001000000000000073, 0.000999999999999922, 0.0009999999999995943]"
7,2,hpp,20,20,20,60,5,,2.5113533948385003,6.545954567344142,0.006364573924213107,0.00349645208371425,0.004900285756310223,0.20033235585105344,7.184383745191179e-16,8.004816326160117e-05,1.5876198456807914e-05,8.004816326160116e-06,1.5876198456807914e-06,5.093657873925034,1.8013024010910625e-06,1.134593023633212,,,,"[0.9999978971682115, 0.9999974677281609, 0.9999967464061704, 0.9999961128617613, 0.9999877870480037, 0.001000000000000177, 0.0010000000000000837, 0.0010000000000000694, 0.0010000000000000401, 0.0010000000000000278, 0.0010000000000000172, 0.0010000000000000102, 0.0010000000000000093, 0.0009999999999999944, 0.0009999999999999861, 0.0009999999999999818, 0.0009999999999999619, 0.0009999999999999545, 0.000999999999999934, 0.0009999999999998708]"
7,2,gated,8,8,44,60,5,,1.4669822953995104,4.612505726435122,0.008687765004782858,0.006203012160822396,0.009279082965940327,0.35540869630634775,4.828248612631294e-16,9.217433599076134e-05,7.276636147700446e-06,4.189742545034606e-06,3.3075618853183846e-07,5.09557310908969,3.284540286907653e-07,0.99303970743135,5.0,6.907716839360705,69077.16839360705,"[0.9999952351902269, 0.9999938620647585, 0.9999885562295896, 0.9999747701186228, 0.9999615611174926, 0.001000000000000132, 0.0010000000000000026, 0.0009999999999997771]"
7,3,hpp,20,20,20,60,5,,3.294882400061901,6.462679735971958,0.005726898767480754,0.00265353131423419,0.004658165063009063,0.15203632353219176,6.291516012706545e-16,8.004346512539308e-05,1.585350530914835e-05,8.004346512539307e-06,1.585350530914835e-06,5.094080309790195,8.458300820021423e-07,0.5335287468027979,,,,"[0.9999978276037683, 0.9999976737552654, 0.9999954066894279, 0.9999944493354923, 0.9999929658127925, 0.00100000000000021, 0.001000000000000122, 0.001000000000000083, 0.0010000000000000718, 0.0010000000000000406, 0.0010000000000000178, 0.0010000000000000096, 0.0009999999999999983, 0.0009999999999999905, 0.0009999999999999827, 0.0009999999999999697, 0.000999999999999967, 0.0009999999999999508, 0.0009999999999998985, 0.0009999999999998287]"
7,3,gated,8,8,44,60,5,,0.8168875568323017,5.04012903014626,0.008547616603037675,0.012433001466092438,0.01403604470352108,0.7123768646372283,4.636153467575935e-16,9.241820287557202e-05,7.301084627887514e-06,4.200827403435092e-06,3.3186748308579607e-07,5.0943034119499275,4.852349114972337e-07,1.4621345453473917,5.0,6.907600842111085,69076.00842111085,"[0.9999967686607182, 0.9999959338966528, 0.999989014214188, 0.9999758946340034, 0.9998455750540688, 0.0010000000000003604, 0.001000000000000077, 0.001000000000000052]"
7,4,hpp,20,20,20,60,5,,3.1098522937654116,5.379614648068838,0.006496738672763282,0.0025366486739307158,0.004579123698482273,0.14533941899048153,6.722787994486511e-16,8.004199393824669e-05,1.5882663271999754e-05,8.00419939382467e-06,1.5882663271999754e-06,5.093861417455735,1.2963702100936318e-06,0.8162171468931535,,,,"[0.9999976434512936, 0.9999970916385497, 0.9999960702669444, 0.9999946753896481, 0.9999935718480916, 0.0010000000000002318, 0.0010000000000001455, 0.0010000000000000694, 0.0010000000000000447, 0.001000000000000034, 0.0010000000000000278, 0.0010000000000000232, 0.0010000000000000028, 0.0009999999999999929, 0.0009999999999999818, 0.0009999999999999788, 0.0009999999999999606, 0.000999999999999944, 0.0009999999999999378, 0.0009999999999998972]"
7,4,gated,8,8,44,60,5,,0.9305690081264821,4.623129441669843,0.00967067686037442,0.009416866715520951,0.011862255141153421,0.5395546936195923,5.787680658066841e-16,9.229002441728095e-05,7.285729234001645e-06,4.195001109876407e-06,3.311695106364384e-07,5.0957078535405875,5.01056634928939e-07,1.512991440443938,5.0,6.907666686356468,69076.66686356468,"[0.999996131705352, 0.9999919407354135, 0.9999886185978285, 0.9999713252788268, 0.9999114112986407, 0.0010000000000000991, 0.0010000000000000048, 0.000999999999999783]"
7,5,hpp,20,20,20,60,5,,3.70794078525011,6.037722683099384,0.006192408131793306,0.0024109646839990573,0.004216361432520249,0.13813823477564557,7.448928054519852e-16,8.003559467777624e-05,1.5893056810254013e-05,8.003559467777623e-06,1.5893056810254012e-06,5.094068172700255,8.683021165412697e-07,0.5463405353091366,,,,"[0.9999983784782731, 0.999997827507531, 0.9999964061633473, 0.9999954348627785, 0.9999941930620426, 0.0010000000000001982, 0.00100000000000009, 0.0010000000000000492, 0.0010000000000000317, 0.0010000000000000265, 0.0010000000000000254, 0.0010000000000000028, 0.0009999999999999983, 0.0009999999999999929, 0.0009999999999999675, 0.0009999999999999551, 0.0009999999999999423, 0.0009999999999999352, 0.0009999999999999196, 0.0009999999999998866]"
7,5,gated,8,8,44,60,5,,1.0561140491170253,4.066016254936661,0.008772133831258189,0.008762178625513754,0.012844259913428503,0.5020422788355409,4.867065010862445e-16,9.233883292298527e-05,7.277083136677374e-06,4.197219678317513e-06,3.307765062126079e-07,5.094841793057846,2.5029436544301296e-08,0.07566872517908974,5.0,6.907678577041994,69076.78577041994,"[0.9999938117664785, 0.9999917958307154, 0.9999790669162592, 0.9999472144473263, 0.9999233010015088, 0.001000000000000133, 0.0010000000000000783, 0.0010000000000000627]"
7,6,hpp,20,20,20,60,5,,3.3204559117035815,5.85771291778878,0.006356414456487766,0.002727768787360889,0.004562620233045417,0.15628983282192013,9.724441352821303e-16,8.004170064215949e-05,1.5889827087767964e-05,8.004170064215948e-06,1.5889827087767965e-06,5.095934923238804,8.740814624650151e-07,0.5500887187991401,,,,"[0.9999983272283787, 0.9999973098308846, 0.999996359233499, 0.9999946403031832, 0.999992566718165, 0.0010000000000001232, 0.0010000000000000985, 0.0010000000000000456, 0.0010000000000000408, 0.0010000000000000256, 0.0010000000000000122, 0.0010000000000000026, 0.0009999999999999896, 0.0009999999999999835, 0.0009999999999999651, 0.0009999999999999593, 0.0009999999999999432, 0.0009999999999999174, 0.0009999999999998521, 0.0009999999999998224]"
7,6,gated,8,8,44,60,5,,1.1446930209669957,4.642992884985731,0.00906323122819731,0.008645593675620122,0.010343716521382152,0.4953622002098387,7.919036116189115e-16,9.221965060411598e-05,7.285419752908834e-06,4.19180230018709e-06,3.3115544331403794e-07,5.0957077779745354,5.009496612441371e-07,1.51273267994898,5.0,6.90768060465021,69076.8060465021,"[0.9999953384423128, 0.9999944007728572, 0.9999912319080344, 0.9999868149415067, 0.9999253284562861, 0.0010000000000001544, 0.0010000000000000295, 0.000999999999999922]"
