setup,trial,target_q,loss_power,loss_exp,rel_err_tail_power,rel_err_tail_exp,amplification_power,amplification_exp
Exponential (alpha=0.05),31,20,0.007972814047954854,0.00029805895688243177,9.920679266375377,0.8639315246693144,1244.313388655523,2898.525616566401
Exponential (alpha=0.05),31,40,0.007972814047954854,0.00029805895688243177,68.31521641812,0.9713177919722649,8568.519972828835,3258.81093751726
Exponential (alpha=0.05),31,60,0.007972814047954854,0.00029805895688243177,453.24282500333504,0.9939540069413406,56848.53832289617,3334.756364992063
Exponential (alpha=0.05),31,80,0.007972814047954854,0.00029805895688243177,3018.0806236309995,0.9987255502770745,378546.47118311207,3350.765088130712
Exponential (alpha=0.05),32,20,0.011654386127604107,0.0023382532349477316,9.750834884512539,0.8736342360319334,836.6665371229154,373.6268692376407
Exponential (alpha=0.05),32,40,0.011654386127604107,0.0023382532349477316,67.18202327596954,0.9748883072144585,5764.526980196785,416.9301648883726
Exponential (alpha=0.05),32,60,0.011654386127604107,0.0023382532349477316,445.59115013137165,0.995009747143856,38233.772694190106,425.53549455072715
Exponential (alpha=0.05),32,80,0.011654386127604107,0.0023382532349477316,2966.1169972781718,0.9990083255721397,254506.4977723915,427.245565285073
Exponential (alpha=0.05),33,20,0.007107861774329993,0.00043206112756361237,16.52196904208318,0.7533106881613847,2324.4640321267534,1743.5280296234164
Exponential (alpha=0.05),33,40,0.007107861774329993,0.00043206112756361237,112.76875450250905,0.9171402699049785,15865.355583293343,2122.709517873113
Exponential (alpha=0.05),33,60,0.007107861774329993,0.00043206112756361237,755.3594168347746,0.9721684947748336,106270.97722362586,2250.071646127502
Exponential (alpha=0.05),33,80,0.007107861774329993,0.00043206112756361237,5080.258068240563,0.9906517595189644,714737.8816331448,2292.8509278591832
Exponential (alpha=0.05),34,20,0.017046356776699325,0.002738984354260824,8.312845277703007,0.9085864726955939,487.6611105886379,331.723863610412
Exponential (alpha=0.05),34,40,0.017046356776699325,0.002738984354260824,57.616066938090135,0.9860004851658528,3379.963688984007,359.9876294554298
Exponential (alpha=0.05),34,60,0.017046356776699325,0.002738984354260824,381.1294581188839,0.9978560458022522,22358.41142416376,364.31608084421856
Exponential (alpha=0.05),34,80,0.017046356776699325,0.002738984354260824,2529.0353691190426,0.9996716643640365,148362.22203372046,364.97896106779376
Exponential (alpha=0.05),35,20,0.012904546592919185,0.0015290871084425175,7.012365728561113,0.9156703743695614,543.4027207019767,598.8346698595878
Exponential (alpha=0.05),35,40,0.012904546592919185,0.0015290871084425175,49.014438893257605,0.9879040351021477,3798.2302234744097,646.0743989021809
Exponential (alpha=0.05),35,60,0.012904546592919185,0.0015290871084425175,323.39283309515974,0.9982649944699779,25060.37935866319,652.850310688925
Exponential (alpha=0.05),35,80,0.012904546592919185,0.0015290871084425175,2138.737249510215,0.9997511364973135,165735.1720143364,653.8222252503377
Exponential (alpha=0.05),36,20,0.010860992854379425,0.0012518626783638875,7.362845939068878,0.9064702523752435,677.9164701707797,724.0971931808454
Exponential (alpha=0.05),36,40,0.010860992854379425,0.0012518626783638875,51.327407035610136,0.9854083561006058,4725.848522235956,787.1537128987056
Exponential (alpha=0.05),36,60,0.010860992854379425,0.0012518626783638875,338.89459868303555,0.9977235470307828,31202.911482920445,796.9912063659881
Exponential (alpha=0.05),36,80,0.010860992854379425,0.0012518626783638875,2243.406263407239,0.9996448489175604,206556.2783513005,798.5259608709741
Exponential (alpha=0.05),37,20,0.01427333169518707,0.001859753140651761,7.772079603913645,0.9094014326698131,544.5175498856971,488.9904000173473
Exponential (alpha=0.05),37,40,0.01427333169518707,0.001859753140651761,54.03307760408883,0.986225652930693,3785.5967166042283,530.2992267321916
Exponential (alpha=0.05),37,60,0.01427333169518707,0.001859753140651761,357.05086297172727,0.9979057876655165,25015.243152172286,536.5797026046237
Exponential (alpha=0.05),37,80,0.01427333169518707,0.001859753140651761,2366.116014762301,0.9996816019457054,165771.80893192423,537.5345681942641
Exponential (alpha=0.05),38,20,0.009732298265400733,0.0014290811706481918,11.003494553403877,0.8512671955047184,1130.6162483112291,595.6744881908511
