eta,budget,s,action,estimator,rank_scope,observations,mean_signed_error,median_absolute_error,max_absolute_error,median_relative_error,median_log_risk_ratio,max_relative_error,p90_relative_error,p95_relative_error,p99_relative_error
1e-06,240,4,k,mom_w1,30,40000,3.0431600892690233e-14,2.1038258036790806e-13,9.757721748300343e-09,0.6472800030206496,-0.4177763728531689,17.519675200507297,1.3044690223174766,2.0850550300168296,3.9810567055905115
1e-06,240,4,k,mom_w1,equal_rank,120000,1.2881548426512646e-10,8.178167214257872e-14,1.7086684517308134e-05,0.6694108723619427,-0.4667664981956321,25.877886665711355,1.3479975174494727,2.1887792043378003,4.416835352918902
1e-06,240,4,k,mom_w2,5,40000,1.683245435522688e-12,3.0930310438451764e-14,7.677672027441222e-08,0.6989898501127256,-0.5527055290068034,25.877886665711355,1.4124750774763886,2.401484211745954,5.078840871976654
1e-06,240,4,k,mom_w2,15,40000,3.847327757589637e-10,9.410031803207759e-14,1.7086684517308134e-05,0.6584310009015912,-0.4415396777896058,23.922206254065745,1.3326565714429766,2.1193320884480324,4.169650233507214
1e-06,240,4,k,mom_w2,30,40000,3.0431600892690233e-14,2.1038258036790806e-13,9.757721748300343e-09,0.6472800030206496,-0.4177763728531689,17.519675200507297,1.3044690223174766,2.0850550300168296,3.9810567055905115
1e-06,240,4,k,mom_w2,equal_rank,120000,1.2881548426512646e-10,8.178167214257872e-14,1.7086684517308134e-05,0.6694108723619427,-0.4667664981956321,25.877886665711355,1.3479975174494727,2.1887792043378003,4.416835352918902
1e-06,240,4,kp1,sample_variance,5,40000,4.6791069899864785e-17,3.0743974171488624e-14,8.285760102051305e-13,0.5930891068521615,-0.3924831121828253,15.985256160343752,1.223446619252506,1.9733346787330985,4.117518152337233
1e-06,240,4,kp1,sample_variance,15,40000,-3.8416222748788424e-16,8.148750505662744e-14,1.4298271621962886e-12,0.5485642560533712,-0.2916460910579984,9.637913876569517,1.1162061382122608,1.7225477041405897,3.321846595784419
1e-06,240,4,kp1,sample_variance,30,40000,3.4279715595825876e-16,1.7499066189112067e-13,3.071233179482586e-12,0.5374591167367668,-0.26272566258955665,9.416069568518912,1.1109064787764336,1.6784487662042737,3.057280955477621
1e-06,240,4,kp1,sample_variance,equal_rank,120000,1.8086661234129925e-18,6.694028025216373e-14,3.071233179482586e-12,0.5602750662249825,-0.31481019374532637,15.985256160343752,1.1468044277068945,1.7814238651000553,3.4879786138869933
1e-06,240,4,kp1,paired_mean,5,40000,2.7532544399452367e-16,3.541603753204913e-14,9.79057105911981e-13,0.6831281286336173,-0.5110733418180782,18.888404251208325,1.4280021964792633,2.3421336823220353,4.763506719559577
1e-06,240,4,kp1,paired_mean,15,40000,-8.079836558703516e-16,9.642869554451514e-14,1.673008863824722e-12,0.648959422288536,-0.4201776682462133,11.278602737111518,1.3138274962169965,2.0697182245379895,3.9964484820701496
1e-06,240,4,kp1,paired_mean,30,40000,2.1204113959268948e-16,2.0834452813848633e-13,3.1961004158709467e-12,0.6400355016940235,-0.3951539642528477,9.819665642857032,1.3107769076563989,2.0748148793794963,3.8843385731214024
1e-06,240,4,kp1,paired_mean,equal_rank,120000,-1.0687235742771271e-16,8.110576876051008e-14,3.1961004158709467e-12,0.6576960218229982,-0.44092439253603943,18.888404251208325,1.3451835041759506,2.1612947953656034,4.201899984745985
1e-06,240,4,kp1,mom_w1,5,40000,2.7532544399452367e-16,3.541603753204913e-14,9.79057105911981e-13,0.6831281286336173,-0.5110733418180782,18.888404251208325,1.4280021964792633,2.3421336823220353,4.763506719559577
1e-06,240,4,kp1,mom_w1,15,40000,-8.079836558703516e-16,9.642869554451514e-14,1.673008863824722e-12,0.648959422288536,-0.4201776682462133,11.278602737111518,1.3138274962169965,2.0697182245379895,3.9964484820701496
1e-06,240,4,kp1,mom_w1,30,40000,2.1204113959268948e-16,2.0834452813848633e-13,3.1961004158709467e-12,0.6400355016940235,-0.3951539642528477,9.819665642857032,1.3107769076563989,2.0748148793794963,3.8843385731214024
1e-06,240,4,kp1,mom_w1,equal_rank,120000,-1.0687235742771271e-16,8.110576876051008e-14,3.1961004158709467e-12,0.6576960218229982,-0.44092439253603943,18.888404251208325,1.3451835041759506,2.1612947953656034,4.201899984745985
1e-06,240,4,kp1,mom_w2,5,40000,2.7532544399452367e-16,3.541603753204913e-14,9.79057105911981e-13,0.6831281286336173,-0.5110733418180782,18.888404251208325,1.4280021964792633,2.3421336823220353,4.763506719559577
1e-06,240,4,kp1,mom_w2,15,40000,-8.079836558703516e-16,9.642869554451514e-14,1.673008863824722e-12,0.648959422288536,-0.4201776682462133,11.278602737111518,1.3138274962169965,2.0697182245379895,3.9964484820701496
1e-06,240,4,kp1,mom_w2,30,40000,2.1204113959268948e-16,2.0834452813848633e-13,3.1961004158709467e-12,0.6400355016940235,-0.3951539642528477,9.819665642857032,1.3107769076563989,2.0748148793794963,3.8843385731214024
1e-06,240,4,kp1,mom_w2,equal_rank,120000,-1.0687235742771271e-16,8.110576876051008e-14,3.1961004158709467e-12,0.6576960218229982,-0.44092439253603943,18.888404251208325,1.3451835041759506,2.1612947953656034,4.201899984745985
1e-06,240,4,kp2,sample_variance,5,40000,-1.2058544170901119e-17,3.545091734916403e-14,1.027370069902009e-12,0.5822010675211429,-0.3711210723379616,16.871114405312188,1.1990655489060495,1.9361933388725112,3.9331621596843993
1e-06,240,4,kp2,sample_variance,15,40000,-5.560438622575319e-16,8.655878374205498e-14,1.970933273131636e-12,0.5450400450606541,-0.28629074629775764,12.408907779710818,1.1022462363079941,1.6919680187014385,3.2843074570470163
1e-06,240,4,kp2,sample_variance,30,40000,1.0860334995041747e-16,1.8311135372409327e-13,3.221886565847907e-12,0.5400428618023942,-0.2601880336596848,9.50231268169365,1.1084136293559708,1.6848067153127064,3.061779081142555
1e-06,240,4,kp2,sample_variance,equal_rank,120000,-1.5316635215933865e-16,7.162722801822924e-14,3.221886565847907e-12,0.5558015682886717,-0.304900095184397,16.871114405312188,1.1315159599017304,1.763317505759585,3.4199660253971995
1e-06,240,4,kp2,paired_mean,5,40000,2.8615803263949665e-16,4.0894646845982216e-14,1.0393863122915919e-12,0.6716155839055107,-0.4908443588250204,17.06844096369241,1.4115781968644199,2.2942259671646585,4.569528022998634
1e-06,240,4,kp2,paired_mean,15,40000,-1.0154498874672538e-15,1.0303742814025391e-13,2.186353758976919e-12,0.6487329097718748,-0.41477826520360483,13.765185528509106,1.3041793258053085,2.0629524166710707,4.015298224071607
1e-06,240,4,kp2,paired_mean,30,40000,2.0119999245357142e-16,2.163740745149963e-13,3.0971919212197228e-12,0.6380653287325373,-0.39137339029916807,9.134550664386921,1.3086592417195375,2.064560819491793,3.845342963271353
1e-06,240,4,kp2,paired_mean,equal_rank,120000,-1.76030620791395e-16,8.682368762434343e-14,3.0971919212197228e-12,0.6528644028749004,-0.4321691086801347,17.06844096369241,1.3382598256686908,2.1302365679870245,4.160205177509208
1e-06,240,4,kp2,mom_w1,5,40000,2.8615803263949665e-16,4.0894646845982216e-14,1.0393863122915919e-12,0.6716155839055107,-0.4908443588250204,17.06844096369241,1.4115781968644199,2.2942259671646585,4.569528022998634
1e-06,240,4,kp2,mom_w1,15,40000,-1.0154498874672538e-15,1.0303742814025391e-13,2.186353758976919e-12,0.6487329097718748,-0.41477826520360483,13.765185528509106,1.3041793258053085,2.0629524166710707,4.015298224071607
1e-06,240,4,kp2,mom_w1,30,40000,2.0119999245357142e-16,2.163740745149963e-13,3.0971919212197228e-12,0.6380653287325373,-0.39137339029916807,9.134550664386921,1.3086592417195375,2.064560819491793,3.845342963271353
1e-06,240,4,kp2,mom_w1,equal_rank,120000,-1.76030620791395e-16,8.682368762434343e-14,3.0971919212197228e-12,0.6528644028749004,-0.4321691086801347,17.06844096369241,1.3382598256686908,2.1302365679870245,4.160205177509208
1e-06,240,4,kp2,mom_w2,5,40000,2.8615803263949665e-16,4.0894646845982216e-14,1.0393863122915919e-12,0.6716155839055107,-0.4908443588250204,17.06844096369241,1.4115781968644199,2.2942259671646585,4.569528022998634
1e-06,240,4,kp2,mom_w2,15,40000,-1.0154498874672538e-15,1.0303742814025391e-13,2.186353758976919e-12,0.6487329097718748,-0.41477826520360483,13.765185528509106,1.3041793258053085,2.0629524166710707,4.015298224071607
