dimension,step_rank,eta,budget,q,q_offset,observations,full_rank_rate,mean_gaussian_energy,median_gaussian_energy,p90_gaussian_energy,p95_gaussian_energy,p99_gaussian_energy,max_gaussian_energy,mean_ci_low_gaussian_energy,mean_ci_high_gaussian_energy,mean_rademacher_energy,median_rademacher_energy,p90_rademacher_energy,p95_rademacher_energy,p99_rademacher_energy,max_rademacher_energy,mean_ci_low_rademacher_energy,mean_ci_high_rademacher_energy,mean_gaussian_risk,median_gaussian_risk,p90_gaussian_risk,p95_gaussian_risk,p99_gaussian_risk,max_gaussian_risk,mean_ci_low_gaussian_risk,mean_ci_high_gaussian_risk,mean_rademacher_risk,median_rademacher_risk,p90_rademacher_risk,p95_rademacher_risk,p99_rademacher_risk,max_rademacher_risk,mean_ci_low_rademacher_risk,mean_ci_high_rademacher_risk,mean_s1_sigma_min,median_s1_sigma_min,p90_s1_sigma_min,p95_s1_sigma_min,p99_s1_sigma_min,max_s1_sigma_min,mean_ci_low_s1_sigma_min,mean_ci_high_s1_sigma_min,mean_s1_pinv_norm,median_s1_pinv_norm,p90_s1_pinv_norm,p95_s1_pinv_norm,p99_s1_pinv_norm,max_s1_pinv_norm,mean_ci_low_s1_pinv_norm,mean_ci_high_s1_pinv_norm,mean_graph_factor_op,median_graph_factor_op,p90_graph_factor_op,p95_graph_factor_op,p99_graph_factor_op,max_graph_factor_op,mean_ci_low_graph_factor_op,mean_ci_high_graph_factor_op,mean_subspace_projection_op,median_subspace_projection_op,p90_subspace_projection_op,p95_subspace_projection_op,p99_subspace_projection_op,max_subspace_projection_op,mean_ci_low_subspace_projection_op,mean_ci_high_subspace_projection_op,mean_subspace_projection_fro,median_subspace_projection_fro,p90_subspace_projection_fro,p95_subspace_projection_fro,p99_subspace_projection_fro,max_subspace_projection_fro,mean_ci_low_subspace_projection_fro,mean_ci_high_subspace_projection_fro,mean_largest_principal_angle_deg,median_largest_principal_angle_deg,p90_largest_principal_angle_deg,p95_largest_principal_angle_deg,p99_largest_principal_angle_deg,max_largest_principal_angle_deg,mean_ci_low_largest_principal_angle_deg,mean_ci_high_largest_principal_angle_deg,mean_gaussian_to_ideal_tail,median_gaussian_to_ideal_tail,p90_gaussian_to_ideal_tail,p95_gaussian_to_ideal_tail,p99_gaussian_to_ideal_tail,max_gaussian_to_ideal_tail,mean_ci_low_gaussian_to_ideal_tail,mean_ci_high_gaussian_to_ideal_tail,mean_rademacher_to_ideal_tail,median_rademacher_to_ideal_tail,p90_rademacher_to_ideal_tail,p95_rademacher_to_ideal_tail,p99_rademacher_to_ideal_tail,max_rademacher_to_ideal_tail,mean_ci_low_rademacher_to_ideal_tail,mean_ci_high_rademacher_to_ideal_tail
500,5,1e-06,80,3,-2,200,1.0,2.0000000004950045,2.000000000495003,2.0000000004950067,2.000000000495009,2.000000000495023,2.0000000004950502,2.000000000495004,2.000000000495005,1.9847313453994915,1.9847054644103563,1.98540586561484,1.9855288566756517,1.9858480760056536,1.9860442309704776,1.9846610396801423,1.98480031078073,0.05405405406743254,0.054054054067432515,0.05405405406743261,0.054054054067432675,0.054054054067433056,0.05405405406743379,0.05405405406743252,0.05405405406743257,0.05364138771349977,0.05364068822730693,0.05365961798959027,0.05366294207231491,0.053671569621774426,0.0536768711073102,0.053639479345518236,0.053643266271541416,0.9219311614425787,0.8734191483982415,1.4619057352564724,1.6375465119676516,1.7966734541497096,1.8986365171993127,0.8694342041938553,0.976126378657392,1.3537506051406738,1.1449778882262953,2.304117992812919,2.5380906545640896,4.7047723193849675,6.811682508733123,1.2500160951957995,1.4780718277693314,,,,,,,,,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000007,1.0000000000000009,1.0000000000000009,1.0,1.0000000000000002,1.4142135628969605,1.4142135626990706,1.4142135634041284,1.4142135636716837,1.4142135662075752,1.4142135708528454,1.4142135627988421,1.4142135630332935,89.99999995606257,90.0,90.0,90.0,90.0,90.0,89.99999992106397,89.99999998409697,1.0000000000000022,1.0000000000000016,1.0000000000000033,1.0000000000000044,1.0000000000000115,1.000000000000025,1.0000000000000018,1.0000000000000027,0.9923656724541354,0.9923527319595709,0.992702932561726,0.9927644280921166,0.9929240377570782,0.9930221152394658,0.9923302544116767,0.9924014948110957
500,5,1e-06,80,4,-1,200,1.0,1.000000000497252,1.0000000004950047,1.0000000004950236,1.0000000004950351,1.0000000004952447,1.000000000942876,1.0000000004950094,1.0000000005017327,0.994284631358431,0.9943130646258334,0.9946678696140591,0.9947703919872091,0.994963021669184,0.9950235997715202,0.9942387564260653,0.9943297261556073,0.02777777779159034,0.02777777779152791,0.027777777791528437,0.027777777791528756,0.027777777791534577,0.027777777803968777,0.02777777779152803,0.027777777791714822,0.027619017537734197,0.027619807350717594,0.02762966304483497,0.027632510888533586,0.02763786171303289,0.027639544438097782,0.02761780568799722,0.027620215298587956,0.6011876112593582,0.5773287556319098,1.0081612365846966,1.1651909902178805,1.3285313468334596,1.7113147823191,0.5596108678996156,0.6438685517395438,3.4143063675193717,1.7321804435632493,4.603903357126852,5.663050901440908,15.750956256220448,200.74063657063402,2.204156667155512,5.602554110629366,,,,,,,,,1.0,1.0000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000007,1.0,1.0,1.0000000533927766,1.000000001024134,1.0000000056658225,1.0000000084872225,1.0000000578219903,1.0000100934360487,1.000000002116781,1.0000001550339572,89.99999985885515,90.0,90.0,90.0,90.0,90.0,89.99999979678887,89.99999991271875,1.000000000002252,1.0000000000000047,1.0000000000000235,1.000000000000035,1.0000000000002447,1.000000000447876,1.0000000000000093,1.0000000000067388,0.9942846308662601,0.9943130641336484,0.9946678691216984,0.9947703914947976,0.9949630211766773,0.9950235992789835,0.994239887317227,0.9943298071153803
500,5,1e-06,80,5,0,200,1.0,4.921235915758698e-09,4.95019983247885e-10,4.955533568746823e-10,5.017152318976806e-10,7.396688590410274e-10,8.848916026418428e-07,4.967717585314838e-10,1.3766712182965166e-08,4.402124047479693e-09,4.933302828663446e-12,4.997671244445271e-12,8.112541512210519e-12,2.195664929690317e-10,8.787476384157671e-07,6.349891878240287e-12,1.3191106270846841e-08,1.406067404502485e-10,1.4143428092796715e-11,1.4158667339276635e-11,1.4334720911362303e-11,2.113339597260078e-11,2.5282617218338365e-08,1.4193415488793461e-11,3.933876438367812e-10,1.2577497278513411e-10,1.4095150939038418e-13,1.4279060698415057e-13,2.3178690034887195e-13,6.2733283705437625e-12,2.5107075383307633e-08,1.7591879334375853e-13,5.022934973622737e-10,0.2957222161638685,0.23868602909681166,0.5979755980013745,0.6979401476459376,0.882132143696465,1.1783905759223519,0.26472205796016796,0.3275707212445128,18.153462186997125,4.189729956294033,21.459096307921964,59.384231534469066,169.7918997535211,1370.9486672277785,8.811428103802879,34.0214903703644,0.00040665370190220073,9.301026720622619e-05,0.0004948299832754139,0.001333025959835619,0.0038306623728012294,0.03066444918045385,0.0001953310063647916,0.0007894722236888719,0.00040658112952539767,9.301026680398611e-05,0.0004948299226869583,0.0013330247753004496,0.0038306342675783586,0.030650042319613068,0.0001985134201509394,0.0007604352772453178,0.0004124205950745887,9.976828848725584e-05,0.0004966738881740646,0.0013335257428689674,0.0038307914390941097,0.03065013805004437,0.00020797634538443583,0.000793352254387354,0.023296768393852307,0.005329095746937806,0.028351667303904,0.07637671623404024,0.2194797131582917,1.7563931400085866,0.011335510424190228,0.044425880246081635,9.94189073890646,1.0000403701977476,1.001117892676126,1.0135661250458194,1.494280523315207,1787.6598033168543,1.0033304608632823,27.815033226604072,8.893179893898374,0.009966268340734236,0.01009630554433388,0.016388972751940442,0.44356867266471056,1775.2477543752873,0.012489190840206242,26.650412858996603
500,5,1e-06,80,6,1,200,1.0,4.940162835943844e-10,4.940048113464772e-10,4.940251876717112e-10,4.940525436915994e-10,4.942156296122563e-10,4.946011073882197e-10,4.940099330080761e-10,4.940249003007416e-10,5.909381298538564e-12,5.908594800835257e-12,5.910017062641071e-12,5.910802457808082e-12,5.92114503201176e-12,5.983915864740073e-12,5.9087164101664046e-12,5.910378712097689e-12,1.4529890693952481e-11,1.4529553274896388e-11,1.4530152578579741e-11,1.4530957167399982e-11,1.4535753812125187e-11,1.4547091393771169e-11,1.4529707790524302e-11,1.4530147752121239e-11,1.7380533230995776e-13,1.7378220002456637e-13,1.7382403125414915e-13,1.738471311120024e-13,1.741513244709341e-13,1.7599752543353154e-13,1.7378548480236344e-13,1.7383382023133243e-13,0.5654586085451906,0.5210711034987642,0.9784977090131851,1.0920881411080343,1.2962427439224613,1.5581704035739026,0.5228735704311626,0.6076157556783296,2.6600809086624726,1.919158690247568,4.697820544415446,6.999539811891085,14.180895348493346,23.99464448216483,2.324392383447244,3.044998051961523,5.949893566485039e-05,4.249599413983887e-05,0.00010968741343234001,0.00015612383272722567,0.0003147836805001536,0.0005148749308929919,5.192405895467391e-05,6.846058650286738e-05,5.9461163767087665e-05,4.244835850069919e-05,0.0001096152154858697,0.00015586903965612828,0.00031467583156271625,0.0005148024907134707,5.190873285460682e-05,6.843978047937519e-05,6.641638380682971e-05,4.9030845661792284e-05,0.00011189334107944627,0.00016116209856227264,0.00032045975232215297,0.0005152045930228405,5.912516617136479e-05,7.459324593764801e-05,0.0034068737458093673,0.0024321117900787644,0.006280489230334632,0.008930638165215712,0.018029597362525122,0.029496011303551433,0.0029743455275073483,0.003906542613009405,1.000032962741669,1.0000097395677678,1.0000509871896988,1.000106363748177,1.0004364971908024,1.0012168165753437,1.0000194778002287,1.000051207270299,0.011962310320928269,0.011960718220314286,0.011963597292795692,0.011965187161554822,0.01198612354658251,0.012113190009595291,0.011960971541244977,0.011964274530313837
500,5,1e-06,80,7,2,200,1.0,4.930043483749484e-10,4.930026108235479e-10,4.930079399124921e-10,4.930110198747216e-10,4.930265945569077e-10,4.930731294856312e-10,4.930035512051419e-10,4.930053666051807e-10,6.880687607004476e-12,6.880755803070039e-12,6.882022937690766e-12,6.882273143564153e-12,6.883368455412777e-12,6.884303187565416e-12,6.880537949017249e-12,6.880828606379105e-12,1.493952570833177e-11,1.493947305525903e-11,1.4939634542802788e-11,1.4939727874991564e-11,1.494019983505781e-11,1.4941609984413065e-11,1.4939500316365766e-11,1.4939557480717178e-11,2.0850568506074168e-13,2.08507751608183e-13,2.0854614962699292e-13,2.0855373162315614e-13,2.0858692289129628e-13,2.0861524810804292e-13,2.0850125783800713e-13,2.0851004999110578e-13,0.7904456034640472,0.8012881812723052,1.1730902260318004,1.310521563737047,1.6376507071039406,1.6917875739529513,0.7488990738306522,0.8329756197467915,1.5688948260091764,1.2480440965935498,2.6688160980150992,3.0240748979096916,4.980721287701278,8.956592033858936,1.4421482414906228,1.7147856063620508,3.494519579140181e-05,2.830707246139284e-05,5.876331524824359e-05,6.790445690012153e-05,0.00011258069858975683,0.00018921194918407682,3.202665343890212e-05,3.827775652561413e-05,3.489127815477912e-05,2.8245627779481023e-05,5.8751397375060124e-05,6.785069209379213e-05,0.00011258008635103523,0.0001881313190781386,3.2050967307322376e-05,3.800615362398246e-05,4.179579610513464e-05,3.6124582407257426e-05,6.295891309993918e-05,7.413206701948604e-05,0.00011495688308119223,0.00018957408516927728,3.912365313718353e-05,4.491600147990198e-05,0.001999122981264428,0.0016183552616769296,0.003366207112023522,0.003887558297013954,0.006450363818765173,0.010779130640991369,0.0018307083575729436,0.0021847707652851807,1.0000088202331612,1.0000052957881298,1.0000161052991725,1.0000223526870622,1.0000539443344987,1.0001483356706515,1.0000071652750586,1.0000106649986165,0.013956769993923885,0.01395690832265728,0.01395947857543766,0.013959986092422218,0.013962207820309895,0.013964103828733096,0.013956472772530865,0.01395705159398051
500,5,1e-06,160,3,-2,200,1.0,2.0000000004950045,2.000000000495003,2.0000000004950067,2.000000000495009,2.000000000495023,2.0000000004950502,2.000000000495004,2.000000000495005,1.9847313453994915,1.9847054644103563,1.98540586561484,1.9855288566756517,1.9858480760056536,1.9860442309704776,1.9846597482137003,1.984807030921659,0.0259740259804546,0.025974025980454587,0.025974025980454632,0.02597402598045466,0.025974025980454847,0.025974025980455197,0.02597402598045459,0.025974025980454608,0.025775731758434953,0.025775395641692938,0.02578449176123169,0.025786089047735734,0.02579023475332018,0.025792782220395813,0.025774821256508172,0.025776649524325797,0.9219311614425787,0.8734191483982415,1.4619057352564724,1.6375465119676516,1.7966734541497096,1.8986365171993127,0.8677068865977061,0.9735218104865979,1.3537506051406738,1.1449778882262953,2.304117992812919,2.5380906545640896,4.7047723193849675,6.811682508733123,1.245384908044126,1.477790034666447,,,,,,,,,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000007,1.0000000000000009,1.0000000000000009,1.0,1.0000000000000002,1.4142135628969605,1.4142135626990706,1.4142135634041284,1.4142135636716837,1.4142135662075752,1.4142135708528454,1.4142135627960475,1.414213563026443,89.99999995606257,90.0,90.0,90.0,90.0,90.0,89.99999992201964,89.99999998366725,1.0000000000000022,1.0000000000000016,1.0000000000000033,1.0000000000000044,1.0000000000000115,1.000000000000025,1.0000000000000018,1.0000000000000027,0.9923656724541354,0.9923527319595709,0.992702932561726,0.9927644280921166,0.9929240377570782,0.9930221152394658,0.9923303073441405,0.9923998897300312
500,5,1e-06,160,4,-1,200,1.0,1.000000000497252,1.0000000004950047,1.0000000004950236,1.0000000004950351,1.0000000004952447,1.000000000942876,1.0000000004950091,1.0000000005017324,0.994284631358431,0.9943130646258334,0.9946678696140591,0.9947703919872091,0.994963021669184,0.9950235997715202,0.9942374066809757,0.9943280300890847,0.013157894743384895,0.013157894743355325,0.013157894743355575,0.013157894743355726,0.013157894743358482,0.013157894749248368,0.013157894743355382,0.01315789474344388,0.013082692517874092,0.013083066639813597,0.013087735126500777,0.013089084105094856,0.013091618706173475,0.013092415786467372,0.013082123043268667,0.01308330903164673,0.6011876112593582,0.5773287556319098,1.0081612365846966,1.1651909902178805,1.3285313468334596,1.7113147823191,0.5582183631007045,0.6461431249607696,3.4143063675193717,1.7321804435632493,4.603903357126852,5.663050901440908,15.750956256220448,200.74063657063402,2.2051365192999026,5.563567057491204,,,,,,,,,1.0,1.0000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000007,1.0,1.0,1.0000000533927766,1.000000001024134,1.0000000056658225,1.0000000084872225,1.0000000578219903,1.0000100934360487,1.0000000020820965,1.000000155015595,89.99999985885515,90.0,90.0,90.0,90.0,90.0,89.9999997970603,89.99999991274949,1.000000000002252,1.0000000000000047,1.0000000000000235,1.000000000000035,1.0000000000002447,1.000000000447876,1.000000000000009,1.0000000000067333,0.9942846308662601,0.9943130641336484,0.9946678691216984,0.9947703914947976,0.9949630211766773,0.9950235992789835,0.9942414308787683,0.9943294610537016
500,5,1e-06,160,5,0,200,1.0,4.921235915758698e-09,4.95019983247885e-10,4.955533568746823e-10,5.017152318976806e-10,7.396688590410274e-10,8.848916026418428e-07,4.966775012846945e-10,1.3767262550421669e-08,4.402124047479693e-09,4.933302828663446e-12,4.997671244445271e-12,8.112541512210519e-12,2.195664929690317e-10,8.787476384157671e-07,6.171087332633843e-12,1.3190531020124561e-08,6.561647887678264e-11,6.6002664433051334e-12,6.60737809166243e-12,6.689536425302408e-12,9.862251453880364e-12,1.1798554701891238e-08,6.624275910445913e-12,1.8354958380699115e-10,5.869498729972925e-11,6.577737104884594e-14,6.663561659260361e-14,1.0816722016280691e-13,2.9275532395870896e-12,1.1716635178876895e-08,8.042556632329237e-14,1.7591964329632513e-10,0.2957222161638685,0.23868602909681166,0.5979755980013745,0.6979401476459376,0.882132143696465,1.1783905759223519,0.2651147619009415,0.32822833530027373,18.153462186997125,4.189729956294033,21.459096307921964,59.384231534469066,169.7918997535211,1370.9486672277785,8.768074109150483,34.503463251058506,0.00040665370190220073,9.301026720622619e-05,0.0004948299832754139,0.001333025959835619,0.0038306623728012294,0.03066444918045385,0.00019864403562485058,0.000787789081644777,0.00040658112952539767,9.301026680398611e-05,0.0004948299226869583,0.0013330247753004496,0.0038306342675783586,0.030650042319613068,0.0001976174970505765,0.000735597072780204,0.0004124205950745887,9.976828848725584e-05,0.0004966738881740646,0.0013335257428689674,0.0038307914390941097,0.03065013805004437,0.00020034895072496486,0.000782187841394967,0.023296768393852307,0.005329095746937806,0.028351667303904,0.07637671623404024,0.2194797131582917,1.7563931400085866,0.011399792144496834,0.044021719855193174,9.94189073890646,1.0000403701977476,1.001117892676126,1.0135661250458194,1.494280523315207,1787.6598033168543,1.003186834743726,27.815190401049886,8.893179893898374,0.009966268340734236,0.01009630554433388,0.016388972751940442,0.44356867266471056,1775.2477543752873,0.01269247959815079,26.651137934406826
500,5,1e-06,160,6,1,200,1.0,4.940162835943844e-10,4.940048113464772e-10,4.940251876717112e-10,4.940525436915994e-10,4.942156296122563e-10,4.946011073882197e-10,4.940099786393288e-10,4.940240724958164e-10,5.909381298538564e-12,5.908594800835257e-12,5.910017062641071e-12,5.910802457808082e-12,5.92114503201176e-12,5.983915864740073e-12,5.908729073923081e-12,5.910400839971022e-12,6.6758957242484376e-12,6.675740693871314e-12,6.676016049617719e-12,6.676385725562154e-12,6.678589589354815e-12,6.6837987484894555e-12,6.675804149407964e-12,6.676019464356992e-12,7.985650403430492e-14,7.984587568696293e-14,7.986509544109556e-14,7.98757088892984e-14,8.001547340556432e-14,8.086372790189287e-14,7.984758272329757e-14,7.986945148594421e-14,0.5654586085451906,0.5210711034987642,0.9784977090131851,1.0920881411080343,1.2962427439224613,1.5581704035739026,0.526629866167243,0.6080081648161829,2.6600809086624726,1.919158690247568,4.697820544415446,6.999539811891085,14.180895348493346,23.99464448216483,2.315457331130024,3.0714550813472044,5.949893566485039e-05,4.249599413983887e-05,0.00010968741343234001,0.00015612383272722567,0.0003147836805001536,0.0005148749308929919,5.184676142897567e-05,6.902140631539076e-05,5.9461163767087665e-05,4.244835850069919e-05,0.0001096152154858697,0.00015586903965612828,0.00031467583156271625,0.0005148024907134707,5.191027615522416e-05,6.812267527435692e-05,6.641638380682971e-05,4.9030845661792284e-05,0.00011189334107944627,0.00016116209856227264,0.00032045975232215297,0.0005152045930228405,5.913182495114255e-05,7.451187848845955e-05,0.0034068737458093673,0.0024321117900787644,0.006280489230334632,0.008930638165215712,0.018029597362525122,0.029496011303551433,0.002975276207048521,0.0039036285674485206,1.000032962741669,1.0000097395677678,1.0000509871896988,1.000106363748177,1.0004364971908024,1.0012168165753437,1.0000199672656804,1.0000497690636907,0.011962310320928269,0.011960718220314286,0.011963597292795692,0.011965187161554822,0.01198612354658251,0.012113190009595291,0.011960988621053353,0.011964313480021362
500,5,1e-06,160,7,2,200,1.0,4.930043483749484e-10,4.930026108235479e-10,4.930079399124921e-10,4.930110198747216e-10,4.930265945569077e-10,4.930731294856312e-10,4.930035395818441e-10,4.930053663799143e-10,6.880687607004476e-12,6.880755803070039e-12,6.882022937690766e-12,6.882273143564153e-12,6.883368455412777e-12,6.884303187565416e-12,6.880538407153668e-12,6.880834316873558e-12,6.753484224314363e-12,6.753460422240383e-12,6.7535334234587955e-12,6.753575614722214e-12,6.753788966532983e-12,6.754426431310017e-12,6.7534733506464936e-12,6.753498632521017e-12,9.425599461649967e-14,9.425692880917862e-14,9.427428681768173e-14,9.427771429539935e-14,9.429271856729832e-14,9.430552311733447e-14,9.425403814805953e-14,9.425795106580003e-14,0.7904456034640472,0.8012881812723052,1.1730902260318004,1.310521563737047,1.6376507071039406,1.6917875739529513,0.7494700392263028,0.8334765048064467,1.5688948260091764,1.2480440965935498,2.6688160980150992,3.0240748979096916,4.980721287701278,8.956592033858936,1.4416991140300235,1.7123313095350625,3.494519579140181e-05,2.830707246139284e-05,5.876331524824359e-05,6.790445690012153e-05,0.00011258069858975683,0.00018921194918407682,3.226508946302445e-05,3.796357076955878e-05,3.489127815477912e-05,2.8245627779481023e-05,5.8751397375060124e-05,6.785069209379213e-05,0.00011258008635103523,0.0001881313190781386,3.205813449791271e-05,3.807601257875418e-05,4.179579610513464e-05,3.6124582407257426e-05,6.295891309993918e-05,7.413206701948604e-05,0.00011495688308119223,0.00018957408516927728,3.9169747946903716e-05,4.479909267617213e-05,0.001999122981264428,0.0016183552616769296,0.003366207112023522,0.003887558297013954,0.006450363818765173,0.010779130640991369,0.0018319640753874792,0.002185197672257399,1.0000088202331612,1.0000052957881298,1.0000161052991725,1.0000223526870622,1.0000539443344987,1.0001483356706515,1.0000071431240842,1.0000107812352603,0.013956769993923885,0.01395690832265728,0.01395947857543766,0.013959986092422218,0.013962207820309895,0.013964103828733096,0.013956480186907804,0.013957057133260977
