source_doi,source_theorem,fourth_moment_factor,variance_envelope_floor,minimum_frozen_cap,analytic_exponent_divisor,analytic_floor_s32,new_matvec_queries,python_version,numpy_version,pandas_version,theorem_grid_rows,cap_regression_rows,verdict,frozen_input_checksums,output_checksums_excluding_manifest,theorem_grid_sha256,cap_regression_sha256,verdict_sha256
https://doi.org/10.1007/s10208-021-09525-9,"Cortinovis and Kressner (2022) Theorem 2, equation (8)",81.0,80.0,64.0,160.0,0.8187307530779818,0,3.12.4,2.2.3,2.2.3,24,900,STRONG LINEAR NO-GO,"{""results/rademacher_sample_variance_confidence_phase1c_certificate_grid.csv"": ""e8d31a11b6e050368d147af10bdb83cdfaaa07317bf5bab13ae37aa6af0a8675"", ""results/rademacher_sample_variance_confidence_phase1c_gate.csv"": ""0d902823049722c091c032462f514134d84ea4091e8d950f3203dc08ec2f8a5d"", ""results/rademacher_sample_variance_confidence_phase1c_manifest.csv"": ""0d11516bfdbfcd4dfc4070cbe789d403a388bb0c13bd40c6006567202ccfbf02"", ""results/rademacher_sample_variance_confidence_phase1c_verdict.csv"": ""97a9fc913027c96f5dacd5f9ee3141c4a73acaa1261197f733fbb02074ecb48d""}","{""docs/proof_rademacher_sample_variance_confidence.md"": ""32bec55a895c64a703dd84501806523e1dbe9f6b9c1c7e3e9635d5cb285b819b"", ""reports/rademacher_linear_projection_no_go_phase1d.md"": ""0931e956578a154bac127ffdcde05986cf9125d5091ee2c31902789b3737c784"", ""results/rademacher_linear_projection_no_go_phase1d_cap_regression.csv"": ""28fedf6fd97c213e49c3c764f057ca1e93006ac5abdcdf0fc97a7c4807d8890c"", ""results/rademacher_linear_projection_no_go_phase1d_theorem_grid.csv"": ""96d213e18909beee893178744f24e9c4d489b2144e7ea13c175c9d548c8df3f1"", ""results/rademacher_linear_projection_no_go_phase1d_verdict.csv"": ""ff0438ae9e314689f1a27699aec98cd4dd4390d403622a66b641f307b16462e0"", ""src/rademacher_linear_projection_no_go.py"": ""9047ee9b1c0ad4c77c42cc944b65417608c9b974bdacfcf1c44517cbe97d8b9e""}",96d213e18909beee893178744f24e9c4d489b2144e7ea13c175c9d548c8df3f1,28fedf6fd97c213e49c3c764f057ca1e93006ac5abdcdf0fc97a7c4807d8890c,ff0438ae9e314689f1a27699aec98cd4dd4390d403622a66b641f307b16462e0
