matrix_name,family,param,q,mse,rmse,rel_rmse
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,8,0.03654463600633883,0.19116651382064492,0.00823993594054504
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,10,0.02801823471181969,0.16738648306186402,0.007214934614735518
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,12,0.032878181538343425,0.1813234169608091,0.007815664524172806
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,14,0.037242909427162206,0.19298422066884693,0.008318285373657195
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,16,0.04362267598540012,0.2088604222570665,0.009002604407632177
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,18,0.061758852372661203,0.24851328409696977,0.010711779486938352
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,20,0.07315403907381714,0.2704700335967316,0.011658191103307397
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,22,0.07555948596600988,0.27488085776570526,0.011848312834728675
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,24,0.16931872859576932,0.4114835702622516,0.017736360787166016
"Step (r=4, drop=5.0)",Step Height Sweep,5.0,26,0.2237765660316217,0.47305027854512643,0.020390098213152002
