q,r_actual,rank_gain_accepted,reference_scale,projected_sample_norm,rank_acceptance_cutoff,gaussian_energy,rademacher_energy,ideal_tail_q,gaussian_to_ideal_tail,rademacher_to_ideal_tail,s1_sigma_max,s1_sigma_min,s1_condition,s1_pinv_norm,s1_stable_rank,s1_numerical_rank,s1_full_row_rank,y_sigma_min,y_condition,y_numerical_rank,graph_factor_op,graph_factor_fro,graph_projection_bound,graph_identity_error,subspace_projection_op,subspace_projection_fro,largest_principal_angle_rad,largest_principal_angle_deg,sigma_min_u1tq,dimension,step_rank,eta,orientation_seed,basis_trial,basis_seed,q_offset,budget,ell,constructed_basis_queries,accounted_total_queries,rank_risk,gaussian_risk,rademacher_risk,next_q,gaussian_energy_ratio_next,gaussian_risk_difference_next,gaussian_local_improves,rademacher_energy_ratio_next,rademacher_risk_difference_next,rademacher_local_improves,local_energy_ratio_threshold
5,5,True,4.481867534326327,1.9285375458961085,4.4818675343263265e-12,4.950377615829609e-10,4.933694174938853e-12,4.949999999999999e-10,1.0000762860261838,0.009967058939270412,3.1385723428752406,0.16671520058899256,18.825951873535796,5.998253287445137,2.0391714683273654,5,True,0.1667152020365515,18.82595171057417,5,0.00013179180691451993,0.0001368552609198174,0.0001317918057699687,1.0679391398982219e-17,0.00013179180576997938,0.00013685525981320217,0.00013179180615149647,0.007551114266887028,0.999999991315461,500,5,1e-06,52000,135,70135,0,160,150,10,160,6.599999999999999e-12,6.600503487772812e-12,6.578258899918471e-14,6.0,0.9979734054755156,7.563868473967277e-14,0.0,1.1976499544536023,1.4066581323835833e-14,0.0,0.9866666666666667
6,6,True,4.812591193069134,4.4707965061702336e-05,4.812591193069134e-12,4.940345207659238e-10,5.908838603903521e-12,4.94e-10,1.0000698800929633,0.011961211748792553,3.13905941228484,0.17273413656439374,18.17277971059662,5.789243631221725,2.3504925161138313,5,True,2.138319592806748e-05,146800.2922915756,6,0.00012843454351170878,0.00013091327285771976,0.00012843454245241718,,0.00012838541060759717,0.0001308604794746538,0.0001283854109602893,0.007355942199077198,0.9999999917585938,500,5,1e-06,52000,135,70135,1,160,148,12,160,6.675675675675675e-12,6.6761421725124844e-12,7.984917032302055e-14,7.0,0.9979104152409483,7.731253654074721e-14,0.0,1.1645847226362798,1.4415804562315403e-14,0.0,0.9864864864864865
7,7,True,5.651867643643899,0.00017373351597326807,5.651867643643899e-12,4.930021937608859e-10,6.881343166629524e-12,4.93e-10,1.0000044498192413,0.013958099729471653,4.194436039084073,0.972464168887034,4.3132036873754664,1.028315522560055,1.8156695629585002,5,True,2.1277010544696528e-05,197134.65058155436,7,2.275854130988559e-05,3.315239443271512e-05,2.2758541303991683e-05,,2.275085249039766e-05,3.3116005116537456e-05,2.2750852492360308e-05,0.0013035278281369356,0.9999999997411999,500,5,1e-06,52000,135,70135,2,160,146,14,160,6.753424657534246e-12,6.753454709053232e-12,9.426497488533595e-14,,,,,,,,
3,3,True,3.2218727599581465,0.4850497325306029,3.2218727599581465e-12,2.0000000004950067,1.9843700285996666,2.000000000495,1.0000000000000033,0.9921850140542675,2.4356679837029342,0.40643293053869967,5.9927919238104534,2.4604305528948327,1.749768504498543,3,False,0.4064329311114077,5.9927919156279446,3,,,,,1.0000000000000002,1.414213563442118,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,135,70135,-2,240,234,6,240,0.017094017098247864,0.01709401709824792,0.016960427594868946,4.0,0.5000000001237666,-0.008473327438807951,1.0,0.5008667192302938,-0.00839228185380309,1.0,0.9914529914529915
4,4,True,3.7548054291813426,0.41976963083571,3.754805429181342e-12,1.0000000004950365,0.9939049059636392,1.000000000495,1.0000000000000364,0.9939049054716562,2.94592947891033,0.16897442938799168,17.434173262665773,5.918055197001695,1.6245391490860543,4,False,0.16897443081302221,17.43417311614693,4,,,,,1.0000000000000002,1.0000000089196346,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,135,70135,-1,240,232,8,240,0.008620689659439655,0.008620689659439969,0.008568145741065855,5.0,4.950377613378991e-10,-0.008620689655135292,1.0,4.9639499164715324e-12,-0.008568145741022954,1.0,0.9913793103448276
5,5,True,4.481867534326327,1.9285375458961085,4.4818675343263265e-12,4.950377615829609e-10,4.933694174938853e-12,4.949999999999999e-10,1.0000762860261838,0.009967058939270412,3.1385723428752406,0.16671520058899256,18.825951873535796,5.998253287445137,2.0391714683273654,5,True,0.1667152020365515,18.82595171057417,5,0.00013179180691451993,0.0001368552609198174,0.0001317918057699687,1.0679391398982219e-17,0.00013179180576997938,0.00013685525981320217,0.00013179180615149647,0.007551114266887028,0.999999991315461,500,5,1e-06,52000,135,70135,0,240,230,10,240,4.3043478260869564e-12,4.3046761876779206e-12,4.290168847772916e-14,6.0,0.9979734054755156,2.8959959391586816e-14,0.0,1.1976499544536023,8.9302291003719e-15,0.0,0.991304347826087
6,6,True,4.812591193069134,4.4707965061702336e-05,4.812591193069134e-12,4.940345207659238e-10,5.908838603903521e-12,4.94e-10,1.0000698800929633,0.011961211748792553,3.13905941228484,0.17273413656439374,18.17277971059662,5.789243631221725,2.3504925161138313,5,True,2.138319592806748e-05,146800.2922915756,6,0.00012843454351170878,0.00013091327285771976,0.00012843454245241718,,0.00012838541060759717,0.0001308604794746538,0.0001283854109602893,0.007355942199077198,0.9999999917585938,500,5,1e-06,52000,135,70135,1,240,228,12,240,4.333333333333333e-12,4.333636147069507e-12,5.183191757810106e-14,7.0,0.9979104152409483,2.9215125150721924e-14,0.0,1.1645847226362798,9.064924604461108e-15,0.0,0.9912280701754386
7,7,True,5.651867643643899,0.00017373351597326807,5.651867643643899e-12,4.930021937608859e-10,6.881343166629524e-12,4.93e-10,1.0000044498192413,0.013958099729471653,4.194436039084073,0.972464168887034,4.3132036873754664,1.028315522560055,1.8156695629585002,5,True,2.1277010544696528e-05,197134.65058155436,7,2.275854130988559e-05,3.315239443271512e-05,2.2758541303991683e-05,,2.275085249039766e-05,3.3116005116537456e-05,2.2750852492360308e-05,0.0013035278281369356,0.9999999997411999,500,5,1e-06,52000,135,70135,2,240,226,14,240,4.362831858407079e-12,4.362851272220229e-12,6.089684218256217e-14,,,,,,,,
3,3,True,5.247593248310278,1.7547445479894308,5.247593248310278e-12,2.0000000004950023,1.9839807150198878,2.000000000495,1.000000000000001,0.9919903572644263,4.0546681601766394,1.7347226174570634,2.33735821472161,0.5764610375956842,1.674980270103415,3,False,1.7347226175985289,2.337358214565509,3,,,,,1.0000000000000004,1.4142135624628906,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,136,70136,-2,80,74,6,80,0.05405405406743243,0.054054054067432494,0.053621100405942916,4.0,0.5000000001237507,-0.026276276275904648,1.0,0.5012529678131239,-0.025996760920172852,1.0,0.972972972972973
4,4,True,5.5767231586425146,1.0140450334157645,5.576723158642514e-12,1.0000000004950025,0.9944762214877223,1.000000000495,1.0000000000000024,0.9944762209954565,4.25478909761113,0.8214253191992579,5.179763757171237,1.2173961243060054,1.7179166773368235,4,False,0.8214253195021637,5.179763755330508,4,,,,,1.0000000000000002,1.0000000004721004,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,136,70136,-1,80,72,8,80,0.027777777791527777,0.027777777791527847,0.027624339485770064,5.0,4.950034596367597e-10,-0.02777777777738489,1.0,4.960464862593836e-12,-0.027624339485629118,1.0,0.9722222222222222
5,5,True,6.0574749489643915,1.5810803897320267,6.057474948964392e-12,4.950034598817877e-10,4.933064353374932e-12,4.949999999999999e-10,1.0000069896601773,0.00996578657247461,4.430161956349374,0.5971966444464206,7.4182633099956075,1.6744903195612617,1.8695799715338237,5,True,0.597196644868101,7.418263304849651,5,3.758192593341001e-05,4.158039926785571e-05,3.758192590686963e-05,2.984266479766351e-17,3.758192590683979e-05,4.1580399243459885e-05,3.758192591568658e-05,0.002153285740942173,0.9999999992937997,500,5,1e-06,52000,136,70136,0,80,70,10,80,1.4142857142857141e-11,1.4142955996622505e-11,1.4094469581071232e-13,6.0,0.9979748611411593,3.864854486692733e-13,0.0,1.1977501288366732,3.2837023742653095e-14,0.0,0.9714285714285714
6,6,True,6.378064383248668,6.621459353515595e-05,6.378064383248667e-12,4.940010091399205e-10,5.908578464814424e-12,4.94e-10,1.0000020427933614,0.011960685151446203,4.480118927655218,1.5581704035739026,2.8752432451414673,0.6417783303458638,2.026743142358179,5,True,2.2185476233695195e-05,201939.2723652309,6,1.4556425804312336e-05,2.246885552068222e-05,1.4556425802770158e-05,,1.455077802477568e-05,2.246185028460671e-05,1.455077802528914e-05,0.00083369816948077,0.9999999998941376,500,5,1e-06,52000,136,70136,1,80,68,12,80,1.452941176470588e-11,1.4529441445291778e-11,1.7378171955336542e-13,7.0,0.99797555071285,4.0998065013597287e-13,0.0,1.1645897694299663,3.473555414351623e-14,0.0,0.9705882352941176
7,7,True,6.570311996330055,2.6271370851123685e-05,6.570311996330055e-12,4.930009291491158e-10,6.8810700319970944e-12,4.93e-10,1.0000018846838048,0.013957545703848063,4.65524055012853,1.6887890079496726,2.756555453768835,0.5921402823518382,1.9919926484759074,5,True,2.1617920057751587e-05,215341.7413767426,7,1.3383111242722294e-05,2.155753789691843e-05,1.3383111241523787e-05,,1.3382453015001053e-05,2.1553331739276655e-05,1.3382453015400496e-05,0.0007667580773145705,0.9999999999104551,500,5,1e-06,52000,136,70136,2,80,66,14,80,1.4939393939393938e-11,1.493942209542775e-11,2.0851727369688165e-13,,,,,,,,
3,3,True,5.247593248310278,1.7547445479894308,5.247593248310278e-12,2.0000000004950023,1.9839807150198878,2.000000000495,1.000000000000001,0.9919903572644263,4.0546681601766394,1.7347226174570634,2.33735821472161,0.5764610375956842,1.674980270103415,3,False,1.7347226175985289,2.337358214565509,3,,,,,1.0000000000000004,1.4142135624628906,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,136,70136,-2,160,154,6,160,0.025974025980454545,0.025974025980454576,0.025765983311946596,4.0,0.5000000001237507,-0.012816131237099281,1.0,0.5012529678131239,-0.012680769871318671,1.0,0.987012987012987
4,4,True,5.5767231586425146,1.0140450334157645,5.576723158642514e-12,1.0000000004950025,0.9944762214877223,1.000000000495,1.0000000000000024,0.9944762209954565,4.25478909761113,0.8214253191992579,5.179763757171237,1.2173961243060054,1.7179166773368235,4,False,0.8214253195021637,5.179763755330508,4,,,,,1.0000000000000002,1.0000000004721004,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,136,70136,-1,160,152,8,160,0.013157894743355264,0.013157894743355296,0.013085213440627925,5.0,4.950034596367597e-10,-0.013157894736755249,1.0,4.960464862593836e-12,-0.013085213440562151,1.0,0.9868421052631579
5,5,True,6.0574749489643915,1.5810803897320267,6.057474948964392e-12,4.950034598817877e-10,4.933064353374932e-12,4.949999999999999e-10,1.0000069896601773,0.00996578657247461,4.430161956349374,0.5971966444464206,7.4182633099956075,1.6744903195612617,1.8695799715338237,5,True,0.597196644868101,7.418263304849651,5,3.758192593341001e-05,4.158039926785571e-05,3.758192590686963e-05,2.984266479766351e-17,3.758192590683979e-05,4.1580399243459885e-05,3.758192591568658e-05,0.002153285740942173,0.9999999992937997,500,5,1e-06,52000,136,70136,0,160,150,10,160,6.599999999999999e-12,6.600046131757169e-12,6.577419137833242e-14,6.0,0.9979748611411593,7.564318094445843e-14,0.0,1.1977501288366732,1.4071463551592237e-14,0.0,0.9866666666666667
6,6,True,6.378064383248668,6.621459353515595e-05,6.378064383248667e-12,4.940010091399205e-10,5.908578464814424e-12,4.94e-10,1.0000020427933614,0.011960685151446203,4.480118927655218,1.5581704035739026,2.8752432451414673,0.6417783303458638,2.026743142358179,5,True,2.2185476233695195e-05,201939.2723652309,6,1.4556425804312336e-05,2.246885552068222e-05,1.4556425802770158e-05,,1.455077802477568e-05,2.246185028460671e-05,1.455077802528914e-05,0.00083369816948077,0.9999999998941376,500,5,1e-06,52000,136,70136,1,160,148,12,160,6.675675675675675e-12,6.6756893127016275e-12,7.984565492992465e-14,7.0,0.99797555071285,7.774807290269835e-14,0.0,1.1645897694299663,1.4415578385104038e-14,0.0,0.9864864864864865
7,7,True,6.570311996330055,2.6271370851123685e-05,6.570311996330055e-12,4.930009291491158e-10,6.8810700319970944e-12,4.93e-10,1.0000018846838048,0.013957545703848063,4.65524055012853,1.6887890079496726,2.756555453768835,0.5921402823518382,1.9919926484759074,5,True,2.1617920057751587e-05,215341.7413767426,7,1.3383111242722294e-05,2.155753789691843e-05,1.3383111241523787e-05,,1.3382453015001053e-05,2.1553331739276655e-05,1.3382453015400496e-05,0.0007667580773145705,0.9999999999104551,500,5,1e-06,52000,136,70136,2,160,146,14,160,6.753424657534246e-12,6.753437385604326e-12,9.426123331502869e-14,,,,,,,,
3,3,True,5.247593248310278,1.7547445479894308,5.247593248310278e-12,2.0000000004950023,1.9839807150198878,2.000000000495,1.000000000000001,0.9919903572644263,4.0546681601766394,1.7347226174570634,2.33735821472161,0.5764610375956842,1.674980270103415,3,False,1.7347226175985289,2.337358214565509,3,,,,,1.0000000000000004,1.4142135624628906,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,136,70136,-2,240,234,6,240,0.017094017098247864,0.01709401709824788,0.01695710012837511,4.0,0.5000000001237507,-0.008473327438808204,1.0,0.5012529678131239,-0.008384029253480951,1.0,0.9914529914529915
4,4,True,5.5767231586425146,1.0140450334157645,5.576723158642514e-12,1.0000000004950025,0.9944762214877223,1.000000000495,1.0000000000000024,0.9944762209954565,4.25478909761113,0.8214253191992579,5.179763757171237,1.2173961243060054,1.7179166773368235,4,False,0.8214253195021637,5.179763755330508,4,,,,,1.0000000000000002,1.0000000004721004,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,136,70136,-1,240,232,8,240,0.008620689659439655,0.008620689659439677,0.008573070874894157,5.0,4.950034596367597e-10,-0.0086206896551353,1.0,4.960464862593836e-12,-0.008573070874851261,1.0,0.9913793103448276
5,5,True,6.0574749489643915,1.5810803897320267,6.057474948964392e-12,4.950034598817877e-10,4.933064353374932e-12,4.949999999999999e-10,1.0000069896601773,0.00996578657247461,4.430161956349374,0.5971966444464206,7.4182633099956075,1.6744903195612617,1.8695799715338237,5,True,0.597196644868101,7.418263304849651,5,3.758192593341001e-05,4.158039926785571e-05,3.758192590686963e-05,2.984266479766351e-17,3.758192590683979e-05,4.1580399243459885e-05,3.758192591568658e-05,0.002153285740942173,0.9999999992937997,500,5,1e-06,52000,136,70136,0,240,230,10,240,4.3043478260869564e-12,4.304377912015545e-12,4.2896211768477667e-14,6.0,0.9979748611411593,2.896427342235367e-14,0.0,1.1977501288366732,8.933423887789214e-15,0.0,0.991304347826087
6,6,True,6.378064383248668,6.621459353515595e-05,6.378064383248667e-12,4.940010091399205e-10,5.908578464814424e-12,4.94e-10,1.0000020427933614,0.011960685151446203,4.480118927655218,1.5581704035739026,2.8752432451414673,0.6417783303458638,2.026743142358179,5,True,2.2185476233695195e-05,201939.2723652309,6,1.4556425804312336e-05,2.246885552068222e-05,1.4556425802770158e-05,,1.455077802477568e-05,2.246185028460671e-05,1.455077802528914e-05,0.00083369816948077,0.9999999998941376,500,5,1e-06,52000,136,70136,1,240,228,12,240,4.333333333333333e-12,4.333342185437899e-12,5.182963565626688e-14,7.0,0.99797555071285,2.949789552772748e-14,0.0,1.1645897694299663,9.064789405654306e-15,0.0,0.9912280701754386
7,7,True,6.570311996330055,2.6271370851123685e-05,6.570311996330055e-12,4.930009291491158e-10,6.8810700319970944e-12,4.93e-10,1.0000018846838048,0.013957545703848063,4.65524055012853,1.6887890079496726,2.756555453768835,0.5921402823518382,1.9919926484759074,5,True,2.1617920057751587e-05,215341.7413767426,7,1.3383111242722294e-05,2.155753789691843e-05,1.3383111241523787e-05,,1.3382453015001053e-05,2.1553331739276655e-05,1.3382453015400496e-05,0.0007667580773145705,0.9999999999104551,500,5,1e-06,52000,136,70136,2,240,226,14,240,4.362831858407079e-12,4.362840080965626e-12,6.089442506192119e-14,,,,,,,,
3,3,True,3.83099434699279,0.8079841725976388,3.83099434699279e-12,2.000000000495003,1.98530408946864,2.000000000495,1.0000000000000016,0.9926520444886386,3.3312573720722267,0.7727583367432211,4.310865653176597,1.2940656249850186,1.3225333955610103,3,False,0.7727583370675968,4.3108656514617145,3,,,,,1.0000000000000009,1.4142135627443202,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,137,70137,-2,80,74,6,80,0.05405405406743243,0.054054054067432515,0.05365686728293621,4.0,0.5000000001237508,-0.02627627627590465,1.0,0.5009325761858702,-0.02603177028155096,1.0,0.972972972972973
4,4,True,4.427451025631017,1.8189794264271062,4.427451025631017e-12,1.0000000004950031,0.9945034920498692,1.000000000495,1.000000000000003,0.99450349155759,3.396549021123588,0.7677267480797083,4.424163974512121,1.3025467752703286,1.6991501487380436,4,False,0.7677267484071131,4.424163972718256,4,,,,,0.9999999999999997,1.000000000642014,1.5707963009853283,89.99999852122066,0.0,500,5,1e-06,52000,137,70137,-1,80,72,8,80,0.027777777791527777,0.027777777791527864,0.027625097001385254,5.0,4.950812342396545e-10,-0.027777777777382686,1.0,4.9626092010018025e-12,-0.027625097001244246,1.0,0.9722222222222222
5,5,True,4.788631049279031,0.15936912990202876,4.788631049279031e-12,4.950812344847212e-10,4.935332180075104e-12,4.949999999999999e-10,1.000164110070144,0.009970368040555767,3.8026740237693604,0.1134055232987611,33.531647429123964,8.817912663438365,1.585785922599197,5,True,0.11340552550426986,33.531646777570636,5,0.0001972214322410018,0.00019965126123179308,0.0001972214284054106,2.654940069873879e-16,0.0001972214284056761,0.00019965125744215222,0.00019722142968420648,0.011299955550441164,0.9999999805518539,500,5,1e-06,52000,137,70137,0,80,70,10,80,1.4142857142857141e-11,1.4145178128134892e-11,1.410094908592887e-13,6.0,0.9978273443557987,3.843981496968678e-13,0.0,1.1972086930740893,3.2773526469952845e-14,0.0,0.9714285714285714
6,6,True,5.046159970702437,0.00015766264234675097,5.046159970702437e-12,4.940055934462798e-10,5.908622589194212e-12,4.94e-10,1.0000113227657488,0.011960774472053062,3.8857873649650227,0.4970147354972012,7.818253841262427,2.012012780666603,1.686413090640698,5,True,2.2434428281822485e-05,173206.43593929047,6,4.633644113316258e-05,5.287237362383185e-05,4.633644108341889e-05,,4.63265056731163e-05,5.2861508618602734e-05,4.6326505689686865e-05,0.0026543132556078523,0.9999999989269273,500,5,1e-06,52000,137,70137,1,80,68,12,80,1.452941176470588e-11,1.452957627783176e-11,1.7378301732924154e-13,7.0,0.9979726450975825,4.0994095806474916e-13,0.0,1.1643658498328062,3.46957209255595e-14,0.0,0.9705882352941176
7,7,True,5.541426527737604,4.3714925821365e-05,5.541426527737604e-12,4.930040687845848e-10,6.879798362408434e-12,4.93e-10,1.0000082531127483,0.013954966252349767,3.969574057396996,0.5815160650459967,6.826250031601467,1.7196429473034456,1.9487464697569346,5,True,2.2190305479812764e-05,178887.7607418509,7,3.8751633676616004e-05,4.5170942603676376e-05,3.8751633647519555e-05,,3.867971762150959e-05,4.5091075162397545e-05,3.867971763115451e-05,0.002216184573022912,0.9999999992519394,500,5,1e-06,52000,137,70137,2,80,66,14,80,1.4939393939393938e-11,1.493951723589651e-11,2.0847873825480104e-13,,,,,,,,
3,3,True,3.83099434699279,0.8079841725976388,3.83099434699279e-12,2.000000000495003,1.98530408946864,2.000000000495,1.0000000000000016,0.9926520444886386,3.3312573720722267,0.7727583367432211,4.310865653176597,1.2940656249850186,1.3225333955610103,3,False,0.7727583370675968,4.3108656514617145,3,,,,,1.0000000000000009,1.4142135627443202,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,137,70137,-2,160,154,6,160,0.025974025980454545,0.025974025980454587,0.025783169993099223,4.0,0.5000000001237508,-0.012816131237099283,1.0,0.5009325761858702,-0.012697597729285155,1.0,0.987012987012987
4,4,True,4.427451025631017,1.8189794264271062,4.427451025631017e-12,1.0000000004950031,0.9945034920498692,1.000000000495,1.000000000000003,0.99450349155759,3.396549021123588,0.7677267480797083,4.424163974512121,1.3025467752703286,1.6991501487380436,4,False,0.7677267484071131,4.424163972718256,4,,,,,0.9999999999999997,1.000000000642014,1.5707963009853283,89.99999852122066,0.0,500,5,1e-06,52000,137,70137,-1,160,152,8,160,0.013157894743355264,0.013157894743355304,0.013085572263814068,5.0,4.950812342396545e-10,-0.013157894736754222,1.0,4.9626092010018025e-12,-0.013085572263748263,1.0,0.9868421052631579
5,5,True,4.788631049279031,0.15936912990202876,4.788631049279031e-12,4.950812344847212e-10,4.935332180075104e-12,4.949999999999999e-10,1.000164110070144,0.009970368040555767,3.8026740237693604,0.1134055232987611,33.531647429123964,8.817912663438365,1.585785922599197,5,True,0.11340552550426986,33.531646777570636,5,0.0001972214322410018,0.00019965126123179308,0.0001972214284054106,2.654940069873879e-16,0.0001972214284056761,0.00019965125744215222,0.00019722142968420648,0.011299955550441164,0.9999999805518539,500,5,1e-06,52000,137,70137,0,160,150,10,160,6.599999999999999e-12,6.601083126462949e-12,6.580442906766806e-14,6.0,0.9978273443557987,7.46681363246166e-14,0.0,1.1972086930740893,1.4041822137659127e-14,0.0,0.9866666666666667
6,6,True,5.046159970702437,0.00015766264234675097,5.046159970702437e-12,4.940055934462798e-10,5.908622589194212e-12,4.94e-10,1.0000113227657488,0.011960774472053062,3.8857873649650227,0.4970147354972012,7.818253841262427,2.012012780666603,1.686413090640698,5,True,2.2434428281822485e-05,173206.43593929047,6,4.633644113316258e-05,5.287237362383185e-05,4.633644108341889e-05,,4.63265056731163e-05,5.2861508618602734e-05,4.6326505689686865e-05,0.0026543132556078523,0.9999999989269273,500,5,1e-06,52000,137,70137,1,160,148,12,160,6.675675675675675e-12,6.675751262787566e-12,7.984625120532719e-14,7.0,0.9979726450975825,7.772913152181569e-14,0.0,1.1643658498328062,1.439756197835e-14,0.0,0.9864864864864865
7,7,True,5.541426527737604,4.3714925821365e-05,5.541426527737604e-12,4.930040687845848e-10,6.879798362408434e-12,4.93e-10,1.0000082531127483,0.013954966252349767,3.969574057396996,0.5815160650459967,6.826250031601467,1.7196429473034456,1.9487464697569346,5,True,2.2190305479812764e-05,178887.7607418509,7,3.8751633676616004e-05,4.5170942603676376e-05,3.8751633647519555e-05,,3.867971762150959e-05,4.5091075162397545e-05,3.867971763115451e-05,0.002216184573022912,0.9999999992519394,500,5,1e-06,52000,137,70137,2,160,146,14,160,6.753424657534246e-12,6.753480394309381e-12,9.424381318367719e-14,,,,,,,,
3,3,True,3.83099434699279,0.8079841725976388,3.83099434699279e-12,2.000000000495003,1.98530408946864,2.000000000495,1.0000000000000016,0.9926520444886386,3.3312573720722267,0.7727583367432211,4.310865653176597,1.2940656249850186,1.3225333955610103,3,False,0.7727583370675968,4.3108656514617145,3,,,,,1.0000000000000009,1.4142135627443202,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,137,70137,-2,240,234,6,240,0.017094017098247864,0.01709401709824789,0.016968411021099486,4.0,0.5000000001237508,-0.008473327438808206,1.0,0.5009325761858702,-0.008395105055152337,1.0,0.9914529914529915
4,4,True,4.427451025631017,1.8189794264271062,4.427451025631017e-12,1.0000000004950031,0.9945034920498692,1.000000000495,1.000000000000003,0.99450349155759,3.396549021123588,0.7677267480797083,4.424163974512121,1.3025467752703286,1.6991501487380436,4,False,0.7677267484071131,4.424163972718256,4,,,,,0.9999999999999997,1.000000000642014,1.5707963009853283,89.99999852122066,0.0,500,5,1e-06,52000,137,70137,-1,240,232,8,240,0.008620689659439655,0.008620689659439683,0.008573305965947148,5.0,4.950812342396545e-10,-0.008620689655134628,1.0,4.9626092010018025e-12,-0.008573305965904233,1.0,0.9913793103448276
5,5,True,4.788631049279031,0.15936912990202876,4.788631049279031e-12,4.950812344847212e-10,4.935332180075104e-12,4.949999999999999e-10,1.000164110070144,0.009970368040555767,3.8026740237693604,0.1134055232987611,33.531647429123964,8.817912663438365,1.585785922599197,5,True,0.11340552550426986,33.531646777570636,5,0.0001972214322410018,0.00019965126123179308,0.0001972214284054106,2.654940069873879e-16,0.0001972214284056761,0.00019965125744215222,0.00019722142968420648,0.011299955550441164,0.9999999805518539,500,5,1e-06,52000,137,70137,0,240,230,10,240,4.3043478260869564e-12,4.305054212910619e-12,4.291593200065308e-14,6.0,0.9978273443557987,2.8328185740957923e-14,0.0,1.1972086930740893,8.914090711576851e-15,0.0,0.991304347826087
6,6,True,5.046159970702437,0.00015766264234675097,5.046159970702437e-12,4.940055934462798e-10,5.908622589194212e-12,4.94e-10,1.0000113227657488,0.011960774472053062,3.8857873649650227,0.4970147354972012,7.818253841262427,2.012012780666603,1.686413090640698,5,True,2.2434428281822485e-05,173206.43593929047,6,4.633644113316258e-05,5.287237362383185e-05,4.633644108341889e-05,,4.63265056731163e-05,5.2861508618602734e-05,4.6326505689686865e-05,0.0026543132556078523,0.9999999989269273,500,5,1e-06,52000,137,70137,1,240,228,12,240,4.333333333333333e-12,4.333382398651577e-12,5.183002271222993e-14,7.0,0.9979726450975825,2.948546669873114e-14,0.0,1.1643658498328062,9.053148636517278e-15,0.0,0.9912280701754386
7,7,True,5.541426527737604,4.3714925821365e-05,5.541426527737604e-12,4.930040687845848e-10,6.879798362408434e-12,4.93e-10,1.0000082531127483,0.013954966252349767,3.969574057396996,0.5815160650459967,6.826250031601467,1.7196429473034456,1.9487464697569346,5,True,2.2190305479812764e-05,178887.7607418509,7,3.8751633676616004e-05,4.5170942603676376e-05,3.8751633647519555e-05,,3.867971762150959e-05,4.5091075162397545e-05,3.867971763115451e-05,0.002216184573022912,0.9999999992519394,500,5,1e-06,52000,137,70137,2,240,226,14,240,4.362831858407079e-12,4.3628678653503084e-12,6.088317134874721e-14,,,,,,,,
3,3,True,3.2126521297465547,2.116456476762575,3.2126521297465547e-12,2.0000000004950036,1.985478287454424,2.000000000495,1.0000000000000018,0.9927391434815089,2.297890235009027,0.8910060883011324,2.578983763613085,1.1223267866852455,1.9546492850327408,3,False,0.8910060885706621,2.5789837629542856,3,,,,,1.0000000000000007,1.4142135626629293,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,138,70138,-2,80,74,6,80,0.05405405406743243,0.05405405406743253,0.05366157533660605,4.0,0.5000000001237654,-0.026276276275903843,1.0,0.50095703529294,-0.026032705433226278,1.0,0.972972972972973
4,4,True,3.3780349496454445,0.21233538753695982,3.3780349496454444e-12,1.0000000004950327,0.9946393165216719,1.000000000495,1.0000000000000326,0.9946393160293254,2.414811559719096,0.18337438980223075,13.168750349072571,5.453324213258459,1.9568691410907149,4,False,0.18337439117234475,13.168750251227834,4,,,,,1.0000000000000004,1.0000000078460054,1.5707963267948966,90.0,0.0,500,5,1e-06,52000,138,70138,-1,80,72,8,80,0.027777777791527777,0.027777777791528686,0.027628869903379774,5.0,4.950671935863255e-10,-0.02777777777738391,1.0,4.9612872365157764e-12,-0.027628869903238783,1.0,0.9722222222222222
5,5,True,3.694027941130317,0.9479724735019621,3.694027941130317e-12,4.950671938314e-10,4.934691345995746e-12,4.949999999999999e-10,1.0001357451139394,0.009969073426254034,2.4711702438303886,0.12560755685475858,19.67373863252376,7.961304439320567,2.2345754358340817,5,True,0.12560755886598263,19.67373831829113,5,0.000178955163944451,0.00018188983839983208,0.00017895516107893593,1.7889335846010823e-18,0.00017895516107893771,0.00018188983557923972,0.0001789551620341094,0.010253375506634252,0.9999999839875249,500,5,1e-06,52000,138,70138,0,80,70,10,80,1.4142857142857141e-11,1.4144776966611429e-11,1.4099118131416417e-13,6.0,0.9978530276092975,3.84761216762143e-13,0.0,1.1976947186047684,3.2839811716534683e-14,0.0,0.9714285714285714
