eta,budget,s,pair,estimator,epsilon,metric,point,ci_low,ci_high,bootstrap_samples,bootstrap_seed,bootstrap_stream
1e-10,80,4,primary,paired_mean,0.2,paid_oracle_mean_ratio,1.2194638371900386,1.219268475476025,1.2195616883116889,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.2,paid_baseline_mean_ratio,1.2195616883116882,1.219561688311688,1.219561688311689,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.2,fraction_paths_harmed,1.0,1.0000000000000007,1.0000000000000007,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.2,accept_probability,0.12223333333333332,0.12028312500000002,0.12417520833333338,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.2,abstain_probability,0.6773333333333333,0.6745666666666668,0.6801166666666667,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.3333333333333333,selected_mean_ratio,1.2285800934852478,1.2283523332484183,1.2288044421978106,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.3333333333333333,paid_oracle_mean_ratio,1.2194638371900386,1.219268475476025,1.2195616883116889,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.3333333333333333,paid_baseline_mean_ratio,1.2195616883116882,1.219561688311688,1.219561688311689,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.3333333333333333,fraction_paths_harmed,1.0,1.0000000000000007,1.0000000000000007,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.3333333333333333,accept_probability,0.06686666666666667,0.06532500000000004,0.0683835416666667,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.3333333333333333,abstain_probability,0.8142,0.811841666666667,0.8166085416666671,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.5,selected_mean_ratio,1.2243386161892145,1.2241620373492728,1.2245153925376104,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.5,paid_oracle_mean_ratio,1.2194638371900386,1.219268475476025,1.2195616883116889,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.5,paid_baseline_mean_ratio,1.2195616883116882,1.219561688311688,1.219561688311689,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.5,fraction_paths_harmed,1.0,1.0000000000000007,1.0000000000000007,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.5,accept_probability,0.034008333333333335,0.032875000000000015,0.03514187500000002,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,paired_mean,0.5,abstain_probability,0.9016916666666667,0.8998997916666666,0.9035666666666666,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.0,selected_mean_ratio,1.2658539337260695,1.2654086828137892,1.2662778977892095,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.0,paid_oracle_mean_ratio,1.2194638371900386,1.219268475476025,1.2195616883116889,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.0,paid_baseline_mean_ratio,1.2195616883116882,1.219561688311688,1.219561688311689,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.0,fraction_paths_harmed,1.0,1.0000000000000007,1.0000000000000007,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.0,accept_probability,0.4358583333333334,0.4329749999999999,0.4387333333333333,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.0,abstain_probability,0.0,0.0,0.0,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.2,selected_mean_ratio,1.228840396337451,1.2286351582205601,1.2290372716766724,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.2,paid_oracle_mean_ratio,1.2194638371900386,1.219268475476025,1.2195616883116889,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.2,paid_baseline_mean_ratio,1.2195616883116882,1.219561688311688,1.219561688311689,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.2,fraction_paths_harmed,1.0,1.0000000000000007,1.0000000000000007,10000,93000,shared_rank_stratified_multinomial
1e-10,80,4,primary,sample_variance,0.2,accept_probability,0.07145833333333333,0.06995833333333334,0.07295833333333336,10000,93000,shared_rank_stratified_multinomial
