setup_index,spectrum_family,setup_name,matrix_seed,q,mean_oracle_risk,se_oracle_risk,additive_regret_oracle,baseline_normalized_additive_regret_oracle,multiplicative_regret_oracle,minimum_q_smallest_oracle,minimum_q_largest_oracle,minimum_q_count_oracle,minimum_is_zero_oracle,minimum_is_plateau_oracle,mean_gaussian_risk,se_gaussian_risk,additive_regret_gaussian,baseline_normalized_additive_regret_gaussian,multiplicative_regret_gaussian,minimum_q_smallest_gaussian,minimum_q_largest_gaussian,minimum_q_count_gaussian,minimum_is_zero_gaussian,minimum_is_plateau_gaussian,mean_rademacher_risk,se_rademacher_risk,additive_regret_rademacher,baseline_normalized_additive_regret_rademacher,multiplicative_regret_rademacher,minimum_q_smallest_rademacher,minimum_q_largest_rademacher,minimum_q_count_rademacher,minimum_is_zero_rademacher,minimum_is_plateau_rademacher
0,power,power_c_0.3,42000,30,0.40460437935051874,1.1805243532864205e-17,0.0701025197720408,0.19966924501188735,0.2095728850667089,6,6,1,False,False,0.4802531148285326,0.0001251666451123957,0.12915988678599027,0.3678791741615131,0.36787917416151306,0,0,1,False,False,0.07229627223761506,7.717797739983163e-05,0.02324699916364946,0.47395196109416987,0.4739519610941698,0,0,1,False,False
0,power,power_c_0.3,42000,31,0.41026153042669733,3.935081177621402e-18,0.07575967084821938,0.21578220483090474,0.22648505136470032,6,6,1,False,False,0.487964728028377,0.00012554660880502184,0.13687149998583464,0.38984374819456724,0.38984374819456713,0,0,1,False,False,0.07394031174141827,7.715416136913716e-05,0.024891038667452667,0.5074700827862899,0.5074700827862899,0,0,1,False,False
0,power,power_c_0.3,42000,32,0.41620447897725354,3.935081177621402e-18,0.0817026193987756,0.23270918625885784,0.24425161492893666,6,6,1,False,False,0.49598106968925826,0.00012551479265477555,0.14488784164671592,0.41267626394992646,0.4126762639499264,0,0,1,False,False,0.0756323055913336,7.670099911222272e-05,0.026583032517368002,0.5419658814776147,0.5419658814776147,0,0,1,False,False
0,power,power_c_0.3,42000,33,0.42244897214227856,3.935081177621402e-18,0.08794711256380061,0.25049504102979736,0.26291965214969815,6,6,1,False,False,0.5043296462993204,0.00013023250785501475,0.15323641825677808,0.43645506668163436,0.4364550666816345,0,0,1,False,False,0.07739045703186452,7.899724038892902e-05,0.02834118395789892,0.5778104787640954,0.5778104787640954,0,0,1,False,False
0,power,power_c_0.3,42000,34,0.42901232251494903,3.935081177621402e-18,0.09451046293647108,0.26918907967378736,0.2825409193705779,6,6,1,False,False,0.5130742538331287,0.00013134056674290152,0.16198102579058632,0.46136186304043125,0.46136186304043125,0,0,1,False,False,0.07924155845814088,7.9333711199047e-05,0.030192285384175274,0.6155501089413852,0.6155501089413851,0,0,1,False,False
0,power,power_c_0.3,42000,35,0.435913561337109,0.0,0.10141170175863107,0.28884550785565977,0.30317231086973595,6,6,1,False,False,0.522267339536091,0.00013379571047362674,0.1711741114935486,0.4875460357008289,0.487546035700829,0,0,1,False,False,0.08120930828790214,8.024435869637516e-05,0.03216003521393654,0.6556679273399152,0.6556679273399153,0,0,1,False,False
0,power,power_c_0.3,42000,36,0.44317361531154487,7.870162355242804e-18,0.10867175573306692,0.30952392997992856,0.3248763874437335,6,6,1,False,False,0.5319157850788553,0.00013235209012760581,0.18082255703631295,0.5150271853560289,0.5150271853560289,0,0,1,False,False,0.08327763569419139,7.929325644551561e-05,0.034228362620225786,0.6978362873718822,0.6978362873718822,0,0,1,False,False
0,power,power_c_0.3,42000,37,0.45081551045092466,7.870162355242804e-18,0.11631365087244672,0.33128992980278427,0.3477219858180136,6,6,1,False,False,0.5419775576632192,0.00013059629291510157,0.19088432962067686,0.5436855922426029,0.5436855922426029,0,0,1,False,False,0.08541613336351643,7.79954874088798e-05,0.03636686028955083,0.7414352550079616,0.7414352550079615,0,0,1,False,False
0,power,power_c_0.3,42000,38,0.45886460711071125,3.935081177621402e-18,0.12436274753223331,0.354215739863727,0.37178492128249707,6,6,1,False,False,0.5525789938334065,0.00013302232010500078,0.20148576579086414,0.5738810939596075,0.5738810939596075,0,0,1,False,False,0.08768654159405344,7.905978670660385e-05,0.038637268520087836,0.7877235705781692,0.7877235705781691,0,0,1,False,False
0,power,power_c_0.3,42000,39,0.46734887122512375,3.935081177621402e-18,0.1328470116466458,0.37838101403240015,0.3971487985569133,6,6,1,False,False,0.563696180303704,0.0001351507902980552,0.21260295226116172,0.6055455795786536,0.6055455795786537,0,0,1,False,False,0.09006754491352834,8.025995493644046e-05,0.041018271839562734,0.8362666614387488,0.8362666614387488,0,0,1,False,False
0,power,power_c_0.3,42000,40,0.47629918782089375,3.935081177621402e-18,0.1417973282424158,0.40387372047299686,0.4239059490464463,6,6,1,False,False,0.5753822297832869,0.00013670348248872322,0.22428900174074456,0.6388303271789886,0.6388303271789886,0,0,1,False,False,0.09256424964094774,8.084916420061808e-05,0.04351497656698214,0.8871686334955908,0.8871686334955908,0,0,1,False,False
0,power,power_c_0.3,42000,41,0.4857497241729344,0.0,0.15124786459445644,0.43079117600106387,0.45215851650287164,6,6,1,False,False,0.5876994346669665,0.00013773850066098905,0.23660620662442416,0.6739127608458296,0.6739127608458297,0,0,1,False,False,0.09520219717142396,8.138116388126506e-05,0.04615292409745836,0.9409502160788481,0.9409502160788481,0,0,1,False,False
0,power,power_c_0.3,42000,42,0.4957383515527258,3.935081177621402e-18,0.16123649197424783,0.45924124732679467,0.48201971784978936,6,6,1,False,False,0.6006608940817412,0.0001395261515778484,0.24956766603919883,0.710830190119641,0.710830190119641,0,0,1,False,False,0.09797301775763753,8.19752457836916e-05,0.04892374468367193,0.9974407696092789,0.9974407696092789,0,0,1,False,False
0,power,power_c_0.3,42000,43,0.506307136486213,0.0,0.171805276907735,0.48934375027853644,0.5136153118079378,6,6,1,False,False,0.6143742369697244,0.00014060851563011206,0.26328100892718204,0.7498891687403324,0.7498891687403324,0,0,1,False,False,0.10091381754565731,8.25086172576371e-05,0.05186454447169171,1.0573968016504693,1.0573968016504693,0,0,1,False,False
0,power,power_c_0.3,42000,44,0.5175029148900441,0.0,0.18300105531156613,0.5212320850842267,0.5470853152869604,6,6,1,False,False,0.6288951065950475,0.00014556096203856877,0.2778018785525052,0.7912481824310313,0.7912481824310313,0,0,1,False,False,0.10403998027717014,8.480008154451107e-05,0.054990707203204536,1.121131950727982,1.1211319507279818,0,0,1,False,False
0,power,power_c_0.3,42000,45,0.5293779655329676,0.0,0.19487610595448962,0.5550551545553489,0.5825860167117232,6,6,1,False,False,0.6442972324524672,0.00014812028846251235,0.29320400440992483,0.8351172309549559,0.8351172309549559,0,0,1,False,False,0.10736576437493377,8.553604519421006e-05,0.058316491300968165,1.188936912745429,1.188936912745429,0,0,1,False,False
