eta,budget,s,pair,estimator,epsilon,rank_scope,original_baseline_mean,paid_baseline_mean,paid_candidate_mean,paid_oracle_mean,paid_selected_mean,selected_mean_ratio,paid_baseline_mean_ratio,paid_candidate_mean_ratio,paid_oracle_mean_ratio,decision_efficiency,mean_cost_multiplier,mean_net_numerator_threshold
1e-10,80,32,primary,mom_w1,0.2,30,,,,,,,,,,,,
1e-10,80,32,primary,mom_w1,0.2,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,mom_w1,0.3333333333333333,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.755829291749327e-21,1.9552487241467307,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,mom_w1,0.3333333333333333,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8146313669222155e-20,3.128485813160915,3.124999999999999,3.3246252917829047,3.12419272824639,-4.318017006457098,3.125,0.31999999999999995
1e-10,80,32,primary,mom_w1,0.3333333333333333,30,,,,,,,,,,,,
1e-10,80,32,primary,mom_w1,0.3333333333333333,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,mom_w1,0.5,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.743907067900182e-21,1.9467899589250157,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,mom_w1,0.5,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.812907386856055e-20,3.1255136132543835,3.124999999999999,3.3246252917829047,3.12419272824639,-0.6362334023062685,3.125,0.31999999999999995
1e-10,80,32,primary,mom_w1,0.5,30,,,,,,,,,,,,
1e-10,80,32,primary,mom_w1,0.5,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,mom_w2,0.0,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.8980004430166722e-21,2.0561185287308508,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,mom_w2,0.0,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.858449315660834e-20,3.204029437882385,3.124999999999999,3.3246252917829047,3.12419272824639,-97.89694428063461,3.125,0.31999999999999995
1e-10,80,32,primary,mom_w2,0.0,30,,,,,,,,,,,,
1e-10,80,32,primary,mom_w2,0.0,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,mom_w2,0.2,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.765488577065113e-21,1.962101944462809,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,mom_w2,0.2,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.816221145322955e-20,3.131226644860093,3.124999999999999,3.3246252917829047,3.12419272824639,-7.713195503568047,3.125,0.31999999999999995
1e-10,80,32,primary,mom_w2,0.2,30,,,,,,,,,,,,
1e-10,80,32,primary,mom_w2,0.2,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,mom_w2,0.3333333333333333,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.7460203407714168e-21,1.9482893167036803,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,mom_w2,0.3333333333333333,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8131754865102306e-20,3.125975826120253,3.124999999999999,3.3246252917829047,3.12419272824639,-1.2087950753775891,3.125,0.31999999999999995
1e-10,80,32,primary,mom_w2,0.3333333333333333,30,,,,,,,,,,,,
1e-10,80,32,primary,mom_w2,0.3333333333333333,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,mom_w2,0.5,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.741251476582425e-21,1.9449058286011802,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,mom_w2,0.5,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8126480216903465e-20,3.1250664589418666,3.124999999999999,3.3246252917829047,3.12419272824639,-0.08232536512074361,3.125,0.31999999999999995
1e-10,80,32,primary,mom_w2,0.5,30,,,,,,,,,,,,
1e-10,80,32,primary,mom_w2,0.5,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,paired_mean,0.0,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.8497697526318497e-21,2.02189906669016,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,paired_mean,0.0,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.849454268794073e-20,3.1885216730413593,3.124999999999999,3.3246252917829047,3.12419272824639,-78.68685205122453,3.125,0.31999999999999995
1e-10,80,32,primary,paired_mean,0.0,30,,,,,,,,,,,,
1e-10,80,32,primary,paired_mean,0.0,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,paired_mean,0.2,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.743216015611641e-21,1.946299660375126,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,paired_mean,0.2,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8126841660810963e-20,3.1251287730932407,3.124999999999999,3.3246252917829047,3.12419272824639,-0.1595164115006689,3.125,0.31999999999999995
1e-10,80,32,primary,paired_mean,0.2,30,,,,,,,,,,,,
1e-10,80,32,primary,paired_mean,0.2,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,paired_mean,0.3333333333333333,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.7407637440884986e-21,1.9445597845485496,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,paired_mean,0.3333333333333333,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8126024494874587e-20,3.1249878909236966,3.124999999999999,3.3246252917829047,3.12419272824639,0.014999999998047105,3.125,0.31999999999999995
1e-10,80,32,primary,paired_mean,0.3333333333333333,30,,,,,,,,,,,,
1e-10,80,32,primary,paired_mean,0.3333333333333333,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,paired_mean,0.5,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.740601177744135e-21,1.9444444444444446,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,paired_mean,0.5,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8126094731759134e-20,3.125000000000001,3.124999999999999,3.3246252917829047,3.12419272824639,-2.2004446847780226e-12,3.125,0.31999999999999995
1e-10,80,32,primary,paired_mean,0.5,30,,,,,,,,,,,,
1e-10,80,32,primary,paired_mean,0.5,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,sample_variance,0.0,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.8080815751450696e-21,1.9923214886859402,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,sample_variance,0.0,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8426864883930087e-20,3.176853790871313,3.124999999999999,3.3246252917829047,3.12419272824639,-64.23337697559535,3.125,0.31999999999999995
1e-10,80,32,primary,sample_variance,0.0,30,,,,,,,,,,,,
1e-10,80,32,primary,sample_variance,0.0,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,sample_variance,0.2,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.740601177744135e-21,1.9444444444444446,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,sample_variance,0.2,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8125977670284894e-20,3.1249798182061608,3.124999999999999,3.3246252917829047,3.12419272824639,0.024999999997662028,3.125,0.31999999999999995
1e-10,80,32,primary,sample_variance,0.2,30,,,,,,,,,,,,
1e-10,80,32,primary,sample_variance,0.2,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,sample_variance,0.3333333333333333,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.740601177744135e-21,1.9444444444444446,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,sample_variance,0.3333333333333333,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8126094731759134e-20,3.125000000000001,3.124999999999999,3.3246252917829047,3.12419272824639,-2.2004446847780226e-12,3.125,0.31999999999999995
1e-10,80,32,primary,sample_variance,0.3333333333333333,30,,,,,,,,,,,,
1e-10,80,32,primary,sample_variance,0.3333333333333333,equal_rank,,,,,,,,,,,,
1e-10,80,32,primary,sample_variance,0.5,5,1.4094520342684121e-21,2.740601177744135e-21,3.2825184765863208e-21,2.740601177744135e-21,2.740601177744135e-21,1.9444444444444446,1.9444444444444446,2.328932377106497,1.9444444444444446,,1.944444444444444,0.5142857142857142
1e-10,80,32,primary,sample_variance,0.5,15,5.800350314162921e-21,1.8126094731759125e-20,1.9283991355666966e-20,1.8121412272789464e-20,1.8126094731759134e-20,3.125000000000001,3.124999999999999,3.3246252917829047,3.12419272824639,-2.2004446847780226e-12,3.125,0.31999999999999995
1e-10,80,32,primary,sample_variance,0.5,30,,,,,,,,,,,,
1e-10,80,32,primary,sample_variance,0.5,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,mom_w1,0.0,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.668855157718858e-21,2.111202051652976,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,mom_w1,0.0,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.260805692944001e-20,3.517123065313376,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,mom_w1,0.0,30,,,,,,,,,,,,
1e-10,80,32,right,mom_w1,0.0,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,mom_w1,0.2,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.5247277665422035e-21,2.0282655412509865,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,mom_w1,0.2,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.214033964475172e-20,3.4443605428570208,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,mom_w1,0.2,30,,,,,,,,,,,,
1e-10,80,32,right,mom_w1,0.2,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,mom_w1,0.3333333333333333,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.492047560103022e-21,2.009460078533908,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,mom_w1,0.3333333333333333,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.2064386908230362e-20,3.4325446171307776,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,mom_w1,0.3333333333333333,30,,,,,,,,,,,,
1e-10,80,32,right,mom_w1,0.3333333333333333,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,mom_w1,0.5,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.478910180112294e-21,2.0019003187730418,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,mom_w1,0.5,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.204250544811923e-20,3.4291405303355353,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,mom_w1,0.5,30,,,,,,,,,,,,
1e-10,80,32,right,mom_w1,0.5,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,mom_w2,0.0,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.6532150775043656e-21,2.1022021407768587,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,mom_w2,0.0,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.257374622030351e-20,3.5117853670375854,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,mom_w2,0.0,30,,,,,,,,,,,,
1e-10,80,32,right,mom_w2,0.0,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,mom_w2,0.2,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.5012537980362905e-21,2.014757706152657,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,mom_w2,0.2,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.208058227501056e-20,3.4350641214929447,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,mom_w2,0.2,30,,,,,,,,,,,,
1e-10,80,32,right,mom_w2,0.2,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,mom_w2,0.3333333333333333,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.4810542981357636e-21,2.0031341277340227,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,mom_w2,0.3333333333333333,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.2044434324717945e-20,3.4294406046142165,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,mom_w2,0.3333333333333333,30,,,,,,,,,,,,
1e-10,80,32,right,mom_w2,0.3333333333333333,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,mom_w2,0.5,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.4760794522661066e-21,2.0002714077968293,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,mom_w2,0.5,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.2039279529007335e-20,3.428638675861677,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,mom_w2,0.5,30,,,,,,,,,,,,
1e-10,80,32,right,mom_w2,0.5,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,paired_mean,0.0,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.604081005102419e-21,2.0739284831911093,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,paired_mean,0.0,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.247132379732302e-20,3.4958515666497743,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,paired_mean,0.0,30,,,,,,,,,,,,
1e-10,80,32,right,paired_mean,0.0,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,paired_mean,0.2,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.4779236735418016e-21,2.001332644496991,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,paired_mean,0.2,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.204011125004895e-20,3.4287680662497366,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,paired_mean,0.2,30,,,,,,,,,,,,
1e-10,80,32,right,paired_mean,0.2,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,paired_mean,0.3333333333333333,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.475736444471246e-21,2.000074027761611,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,paired_mean,0.3333333333333333,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.2038880514258872e-20,3.428576601355248,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,paired_mean,0.3333333333333333,30,,,,,,,,,,,,
1e-10,80,32,right,paired_mean,0.3333333333333333,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,paired_mean,0.5,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.475607798738458e-21,2.0000000000000004,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,paired_mean,0.5,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.203884726361939e-20,3.4285714285714293,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,paired_mean,0.5,30,,,,,,,,,,,,
1e-10,80,32,right,paired_mean,0.5,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,sample_variance,0.0,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.559693745191726e-21,2.0483863262614324,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,sample_variance,0.0,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.2400853054213243e-20,3.4848884716436563,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,sample_variance,0.0,30,,,,,,,,,,,,
1e-10,80,32,right,sample_variance,0.0,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,sample_variance,0.2,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.475607798738458e-21,2.0000000000000004,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,sample_variance,0.2,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.203884726361939e-20,3.4285714285714293,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,sample_variance,0.2,30,,,,,,,,,,,,
1e-10,80,32,right,sample_variance,0.2,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,sample_variance,0.3333333333333333,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.475607798738458e-21,2.0000000000000004,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,sample_variance,0.3333333333333333,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.203884726361939e-20,3.4285714285714293,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,sample_variance,0.3333333333333333,30,,,,,,,,,,,,
1e-10,80,32,right,sample_variance,0.3333333333333333,equal_rank,,,,,,,,,,,,
1e-10,80,32,right,sample_variance,0.5,5,1.7378038993692287e-21,3.4756077987384574e-21,4.047422137468302e-21,3.4756077987384574e-21,3.475607798738458e-21,2.0000000000000004,2.0,2.329044225840094,2.0,,2.0,0.5
1e-10,80,32,right,sample_variance,0.5,15,6.4279971185556546e-21,2.203884726361939e-20,2.3369014578179526e-20,2.203884726361939e-20,2.203884726361939e-20,3.4285714285714293,3.4285714285714293,3.6355048310025455,3.4285714285714293,,3.4285714285714284,0.29166666666666663
1e-10,80,32,right,sample_variance,0.5,30,,,,,,,,,,,,
1e-10,80,32,right,sample_variance,0.5,equal_rank,,,,,,,,,,,,
1e-10,160,4,left,mom_w1,0.0,5,6.577442826585923e-22,6.757646739643071e-22,0.013620364450522855,6.757646739643071e-22,6.757646739643071e-22,1.0273972602739725,1.0273972602739725,2.070768961376532e+19,1.0273972602739725,,1.0273972602739725,0.9733333333333333
1e-10,160,4,left,mom_w1,0.0,15,2.2309039669857386e-21,2.3017263151440163e-21,0.01577759679450796,2.3017263151440163e-21,2.3017263151440163e-21,1.0317460317460319,1.0317460317460319,7.072288645317928e+18,1.0317460317460319,,1.0317460317460319,0.9692307692307692
1e-10,160,4,left,mom_w1,0.0,30,5.618188945615172e-21,5.85228015168247e-21,0.02070838331054018,5.85228015168247e-21,5.852280151682472e-21,1.041666666666667,1.0416666666666665,3.685953518295687e+18,1.0416666666666665,,1.0416666666666665,0.9600000000000003
1e-10,160,4,left,mom_w1,0.0,equal_rank,2.835612398419834e-21,2.9432570469302645e-21,0.016702114851857,2.9432570469302645e-21,2.9432570469302652e-21,1.0336033195622238,1.0336033195622236,1.0488643925792979e+19,1.0336033195622236,,1.0336033195622236,0.9675213675213676
1e-10,160,4,left,mom_w1,0.2,5,6.577442826585923e-22,6.757646739643071e-22,0.013620364450522855,6.757646739643071e-22,6.757646739643071e-22,1.0273972602739725,1.0273972602739725,2.070768961376532e+19,1.0273972602739725,,1.0273972602739725,0.9733333333333333
1e-10,160,4,left,mom_w1,0.2,15,2.2309039669857386e-21,2.3017263151440163e-21,0.01577759679450796,2.3017263151440163e-21,2.3017263151440163e-21,1.0317460317460319,1.0317460317460319,7.072288645317928e+18,1.0317460317460319,,1.0317460317460319,0.9692307692307692
1e-10,160,4,left,mom_w1,0.2,30,5.618188945615172e-21,5.85228015168247e-21,0.02070838331054018,5.85228015168247e-21,5.852280151682472e-21,1.041666666666667,1.0416666666666665,3.685953518295687e+18,1.0416666666666665,,1.0416666666666665,0.9600000000000003
1e-10,160,4,left,mom_w1,0.2,equal_rank,2.835612398419834e-21,2.9432570469302645e-21,0.016702114851857,2.9432570469302645e-21,2.9432570469302652e-21,1.0336033195622238,1.0336033195622236,1.0488643925792979e+19,1.0336033195622236,,1.0336033195622236,0.9675213675213676
1e-10,160,4,left,mom_w1,0.3333333333333333,5,6.577442826585923e-22,6.757646739643071e-22,0.013620364450522855,6.757646739643071e-22,6.757646739643071e-22,1.0273972602739725,1.0273972602739725,2.070768961376532e+19,1.0273972602739725,,1.0273972602739725,0.9733333333333333
1e-10,160,4,left,mom_w1,0.3333333333333333,15,2.2309039669857386e-21,2.3017263151440163e-21,0.01577759679450796,2.3017263151440163e-21,2.3017263151440163e-21,1.0317460317460319,1.0317460317460319,7.072288645317928e+18,1.0317460317460319,,1.0317460317460319,0.9692307692307692
1e-10,160,4,left,mom_w1,0.3333333333333333,30,5.618188945615172e-21,5.85228015168247e-21,0.02070838331054018,5.85228015168247e-21,5.852280151682472e-21,1.041666666666667,1.0416666666666665,3.685953518295687e+18,1.0416666666666665,,1.0416666666666665,0.9600000000000003
1e-10,160,4,left,mom_w1,0.3333333333333333,equal_rank,2.835612398419834e-21,2.9432570469302645e-21,0.016702114851857,2.9432570469302645e-21,2.9432570469302652e-21,1.0336033195622238,1.0336033195622236,1.0488643925792979e+19,1.0336033195622236,,1.0336033195622236,0.9675213675213676
1e-10,160,4,left,mom_w1,0.5,5,6.577442826585923e-22,6.757646739643071e-22,0.013620364450522855,6.757646739643071e-22,6.757646739643071e-22,1.0273972602739725,1.0273972602739725,2.070768961376532e+19,1.0273972602739725,,1.0273972602739725,0.9733333333333333
1e-10,160,4,left,mom_w1,0.5,15,2.2309039669857386e-21,2.3017263151440163e-21,0.01577759679450796,2.3017263151440163e-21,2.3017263151440163e-21,1.0317460317460319,1.0317460317460319,7.072288645317928e+18,1.0317460317460319,,1.0317460317460319,0.9692307692307692
1e-10,160,4,left,mom_w1,0.5,30,5.618188945615172e-21,5.85228015168247e-21,0.02070838331054018,5.85228015168247e-21,5.852280151682472e-21,1.041666666666667,1.0416666666666665,3.685953518295687e+18,1.0416666666666665,,1.0416666666666665,0.9600000000000003
1e-10,160,4,left,mom_w1,0.5,equal_rank,2.835612398419834e-21,2.9432570469302645e-21,0.016702114851857,2.9432570469302645e-21,2.9432570469302652e-21,1.0336033195622238,1.0336033195622236,1.0488643925792979e+19,1.0336033195622236,,1.0336033195622236,0.9675213675213676
1e-10,160,4,left,mom_w2,0.0,5,6.577442826585923e-22,6.757646739643071e-22,0.013620364450522855,6.757646739643071e-22,6.757646739643071e-22,1.0273972602739725,1.0273972602739725,2.070768961376532e+19,1.0273972602739725,,1.0273972602739725,0.9733333333333333
1e-10,160,4,left,mom_w2,0.0,15,2.2309039669857386e-21,2.3017263151440163e-21,0.01577759679450796,2.3017263151440163e-21,2.3017263151440163e-21,1.0317460317460319,1.0317460317460319,7.072288645317928e+18,1.0317460317460319,,1.0317460317460319,0.9692307692307692
1e-10,160,4,left,mom_w2,0.0,30,5.618188945615172e-21,5.85228015168247e-21,0.02070838331054018,5.85228015168247e-21,5.852280151682472e-21,1.041666666666667,1.0416666666666665,3.685953518295687e+18,1.0416666666666665,,1.0416666666666665,0.9600000000000003
1e-10,160,4,left,mom_w2,0.0,equal_rank,2.835612398419834e-21,2.9432570469302645e-21,0.016702114851857,2.9432570469302645e-21,2.9432570469302652e-21,1.0336033195622238,1.0336033195622236,1.0488643925792979e+19,1.0336033195622236,,1.0336033195622236,0.9675213675213676
1e-10,160,4,left,mom_w2,0.2,5,6.577442826585923e-22,6.757646739643071e-22,0.013620364450522855,6.757646739643071e-22,6.757646739643071e-22,1.0273972602739725,1.0273972602739725,2.070768961376532e+19,1.0273972602739725,,1.0273972602739725,0.9733333333333333
1e-10,160,4,left,mom_w2,0.2,15,2.2309039669857386e-21,2.3017263151440163e-21,0.01577759679450796,2.3017263151440163e-21,2.3017263151440163e-21,1.0317460317460319,1.0317460317460319,7.072288645317928e+18,1.0317460317460319,,1.0317460317460319,0.9692307692307692
1e-10,160,4,left,mom_w2,0.2,30,5.618188945615172e-21,5.85228015168247e-21,0.02070838331054018,5.85228015168247e-21,5.852280151682472e-21,1.041666666666667,1.0416666666666665,3.685953518295687e+18,1.0416666666666665,,1.0416666666666665,0.9600000000000003
1e-10,160,4,left,mom_w2,0.2,equal_rank,2.835612398419834e-21,2.9432570469302645e-21,0.016702114851857,2.9432570469302645e-21,2.9432570469302652e-21,1.0336033195622238,1.0336033195622236,1.0488643925792979e+19,1.0336033195622236,,1.0336033195622236,0.9675213675213676
1e-10,160,4,left,mom_w2,0.3333333333333333,5,6.577442826585923e-22,6.757646739643071e-22,0.013620364450522855,6.757646739643071e-22,6.757646739643071e-22,1.0273972602739725,1.0273972602739725,2.070768961376532e+19,1.0273972602739725,,1.0273972602739725,0.9733333333333333
