eta,budget,s,pair,estimator,epsilon,rank_scope,original_baseline_mean,paid_baseline_mean,paid_candidate_mean,paid_oracle_mean,paid_selected_mean,selected_mean_ratio,paid_baseline_mean_ratio,paid_candidate_mean_ratio,paid_oracle_mean_ratio,decision_efficiency,mean_cost_multiplier,mean_net_numerator_threshold
1e-10,80,4,left,mom_w1,0.3333333333333333,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,mom_w1,0.5,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,mom_w1,0.5,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,mom_w1,0.5,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,mom_w1,0.5,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,mom_w2,0.0,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,mom_w2,0.0,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,mom_w2,0.0,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,mom_w2,0.0,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,mom_w2,0.2,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,mom_w2,0.2,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,mom_w2,0.2,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,mom_w2,0.2,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,mom_w2,0.3333333333333333,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,mom_w2,0.3333333333333333,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,mom_w2,0.3333333333333333,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,mom_w2,0.3333333333333333,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,mom_w2,0.5,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,mom_w2,0.5,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,mom_w2,0.5,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,mom_w2,0.5,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,paired_mean,0.0,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,paired_mean,0.0,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,paired_mean,0.0,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,paired_mean,0.0,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,paired_mean,0.2,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,paired_mean,0.2,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,paired_mean,0.2,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,paired_mean,0.2,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,paired_mean,0.3333333333333333,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,paired_mean,0.3333333333333333,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,paired_mean,0.3333333333333333,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,paired_mean,0.3333333333333333,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,paired_mean,0.5,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,paired_mean,0.5,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,paired_mean,0.5,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,paired_mean,0.5,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,sample_variance,0.0,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,sample_variance,0.0,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,sample_variance,0.0,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,sample_variance,0.0,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,sample_variance,0.2,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,sample_variance,0.2,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,sample_variance,0.2,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,sample_variance,0.2,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,sample_variance,0.3333333333333333,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,sample_variance,0.3333333333333333,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,sample_variance,0.3333333333333333,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,sample_variance,0.3333333333333333,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,left,sample_variance,0.5,5,1.4094520342684121e-21,1.494873369678619e-21,0.03012989711782328,1.494873369678619e-21,1.494873369678619e-21,1.0606060606060606,1.0606060606060606,2.137702907602844e+19,1.0606060606060606,,1.0606060606060606,0.942857142857143
1e-10,80,4,left,sample_variance,0.5,15,5.800350314162921e-21,6.304728602351002e-21,0.04321689556756528,6.304728602351002e-21,6.3047286023509996e-21,1.0869565217391302,1.0869565217391306,7.450738873829922e+18,1.0869565217391306,,1.0869565217391306,0.92
1e-10,80,4,left,sample_variance,0.5,30,2.809094472807586e-20,3.511368091009483e-20,0.12425029986324108,3.511368091009483e-20,3.511368091009482e-20,1.25,1.2500000000000002,4.423144221954825e+18,1.2500000000000002,,1.25,0.8
1e-10,80,4,left,sample_variance,0.5,equal_rank,1.1766915692169063e-20,1.4304427627374814e-20,0.06586569751620988,1.4304427627374814e-20,1.4304427627374814e-20,1.13252086078173,1.1325208607817305,1.1083637390604397e+19,1.1325208607817305,,1.1325208607817305,0.8876190476190476
1e-10,80,4,primary,mom_w1,0.0,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.6638621128542816e-21,1.1805028283335113,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
1e-10,80,4,primary,mom_w1,0.0,15,5.800350314162921e-21,6.591307175185137e-21,7.012360492969805e-21,6.589604462832533e-21,6.778976705685617e-21,1.1687184977661003,1.1363636363636362,1.2089546515574197,1.1360700829986874,-110.21798850134651,1.1363636363636365,0.8800000000000003
1e-10,80,4,primary,mom_w1,0.0,30,2.809094472807586e-20,4.012992104010837e-20,4.137981230024795e-20,4.012992104010837e-20,4.071050138291097e-20,1.4492393109948465,1.4285714285714286,1.4730658830028724,1.4285714285714286,,1.4285714285714284,0.7
1e-10,80,4,primary,mom_w1,0.0,equal_rank,1.1766915692169063e-20,1.6087605459258194e-20,1.6746196478765854e-20,1.6087037888473994e-20,1.6384446733816956e-20,1.2661535456981525,1.2195616883116882,1.3306816655608988,1.2194638371900386,-476.15046819084375,1.2195616883116884,0.8314285714285715
1e-10,80,4,primary,mom_w1,0.2,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.589979133906717e-21,1.1280831807320133,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
1e-10,80,4,primary,mom_w1,0.2,15,5.800350314162921e-21,6.591307175185137e-21,7.012360492969805e-21,6.589604462832533e-21,6.640839933215385e-21,1.1449032512743602,1.1363636363636362,1.2089546515574197,1.1360700829986874,-29.090502546996603,1.1363636363636365,0.8800000000000003
1e-10,80,4,primary,mom_w1,0.2,30,2.809094472807586e-20,4.012992104010837e-20,4.137981230024795e-20,4.012992104010837e-20,4.024097618015017e-20,1.4325248427807702,1.4285714285714286,1.4730658830028724,1.4285714285714286,,1.4285714285714284,0.7
1e-10,80,4,primary,mom_w1,0.2,equal_rank,1.1766915692169063e-20,1.6087605459258194e-20,1.6746196478765854e-20,1.6087037888473994e-20,1.6157265082424092e-20,1.2351704249290478,1.2195616883116882,1.3306816655608988,1.2194638371900386,-159.5151527567668,1.2195616883116884,0.8314285714285715
1e-10,80,4,primary,mom_w1,0.3333333333333333,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.57084430378685e-21,1.1145071031822733,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
1e-10,80,4,primary,mom_w1,0.3333333333333333,15,5.800350314162921e-21,6.591307175185137e-21,7.012360492969805e-21,6.589604462832533e-21,6.6167337583898e-21,1.1407472652528394,1.1363636363636362,1.2089546515574197,1.1360700829986874,-14.93298804449744,1.1363636363636365,0.8800000000000003
1e-10,80,4,primary,mom_w1,0.3333333333333333,30,2.809094472807586e-20,4.012992104010837e-20,4.137981230024795e-20,4.012992104010837e-20,4.018370068886273e-20,1.430485912020631,1.4285714285714286,1.4730658830028724,1.4285714285714286,,1.4285714285714284,0.7
1e-10,80,4,primary,mom_w1,0.3333333333333333,equal_rank,1.1766915692169063e-20,1.6087605459258194e-20,1.6746196478765854e-20,1.6087037888473994e-20,1.6123759583679795e-20,1.2285800934852478,1.2195616883116882,1.3306816655608988,1.2194638371900386,-92.16455592458573,1.2195616883116884,0.8314285714285715
1e-10,80,4,primary,mom_w1,0.5,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.5575690372340844e-21,1.1050883601317825,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
1e-10,80,4,primary,mom_w1,0.5,15,5.800350314162921e-21,6.591307175185137e-21,7.012360492969805e-21,6.589604462832533e-21,6.603683090268696e-21,1.1384972859560307,1.1363636363636362,1.2089546515574197,1.1360700829986874,-7.2683533801980165,1.1363636363636365,0.8800000000000003
1e-10,80,4,primary,mom_w1,0.5,30,2.809094472807586e-20,4.012992104010837e-20,4.137981230024795e-20,4.012992104010837e-20,4.01540448105032e-20,1.4294302024798307,1.4285714285714286,1.4730658830028724,1.4285714285714286,,1.4285714285714284,0.7
1e-10,80,4,primary,mom_w1,0.5,equal_rank,1.1766915692169063e-20,1.6087605459258194e-20,1.6746196478765854e-20,1.6087037888473994e-20,1.6105098979335325e-20,1.2243386161892145,1.2195616883116882,1.3306816655608988,1.2194638371900386,-48.81832519642824,1.2195616883116884,0.8314285714285715
1e-10,80,4,primary,mom_w2,0.0,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.6638621128542816e-21,1.1805028283335113,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
1e-10,80,4,primary,mom_w2,0.0,15,5.800350314162921e-21,6.591307175185137e-21,7.012360492969805e-21,6.589604462832533e-21,6.778976705685617e-21,1.1687184977661003,1.1363636363636362,1.2089546515574197,1.1360700829986874,-110.21798850134651,1.1363636363636365,0.8800000000000003
1e-10,80,4,primary,mom_w2,0.0,30,2.809094472807586e-20,4.012992104010837e-20,4.137981230024795e-20,4.012992104010837e-20,4.071050138291097e-20,1.4492393109948465,1.4285714285714286,1.4730658830028724,1.4285714285714286,,1.4285714285714284,0.7
1e-10,80,4,primary,mom_w2,0.0,equal_rank,1.1766915692169063e-20,1.6087605459258194e-20,1.6746196478765854e-20,1.6087037888473994e-20,1.6384446733816956e-20,1.2661535456981525,1.2195616883116882,1.3306816655608988,1.2194638371900386,-476.15046819084375,1.2195616883116884,0.8314285714285715
1e-10,80,4,primary,mom_w2,0.2,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.589979133906717e-21,1.1280831807320133,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
1e-10,80,4,primary,mom_w2,0.2,15,5.800350314162921e-21,6.591307175185137e-21,7.012360492969805e-21,6.589604462832533e-21,6.640839933215385e-21,1.1449032512743602,1.1363636363636362,1.2089546515574197,1.1360700829986874,-29.090502546996603,1.1363636363636365,0.8800000000000003
1e-10,80,4,primary,mom_w2,0.2,30,2.809094472807586e-20,4.012992104010837e-20,4.137981230024795e-20,4.012992104010837e-20,4.024097618015017e-20,1.4325248427807702,1.4285714285714286,1.4730658830028724,1.4285714285714286,,1.4285714285714284,0.7
1e-10,80,4,primary,mom_w2,0.2,equal_rank,1.1766915692169063e-20,1.6087605459258194e-20,1.6746196478765854e-20,1.6087037888473994e-20,1.6157265082424092e-20,1.2351704249290478,1.2195616883116882,1.3306816655608988,1.2194638371900386,-159.5151527567668,1.2195616883116884,0.8314285714285715
1e-10,80,4,primary,mom_w2,0.3333333333333333,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.57084430378685e-21,1.1145071031822733,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
1e-10,80,4,primary,mom_w2,0.3333333333333333,15,5.800350314162921e-21,6.591307175185137e-21,7.012360492969805e-21,6.589604462832533e-21,6.6167337583898e-21,1.1407472652528394,1.1363636363636362,1.2089546515574197,1.1360700829986874,-14.93298804449744,1.1363636363636365,0.8800000000000003
1e-10,80,4,primary,mom_w2,0.3333333333333333,30,2.809094472807586e-20,4.012992104010837e-20,4.137981230024795e-20,4.012992104010837e-20,4.018370068886273e-20,1.430485912020631,1.4285714285714286,1.4730658830028724,1.4285714285714286,,1.4285714285714284,0.7
1e-10,80,4,primary,mom_w2,0.3333333333333333,equal_rank,1.1766915692169063e-20,1.6087605459258194e-20,1.6746196478765854e-20,1.6087037888473994e-20,1.6123759583679795e-20,1.2285800934852478,1.2195616883116882,1.3306816655608988,1.2194638371900386,-92.16455592458573,1.2195616883116884,0.8314285714285715
1e-10,80,4,primary,mom_w2,0.5,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.5575690372340844e-21,1.1050883601317825,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
1e-10,80,4,primary,mom_w2,0.5,15,5.800350314162921e-21,6.591307175185137e-21,7.012360492969805e-21,6.589604462832533e-21,6.603683090268696e-21,1.1384972859560307,1.1363636363636362,1.2089546515574197,1.1360700829986874,-7.2683533801980165,1.1363636363636365,0.8800000000000003
1e-10,80,4,primary,mom_w2,0.5,30,2.809094472807586e-20,4.012992104010837e-20,4.137981230024795e-20,4.012992104010837e-20,4.01540448105032e-20,1.4294302024798307,1.4285714285714286,1.4730658830028724,1.4285714285714286,,1.4285714285714284,0.7
1e-10,80,4,primary,mom_w2,0.5,equal_rank,1.1766915692169063e-20,1.6087605459258194e-20,1.6746196478765854e-20,1.6087037888473994e-20,1.6105098979335325e-20,1.2243386161892145,1.2195616883116882,1.3306816655608988,1.2194638371900386,-48.81832519642824,1.2195616883116884,0.8314285714285715
1e-10,80,4,primary,paired_mean,0.0,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.6638621128542816e-21,1.1805028283335113,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
1e-10,80,4,primary,paired_mean,0.0,15,5.800350314162921e-21,6.591307175185137e-21,7.012360492969805e-21,6.589604462832533e-21,6.778976705685617e-21,1.1687184977661003,1.1363636363636362,1.2089546515574197,1.1360700829986874,-110.21798850134651,1.1363636363636365,0.8800000000000003
1e-10,80,4,primary,paired_mean,0.0,30,2.809094472807586e-20,4.012992104010837e-20,4.137981230024795e-20,4.012992104010837e-20,4.071050138291097e-20,1.4492393109948465,1.4285714285714286,1.4730658830028724,1.4285714285714286,,1.4285714285714284,0.7
1e-10,80,4,primary,paired_mean,0.0,equal_rank,1.1766915692169063e-20,1.6087605459258194e-20,1.6746196478765854e-20,1.6087037888473994e-20,1.6384446733816956e-20,1.2661535456981525,1.2195616883116882,1.3306816655608988,1.2194638371900386,-476.15046819084375,1.2195616883116884,0.8314285714285715
1e-10,80,4,primary,paired_mean,0.2,5,1.4094520342684121e-21,1.5415881624810755e-21,1.8464166430798053e-21,1.5415881624810755e-21,1.589979133906717e-21,1.1280831807320133,1.0937499999999998,1.3100244621224044,1.0937499999999998,,1.09375,0.9142857142857145
