step_rank,basis_trial,eta,budget,s,pair,accounting_feasible,truth_label,dangerous_error_q90,dangerous_error_q95,dangerous_error_q975,dangerous_error_q99,shifted_error_q90,shifted_error_q95,shifted_error_q975,shifted_error_q99
5,6,1e-10,160,4,primary,True,1,2.9084864430321957e-22,4.0211418301490173e-22,5.740672721285635e-22,7.802540106986601e-22,1.0093464152871372e-21,1.360283959898952e-21,1.778876233352516e-21,2.4806518760796807e-21
5,6,1e-10,240,4,primary,True,1,1.8682278445566562e-22,2.6388488711527114e-22,3.7430114781441564e-22,5.154588742675459e-22,6.522000353842587e-22,8.868939961566235e-22,1.1531554049344097e-21,1.6133670704087197e-21
5,6,1e-10,80,4,right,True,1,8.1447593491132265e-22,9.772486319585592e-22,1.539301286413332e-21,1.716766761876323e-21,2.4067163997003344e-21,3.783944339033271e-21,5.035189658343383e-21,7.114925595116839e-21
5,6,1e-10,160,4,right,True,1,3.47316564184707e-22,4.326719109639958e-22,7.532256166903667e-22,7.969617392720421e-22,1.0792388708819997e-21,1.7282060135167392e-21,2.310886951584111e-21,3.2730528504741482e-21
5,6,1e-10,240,4,right,True,1,2.1906258228643536e-22,2.784916113650542e-22,4.871252384213861e-22,5.335825266760434e-22,6.957454536070728e-22,1.1199392647931745e-21,1.4995819651771702e-21,2.1253443792894894e-21
5,7,1e-10,80,4,left,True,1,0.028585668298218996,0.02922650263407724,0.029624208735377716,0.029650405116782765,0.028585668298218996,0.02922650263407724,0.029624208735377716,0.029650405116782765
5,7,1e-10,160,4,left,True,1,0.01292228840878393,0.013211980642802039,0.013391765592704996,0.013403607792518236,0.01292228840878393,0.013211980642802039,0.013391765592704996,0.013403607792518236
5,7,1e-10,240,4,left,True,1,0.0083480270251436,0.008535173335615476,0.008651317595287299,0.008658967865963109,0.0083480270251436,0.008535173335615476,0.008651317595287299,0.008658967865963109
5,7,1e-10,80,4,primary,True,1,6.274813022761047e-22,8.882455082554032e-22,1.0653584759002864e-21,1.1340395664660122e-21,2.666147814893428e-21,3.597251177408739e-21,5.122039240918631e-21,7.786010663966904e-21
5,7,1e-10,160,4,primary,True,1,2.9154697375126936e-22,4.1539817259914307e-22,4.713567831208416e-22,5.046911132622485e-22,1.2190497397879923e-21,1.649124109859582e-21,2.3681140598777316e-21,3.611098498053539e-21
