setup_index,spectrum_family,setup_name,method,observations,mse,median_relative_error,guard_activation_rate,pilot_cap_activation_rate,mse_ratio_vs_standard,mse_ratio_ci_low,mse_ratio_ci_high,comparison_flag,mean_b_final,std_b_final,min_b_final,max_b_final,mean_q_adapt_raw,std_q_adapt_raw,min_q_adapt_raw,max_q_adapt_raw,mean_q_target,std_q_target,min_q_target,max_q_target,mean_r_actual,std_r_actual,min_r_actual,max_r_actual,mean_ell_eff,std_ell_eff,min_ell_eff,max_ell_eff
12,step,step_r_15_eta_0.001,Sequential Forced Baseline (q=q0),200,1.5873755396381162e-06,5.6477681595113623e-05,1.0,0.0,0.9505860193876751,0.7558255238308758,1.1993161777451697,unresolved,28.0,0.0,28.0,28.0,66.0,0.0,66.0,66.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
12,step,step_r_15_eta_0.001,Sequential Unguarded (B<=q0),200,3.6001824970308614e-06,8.527530100841375e-05,0.0,0.0,2.155937938732473,1.6601821769843783,2.7777607181518857,resolved worse,28.0,0.0,28.0,28.0,66.0,0.0,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66.0,66.0,28.0,0.0,28.0,28.0
12,step,step_r_15_eta_0.001,"Sequential Symmetric Guard [-4,+4]",200,2.35166334942492e-06,6.850656146072792e-05,1.0,0.0,1.4082731190247224,1.1025366665962018,1.8023556135511578,resolved worse,28.0,0.0,28.0,28.0,66.0,0.0,66.0,66.0,57.0,0.0,57.0,57.0,57.0,0.0,57.0,57.0,46.0,0.0,46.0,46.0
12,step,step_r_15_eta_0.001,"Sequential Asymmetric Guard [0,+4]",200,2.35166334942492e-06,6.850656146072792e-05,1.0,0.0,1.4082731190247224,1.1048523374116133,1.7967990648350007,resolved worse,28.0,0.0,28.0,28.0,66.0,0.0,66.0,66.0,57.0,0.0,57.0,57.0,57.0,0.0,57.0,57.0,46.0,0.0,46.0,46.0
13,step,step_r_15_eta_0.05,Hutch++ (Standard),200,0.004810187521531253,0.0011009047605725281,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
13,step,step_r_15_eta_0.05,Sequential Forced Baseline (q=q0),200,0.005439107630567257,0.0012983038470704262,1.0,0.0,1.130747524128913,0.8679345300593302,1.4767124447268138,unresolved,35.8,0.8717797887081347,32.0,36.0,51.9,0.43588989435406733,50.0,52.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
13,step,step_r_15_eta_0.05,Sequential Unguarded (B<=q0),200,0.005593620332392921,0.0013455186114975674,0.0,0.0,1.1628694946620863,0.8771614062035483,1.5340916343092956,unresolved,35.8,0.8717797887081347,32.0,36.0,51.9,0.43588989435406733,50.0,52.0,51.9,0.43588989435406733,50.0,52.0,51.9,0.43588989435406733,50.0,52.0,56.2,0.8717797887081347,56.0,60.0
13,step,step_r_15_eta_0.05,"Sequential Symmetric Guard [-4,+4]",200,0.005593620332392921,0.0013455186114975674,0.0,0.0,1.1628694946620863,0.8785306389694051,1.5438388409028174,unresolved,35.8,0.8717797887081347,32.0,36.0,51.9,0.43588989435406733,50.0,52.0,51.9,0.43588989435406733,50.0,52.0,51.9,0.43588989435406733,50.0,52.0,56.2,0.8717797887081347,56.0,60.0
13,step,step_r_15_eta_0.05,"Sequential Asymmetric Guard [0,+4]",200,0.005439107630567257,0.0012983038470704262,1.0,0.0,1.130747524128913,0.8631152998275037,1.4820014777153447,unresolved,35.8,0.8717797887081347,32.0,36.0,51.9,0.43588989435406733,50.0,52.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
14,step,step_r_15_eta_0.1,Hutch++ (Standard),200,0.027610237035161172,0.0016736454521439374,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
14,step,step_r_15_eta_0.1,Sequential Forced Baseline (q=q0),200,0.01913671312065851,0.0016207945733658607,1.0,0.0,0.6931020945705112,0.534610500510586,0.9008030214424654,resolved better,51.7,3.044667469527666,16.0,52.0,60.755,2.498994797913753,31.0,61.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
14,step,step_r_15_eta_0.1,Sequential Unguarded (B<=q0),200,0.03572253634040932,0.0020305506796156223,0.0,0.0,1.2938149098436666,0.9972713979664786,1.6774819240985874,unresolved,51.7,3.044667469527666,16.0,52.0,60.755,2.498994797913753,31.0,61.0,60.755,2.498994797913753,31.0,61.0,60.755,2.498994797913753,31.0,61.0,38.49,4.997989595827506,38.0,98.0
14,step,step_r_15_eta_0.1,"Sequential Symmetric Guard [-4,+4]",200,0.028610411966219565,0.0017891732258296018,1.0,0.0,1.036224786110481,0.7952519249364114,1.3486875567588246,unresolved,51.7,3.044667469527666,16.0,52.0,60.755,2.498994797913753,31.0,61.0,56.92,0.7959899496852959,49.0,57.0,56.92,0.7959899496852959,49.0,57.0,46.16,1.5919798993705918,46.0,62.0
14,step,step_r_15_eta_0.1,"Sequential Asymmetric Guard [0,+4]",200,0.028175931116503225,0.0017879571500805257,1.0,0.0,1.0204885630145677,0.7857490422943003,1.3303546667730533,unresolved,51.7,3.044667469527666,16.0,52.0,60.755,2.498994797913753,31.0,61.0,56.96,0.39799497484264795,53.0,57.0,56.96,0.39799497484264795,53.0,57.0,46.08,0.7959899496852959,46.0,54.0
15,step,step_r_25_eta_0.001,Hutch++ (Standard),200,1.5998241378260754e-06,3.207153961658656e-05,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
15,step,step_r_25_eta_0.001,Sequential Forced Baseline (q=q0),200,1.8096657764459607e-06,3.819141358380338e-05,1.0,0.0,1.1311654410371812,0.8780004230013672,1.4628458187184081,unresolved,44.0,0.0,44.0,44.0,64.0,0.0,64.0,64.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
15,step,step_r_25_eta_0.001,Sequential Unguarded (B<=q0),200,3.426674483217768e-06,4.879305349530086e-05,0.0,0.0,2.1419069772719594,1.6009112167710688,2.8890642472924575,resolved worse,44.0,0.0,44.0,44.0,64.0,0.0,64.0,64.0,64.0,0.0,64.0,64.0,64.0,0.0,64.0,64.0,32.0,0.0,32.0,32.0
15,step,step_r_25_eta_0.001,"Sequential Symmetric Guard [-4,+4]",200,2.019945813685311e-06,3.801527099706305e-05,1.0,0.0,1.262604911331141,0.9557758981867176,1.6824768276002022,unresolved,44.0,0.0,44.0,44.0,64.0,0.0,64.0,64.0,57.0,0.0,57.0,57.0,57.0,0.0,57.0,57.0,46.0,0.0,46.0,46.0
15,step,step_r_25_eta_0.001,"Sequential Asymmetric Guard [0,+4]",200,2.019945813685311e-06,3.801527099706305e-05,1.0,0.0,1.262604911331141,0.9609424758065398,1.675648272356705,unresolved,44.0,0.0,44.0,44.0,64.0,0.0,64.0,64.0,57.0,0.0,57.0,57.0,57.0,0.0,57.0,57.0,46.0,0.0,46.0,46.0
16,step,step_r_25_eta_0.05,Hutch++ (Standard),200,0.006711611495473055,0.0011012035579653187,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
16,step,step_r_25_eta_0.05,Sequential Forced Baseline (q=q0),200,0.006143352926295849,0.0010873084788413918,1.0,0.0,0.9153320227846184,0.6958823172640582,1.213344177995514,unresolved,52.0,0.0,52.0,52.0,60.0,0.0,60.0,60.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
16,step,step_r_25_eta_0.05,Sequential Unguarded (B<=q0),200,0.006769757571268789,0.0012421763578836424,0.0,0.0,1.008663504410968,0.7885323966403254,1.2921077854667693,unresolved,52.0,0.0,52.0,52.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,40.0,0.0,40.0,40.0
16,step,step_r_25_eta_0.05,"Sequential Symmetric Guard [-4,+4]",200,0.007177214262769013,0.0013275388786937383,1.0,0.0,1.069372723318387,0.8250941434433706,1.3926923329656729,unresolved,52.0,0.0,52.0,52.0,60.0,0.0,60.0,60.0,57.0,0.0,57.0,57.0,57.0,0.0,57.0,57.0,46.0,0.0,46.0,46.0
16,step,step_r_25_eta_0.05,"Sequential Asymmetric Guard [0,+4]",200,0.007177214262769013,0.0013275388786937383,1.0,0.0,1.069372723318387,0.8268522181227115,1.3887917261815323,unresolved,52.0,0.0,52.0,52.0,60.0,0.0,60.0,60.0,57.0,0.0,57.0,57.0,57.0,0.0,57.0,57.0,46.0,0.0,46.0,46.0
17,step,step_r_25_eta_0.1,Hutch++ (Standard),200,0.03640494717555358,0.0019321635545557275,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
17,step,step_r_25_eta_0.1,Sequential Forced Baseline (q=q0),200,0.03236053299580787,0.0016875573090776824,1.0,0.0,0.8889048194399912,0.6711799601125085,1.1766680434230727,unresolved,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
17,step,step_r_25_eta_0.1,Sequential Unguarded (B<=q0),200,0.04030434860465551,0.0018251549942614874,0.0,0.0,1.107111855163477,0.8432329115591486,1.4438525949339767,unresolved,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,48.0,0.0,48.0,48.0
17,step,step_r_25_eta_0.1,"Sequential Symmetric Guard [-4,+4]",200,0.04030434860465551,0.0018251549942614874,0.0,0.0,1.107111855163477,0.8488820439801217,1.4466922876905686,unresolved,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,48.0,0.0,48.0,48.0
17,step,step_r_25_eta_0.1,"Sequential Asymmetric Guard [0,+4]",200,0.04030434860465551,0.0018251549942614874,0.0,0.0,1.107111855163477,0.8427478243850234,1.4408534474847299,unresolved,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,48.0,0.0,48.0,48.0
18,step,step_r_30_eta_0.001,Hutch++ (Standard),200,1.6114720859517427e-06,2.9112197656122276e-05,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
18,step,step_r_30_eta_0.001,Sequential Forced Baseline (q=q0),200,1.7707109468076056e-06,2.9472212985605554e-05,1.0,0.0,1.0988157736296225,0.8552985208119371,1.3909662965636043,unresolved,52.0,0.0,52.0,52.0,64.0,0.0,64.0,64.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
18,step,step_r_30_eta_0.001,Sequential Unguarded (B<=q0),200,3.7281884761557184e-06,3.795762732523163e-05,0.0,0.0,2.313529665612441,1.7419959450343252,3.0581519683324117,resolved worse,52.0,0.0,52.0,52.0,64.0,0.0,64.0,64.0,64.0,0.0,64.0,64.0,64.0,0.0,64.0,64.0,32.0,0.0,32.0,32.0
18,step,step_r_30_eta_0.001,"Sequential Symmetric Guard [-4,+4]",200,2.3383811980943786e-06,3.782028756466319e-05,1.0,0.0,1.451083899299019,1.140533414396953,1.8592204156426644,resolved worse,52.0,0.0,52.0,52.0,64.0,0.0,64.0,64.0,57.0,0.0,57.0,57.0,57.0,0.0,57.0,57.0,46.0,0.0,46.0,46.0
18,step,step_r_30_eta_0.001,"Sequential Asymmetric Guard [0,+4]",200,2.3383811980943786e-06,3.782028756466319e-05,1.0,0.0,1.451083899299019,1.1434665917185427,1.8539999407016934,resolved worse,52.0,0.0,52.0,52.0,64.0,0.0,64.0,64.0,57.0,0.0,57.0,57.0,57.0,0.0,57.0,57.0,46.0,0.0,46.0,46.0
19,step,step_r_30_eta_0.05,Hutch++ (Standard),200,0.01115242804528397,0.0015309659260520827,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
19,step,step_r_30_eta_0.05,Sequential Forced Baseline (q=q0),200,0.008879208878757306,0.0011187764171713553,1.0,0.0,0.7961682283627967,0.6152257177285708,1.0197187911057084,unresolved,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
19,step,step_r_30_eta_0.05,Sequential Unguarded (B<=q0),200,0.009780994644270792,0.0013441774835144396,0.0,0.0,0.8770282672576295,0.6743087864880971,1.1383106766822415,unresolved,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,48.0,0.0,48.0,48.0
19,step,step_r_30_eta_0.05,"Sequential Symmetric Guard [-4,+4]",200,0.009780994644270792,0.0013441774835144396,0.0,0.0,0.8770282672576295,0.6728485215210857,1.1402703675639463,unresolved,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,48.0,0.0,48.0,48.0
19,step,step_r_30_eta_0.05,"Sequential Asymmetric Guard [0,+4]",200,0.009780994644270792,0.0013441774835144396,0.0,0.0,0.8770282672576295,0.6713210273143817,1.140372793044393,unresolved,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,56.0,56.0,48.0,0.0,48.0,48.0
20,step,step_r_30_eta_0.1,Hutch++ (Standard),200,0.04921299846366131,0.0017895767495781977,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
20,step,step_r_30_eta_0.1,Sequential Forced Baseline (q=q0),200,0.055628772225056314,0.002143727199706464,0.005,0.0,1.1303674631029115,0.8527584534751529,1.5119885052453983,unresolved,52.0,0.0,52.0,52.0,52.995,0.07053367989832944,52.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
20,step,step_r_30_eta_0.1,Sequential Unguarded (B<=q0),200,0.055309368060627105,0.002127975946436323,0.0,0.0,1.1238772232394523,0.8505862575426602,1.5032306190950435,unresolved,52.0,0.0,52.0,52.0,52.995,0.07053367989832944,52.0,53.0,52.995,0.07053367989832944,52.0,53.0,52.995,0.07053367989832944,52.0,53.0,54.01,0.1410673597966588,54.0,56.0
20,step,step_r_30_eta_0.1,"Sequential Symmetric Guard [-4,+4]",200,0.055309368060627105,0.002127975946436323,0.0,0.0,1.1238772232394523,0.8462227058017436,1.493343829185671,unresolved,52.0,0.0,52.0,52.0,52.995,0.07053367989832944,52.0,53.0,52.995,0.07053367989832944,52.0,53.0,52.995,0.07053367989832944,52.0,53.0,54.01,0.1410673597966588,54.0,56.0
20,step,step_r_30_eta_0.1,"Sequential Asymmetric Guard [0,+4]",200,0.055628772225056314,0.002143727199706464,0.005,0.0,1.1303674631029115,0.8507637252460392,1.5115503007336852,unresolved,52.0,0.0,52.0,52.0,52.995,0.07053367989832944,52.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
21,misspecified,smooth_elbow,Hutch++ (Standard),200,0.025957194071577865,0.003445051812118609,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
21,misspecified,smooth_elbow,Sequential Forced Baseline (q=q0),200,0.02750641877455191,0.0031758952707906887,1.0,0.0,1.059683827870686,0.8362751588851774,1.3352483036089027,unresolved,52.0,0.0,52.0,52.0,52.0,0.0,52.0,52.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
21,misspecified,smooth_elbow,Sequential Unguarded (B<=q0),200,0.02752627352860445,0.002981833872988464,0.0,0.0,1.0604487315809172,0.7850508212648015,1.4132032201943965,unresolved,52.0,0.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0
21,misspecified,smooth_elbow,"Sequential Symmetric Guard [-4,+4]",200,0.02752627352860445,0.002981833872988464,0.0,0.0,1.0604487315809172,0.7862082282209168,1.417488174111715,unresolved,52.0,0.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,0.0,52.0,52.0,56.0,0.0,56.0,56.0
21,misspecified,smooth_elbow,"Sequential Asymmetric Guard [0,+4]",200,0.02750641877455191,0.0031758952707906887,1.0,0.0,1.059683827870686,0.8364391969571715,1.3403277320891416,unresolved,52.0,0.0,52.0,52.0,52.0,0.0,52.0,52.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
22,misspecified,power_exponential_mixture,Hutch++ (Standard),200,0.00013798651667558295,0.0009389291213636663,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
22,misspecified,power_exponential_mixture,Sequential Forced Baseline (q=q0),200,0.0001745121023874008,0.001130342100596974,1.0,0.0,1.264704020304334,0.9779272258667288,1.6359588000282577,unresolved,28.44,18.909426220803212,12.0,52.0,44.41,14.920184315215414,29.0,63.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
22,misspecified,power_exponential_mixture,Sequential Unguarded (B<=q0),200,0.0004856476489408713,0.0013699305477811365,0.0,0.0,3.5195297384212307,2.5972705828734215,4.677888038428259,resolved worse,28.44,18.909426220803212,12.0,52.0,44.41,14.920184315215414,29.0,63.0,44.41,14.920184315215414,29.0,63.0,44.41,14.920184315215414,29.0,63.0,71.18,29.840368630430827,34.0,102.0
22,misspecified,power_exponential_mixture,"Sequential Symmetric Guard [-4,+4]",200,0.00013850777547539118,0.0009166404798242956,1.0,0.0,1.0037776067717816,0.7727147512578882,1.3048556666371582,unresolved,28.44,18.909426220803212,12.0,52.0,44.41,14.920184315215414,29.0,63.0,52.12,3.901999487442304,49.0,57.0,52.12,3.901999487442304,49.0,57.0,55.76,7.803998974884606,46.0,62.0
22,misspecified,power_exponential_mixture,"Sequential Asymmetric Guard [0,+4]",200,0.0001511134017761189,0.0009284968683639589,1.0,0.0,1.0951316506626387,0.8365196042577921,1.4366637518485499,unresolved,28.44,18.909426220803212,12.0,52.0,44.41,14.920184315215414,29.0,63.0,54.56,1.9509997437211515,53.0,57.0,54.56,1.9509997437211515,53.0,57.0,50.88,3.901999487442304,46.0,54.0
23,misspecified,lognormal_shaped_decay,Hutch++ (Standard),200,1.5618729447466716e-05,0.00048376181842394903,0.0,0.0,1.0,1.0,1.0,unresolved,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
23,misspecified,lognormal_shaped_decay,Sequential Forced Baseline (q=q0),200,1.6730130300930375e-05,0.0004456326474548571,0.96,0.0,1.0711582115050928,0.8283215308003479,1.377107762579638,unresolved,23.28,5.723774978106668,12.0,32.0,50.145,2.698884028631093,42.0,54.0,53.0,0.0,53.0,53.0,53.0,0.0,53.0,53.0,54.0,0.0,54.0,54.0
23,misspecified,lognormal_shaped_decay,Sequential Unguarded (B<=q0),200,1.9455093821300043e-05,0.0004697285129411073,0.0,0.0,1.245625893369679,0.9671816161662687,1.6011485882414769,unresolved,23.28,5.723774978106668,12.0,32.0,50.145,2.698884028631093,42.0,54.0,50.145,2.698884028631093,42.0,54.0,50.145,2.698884028631093,42.0,54.0,59.71,5.397768057262187,52.0,76.0
23,misspecified,lognormal_shaped_decay,"Sequential Symmetric Guard [-4,+4]",200,1.8171874607253123e-05,0.000464337219527518,0.22,0.0,1.1634668920012898,0.9034453057706662,1.4924035262068893,unresolved,23.28,5.723774978106668,12.0,32.0,50.145,2.698884028631093,42.0,54.0,50.81,1.6473918780909416,49.0,54.0,50.81,1.6473918780909416,49.0,54.0,58.38,3.294783756181883,52.0,62.0
23,misspecified,lognormal_shaped_decay,"Sequential Asymmetric Guard [0,+4]",200,1.561922152152943e-05,0.00044983942467127005,0.88,0.0,1.0000315053836082,0.7850182342076155,1.2662954354974298,unresolved,23.28,5.723774978106668,12.0,32.0,50.145,2.698884028631093,42.0,54.0,53.08,0.2712931993250107,53.0,54.0,53.08,0.2712931993250107,53.0,54.0,53.84,0.5425863986500215,52.0,54.0
