rank_index,step_rank,basis_trial,eta,budget,action,q,r_actual,ell,orientation_seed,basis_seed,reconstruction_query_count,exact_sigma2,exact_rademacher_energy,exact_gaussian_energy,exact_risk,frozen_rademacher_energy,frozen_risk,frozen_energy_abs_error,frozen_risk_abs_error,projector_error_op,orthogonality_error
0,5,0,1e-06,240,kp2,7,7,226,52000,70000,14,1.3762257714069315e-11,6.881128857034658e-12,4.93002571646224e-10,6.089494563747484e-14,6.881128857034658e-12,6.089494563747484e-14,0.0,0.0,1.134546833552357e-15,4.532113001180454e-16
0,5,1,1e-10,80,km1,4,4,72,52000,70001,8,1.9889712519193048,0.9944856259596524,1.000000000000001,0.027624600721101455,0.9944856259596524,0.0276246007211014,0.0,5.551115123125783e-17,4.0932446009682306e-16,2.2425956192699915e-16
0,5,1,1e-10,80,k,5,5,70,52000,70001,10,9.86611979299773e-20,4.933059896498865e-20,4.950029594391538e-18,1.4094456847139615e-21,4.933059896498865e-20,1.4094456847139617e-21,0.0,1.88079096131566e-37,7.143156506109376e-16,2.2441178273206873e-16
0,5,1,1e-10,80,kp1,6,6,68,52000,70001,12,1.1816983194153563e-19,5.908491597076782e-20,4.940000002320791e-18,1.7377916461990535e-21,5.908491597076782e-20,1.7377916461990535e-21,0.0,0.0,1.2875090639828594e-15,2.3083938915284457e-16
0,5,1,1e-10,80,kp2,7,7,66,52000,70001,14,1.3760736627248745e-19,6.880368313624373e-20,4.930000002027834e-18,2.0849600950376886e-21,6.880368313624373e-20,2.084960095037689e-21,0.0,3.76158192263132e-37,8.140313307197202e-16,2.3962301610679407e-16
0,5,1,1e-10,160,km1,4,4,152,52000,70001,8,1.9889712519193048,0.9944856259596524,1.000000000000001,0.013085337183679636,0.9944856259596524,0.0130853371836796,0.0,3.642919299551295e-17,4.0932446009682306e-16,2.2425956192699915e-16
0,5,1,1e-10,160,k,5,5,150,52000,70001,10,9.86611979299773e-20,4.933059896498865e-20,4.950029594391538e-18,6.57741319533182e-22,4.933059896498865e-20,6.577413195331819e-22,0.0,9.4039548065783e-38,7.143156506109376e-16,2.2441178273206873e-16
0,5,1,1e-10,160,kp1,6,6,148,52000,70001,12,1.1816983194153563e-19,5.908491597076782e-20,4.940000002320791e-18,7.984448104157813e-22,5.908491597076782e-20,7.984448104157813e-22,0.0,0.0,1.2875090639828594e-15,2.3083938915284457e-16
0,5,1,1e-10,160,kp2,7,7,146,52000,70001,14,1.3760736627248745e-19,6.880368313624373e-20,4.930000002027834e-18,9.425162073458046e-22,6.880368313624373e-20,9.425162073458046e-22,0.0,0.0,8.140313307197202e-16,2.3962301610679407e-16
0,5,1,1e-10,240,km1,4,4,232,52000,70001,8,1.9889712519193048,0.9944856259596524,1.000000000000001,0.008573151947928037,0.9944856259596524,0.008573151947928,0.0,3.8163916471489756e-17,4.0932446009682306e-16,2.2425956192699915e-16
0,5,1,1e-10,240,k,5,5,230,52000,70001,10,9.86611979299773e-20,4.933059896498865e-20,4.950029594391538e-18,4.289617301303361e-22,4.933059896498865e-20,4.289617301303361e-22,0.0,0.0,7.143156506109376e-16,2.2441178273206873e-16
0,5,1,1e-10,240,kp1,6,6,228,52000,70001,12,1.1816983194153563e-19,5.908491597076782e-20,4.940000002320791e-18,5.182887365856826e-22,5.908491597076782e-20,5.182887365856826e-22,0.0,0.0,1.2875090639828594e-15,2.3083938915284457e-16
0,5,1,1e-10,240,kp2,7,7,226,52000,70001,14,1.3760736627248745e-19,6.880368313624373e-20,4.930000002027834e-18,6.088821516481745e-22,6.880368313624373e-20,6.088821516481745e-22,0.0,0.0,8.140313307197202e-16,2.3962301610679407e-16
0,5,1,1e-06,80,km1,4,4,72,52000,70001,8,1.9889673046674698,0.9944836523337349,1.000000000495004,0.027624545898159304,0.9944836523337348,0.0276245458981593,1.1102230246251565e-16,3.469446951953614e-18,1.1216914472306435e-15,4.452192136058851e-16
0,5,1,1e-06,80,k,5,5,70,52000,70001,10,4.456472994205368e-10,2.228236497102684e-10,7.431746423798466e-10,6.366389991721954e-12,2.2282364971026837e-10,6.3663899917219536e-12,2.5849394142282115e-26,8.077935669463161e-28,1.7998857381919266e-15,4.569393986940016e-16
0,5,1,1e-06,80,kp1,6,6,68,52000,70001,12,1.1817037221560411e-11,5.9085186107802054e-12,4.94002321248339e-10,1.7377995914059428e-13,5.908518610780206e-12,1.737799591405943e-13,8.077935669463161e-28,2.524354896707238e-29,1.2875190050164452e-15,4.5762093409287e-16
0,5,1,1e-06,80,kp2,7,7,66,52000,70001,14,1.3760790195028267e-11,6.880395097514133e-12,4.930020282253591e-10,2.0849682113679192e-13,6.880395097514133e-12,2.0849682113679195e-13,0.0,2.524354896707238e-29,1.253219001417554e-15,4.599122641711935e-16
0,5,1,1e-06,160,km1,4,4,152,52000,70001,8,1.9889673046674698,0.9944836523337349,1.000000000495004,0.013085311214917565,0.9944836523337348,0.0130853112149175,1.1102230246251565e-16,6.591949208711867e-17,1.1216914472306435e-15,4.452192136058851e-16
0,5,1,1e-06,160,k,5,5,150,52000,70001,10,4.456472994205368e-10,2.228236497102684e-10,7.431746423798466e-10,2.970981996136912e-12,2.2282364971026837e-10,2.970981996136912e-12,2.5849394142282115e-26,0.0,1.7998857381919266e-15,4.569393986940016e-16
0,5,1,1e-06,160,kp1,6,6,148,52000,70001,12,1.1817037221560411e-11,5.9085186107802054e-12,4.94002321248339e-10,7.98448460916244e-14,5.908518610780206e-12,7.98448460916244e-14,8.077935669463161e-28,0.0,1.2875190050164452e-15,4.5762093409287e-16
0,5,1,1e-06,160,kp2,7,7,146,52000,70001,14,1.3760790195028267e-11,6.880395097514133e-12,4.930020282253591e-10,9.425198763717991e-14,6.880395097514133e-12,9.425198763717993e-14,0.0,2.524354896707238e-29,1.253219001417554e-15,4.599122641711935e-16
0,5,1,1e-06,240,km1,4,4,232,52000,70001,8,1.9889673046674698,0.9944836523337349,1.000000000495004,0.008573134933911509,0.9944836523337348,0.0085731349339115,1.1102230246251565e-16,8.673617379884035e-18,1.1216914472306435e-15,4.452192136058851e-16
0,5,1,1e-06,240,k,5,5,230,52000,70001,10,4.456472994205368e-10,2.228236497102684e-10,7.431746423798466e-10,1.937596954002334e-12,2.2282364971026837e-10,1.937596954002334e-12,2.5849394142282115e-26,0.0,1.7998857381919266e-15,4.569393986940016e-16
0,5,1,1e-06,240,kp1,6,6,228,52000,70001,12,1.1817037221560411e-11,5.9085186107802054e-12,4.94002321248339e-10,5.1829110620879e-14,5.908518610780206e-12,5.1829110620879e-14,8.077935669463161e-28,0.0,1.2875190050164452e-15,4.5762093409287e-16
0,5,1,1e-06,240,kp2,7,7,226,52000,70001,14,1.3760790195028267e-11,6.880395097514133e-12,4.930020282253591e-10,6.088845219039056e-14,6.880395097514133e-12,6.088845219039056e-14,0.0,0.0,1.253219001417554e-15,4.599122641711935e-16
0,5,2,1e-10,80,km1,4,4,72,52000,70002,8,1.9882046258530628,0.9941023129265314,1.0000000000000002,0.027613953136848095,0.9941023129265314,0.027613953136848,0.0,9.71445146547012e-17,6.715929255165472e-16,3.3416815285229286e-16
0,5,2,1e-10,80,k,5,5,70,52000,70002,10,9.866056547621561e-20,4.9330282738107807e-20,4.950000028104841e-18,1.4094366496602231e-21,4.9330282738107807e-20,1.4094366496602233e-21,0.0,1.88079096131566e-37,6.730278384552088e-16,3.485934094393949e-16
0,5,2,1e-10,80,kp1,6,6,68,52000,70002,12,1.1815963496333764e-19,5.907981748166882e-20,4.9400000131565034e-18,1.7376416906373184e-21,5.907981748166882e-20,1.7376416906373184e-21,0.0,0.0,1.0373192812353033e-15,3.486478892911349e-16
0,5,2,1e-10,80,kp2,7,7,66,52000,70002,14,1.3759190514073262e-19,6.879595257036631e-20,4.930000006397578e-18,2.0847258354656457e-21,6.879595257036631e-20,2.0847258354656457e-21,0.0,0.0,8.609374986449183e-16,3.4896000110446685e-16
0,5,2,1e-10,160,km1,4,4,152,52000,70002,8,1.9882046258530628,0.9941023129265314,1.0000000000000002,0.01308029359113857,0.9941023129265314,0.0130802935911385,0.0,6.938893903907228e-17,6.715929255165472e-16,3.3416815285229286e-16
0,5,2,1e-10,160,k,5,5,150,52000,70002,10,9.866056547621561e-20,4.9330282738107807e-20,4.950000028104841e-18,6.577371031747708e-22,4.9330282738107807e-20,6.577371031747708e-22,0.0,0.0,6.730278384552088e-16,3.485934094393949e-16
0,5,2,1e-10,160,kp1,6,6,148,52000,70002,12,1.1815963496333764e-19,5.907981748166882e-20,4.9400000131565034e-18,7.983759119144435e-22,5.907981748166882e-20,7.983759119144436e-22,0.0,9.4039548065783e-38,1.0373192812353033e-15,3.486478892911349e-16
0,5,2,1e-10,160,kp2,7,7,146,52000,70002,14,1.3759190514073262e-19,6.879595257036631e-20,4.930000006397578e-18,9.424103091831e-22,6.879595257036631e-20,9.424103091831e-22,0.0,0.0,8.609374986449183e-16,3.4896000110446685e-16
0,5,2,1e-10,240,km1,4,4,232,52000,70002,8,1.9882046258530628,0.9941023129265314,1.0000000000000002,0.008569847525228718,0.9941023129265314,0.0085698475252287,0.0,1.9081958235744878e-17,6.715929255165472e-16,3.3416815285229286e-16
0,5,2,1e-10,240,k,5,5,230,52000,70002,10,9.866056547621561e-20,4.9330282738107807e-20,4.950000028104841e-18,4.289589803313722e-22,4.9330282738107807e-20,4.289589803313722e-22,0.0,0.0,6.730278384552088e-16,3.485934094393949e-16
0,5,2,1e-10,240,kp1,6,6,228,52000,70002,12,1.1815963496333764e-19,5.907981748166882e-20,4.9400000131565034e-18,5.182440129970949e-22,5.907981748166882e-20,5.182440129970949e-22,0.0,0.0,1.0373192812353033e-15,3.486478892911349e-16
0,5,2,1e-10,240,kp2,7,7,226,52000,70002,14,1.3759190514073262e-19,6.879595257036631e-20,4.930000006397578e-18,6.088137395607638e-22,6.879595257036631e-20,6.088137395607638e-22,0.0,0.0,8.609374986449183e-16,3.4896000110446685e-16
0,5,2,1e-06,80,km1,4,4,72,52000,70002,8,1.9882006790821358,0.9941003395410679,1.0000000004950063,0.02761389832058522,0.994100339541068,0.0276138983205852,1.1102230246251565e-16,2.0816681711721685e-17,4.70672415096299e-16,4.50637086379181e-16
0,5,2,1e-06,80,k,5,5,70,52000,70002,10,9.866924086493723e-12,4.933462043246861e-12,4.950282692294108e-10,1.4095605837848176e-13,4.9334620432468606e-12,1.4095605837848178e-13,8.077935669463161e-28,2.524354896707238e-29,6.324851019524518e-16,4.509716634278678e-16
0,5,2,1e-06,80,kp1,6,6,68,52000,70002,12,1.1816329375839966e-11,5.908164687919983e-12,4.940131866788916e-10,1.7376954964470537e-13,5.908164687919983e-12,1.7376954964470537e-13,0.0,0.0,8.022521409625343e-16,4.521995215937868e-16
0,5,2,1e-06,80,kp2,7,7,66,52000,70002,14,1.3759372672612957e-11,6.8796863363064786e-12,4.930064033229564e-10,2.0847534352443874e-13,6.8796863363064786e-12,2.0847534352443874e-13,0.0,0.0,1.489984938052081e-15,4.708535440958793e-16
0,5,2,1e-06,160,km1,4,4,152,52000,70002,8,1.9882006790821358,0.9941003395410679,1.0000000004950063,0.013080267625540367,0.994100339541068,0.0130802676255403,1.1102230246251565e-16,6.765421556309548e-17,4.70672415096299e-16,4.50637086379181e-16
0,5,2,1e-06,160,k,5,5,150,52000,70002,10,9.866924086493723e-12,4.933462043246861e-12,4.950282692294108e-10,6.577949390995816e-14,4.9334620432468606e-12,6.577949390995817e-14,8.077935669463161e-28,1.262177448353619e-29,6.324851019524518e-16,4.509716634278678e-16
0,5,2,1e-06,160,kp1,6,6,148,52000,70002,12,1.1816329375839966e-11,5.908164687919983e-12,4.940131866788916e-10,7.984006335027004e-14,5.908164687919983e-12,7.984006335027004e-14,0.0,0.0,8.022521409625343e-16,4.521995215937868e-16
0,5,2,1e-06,160,kp2,7,7,146,52000,70002,14,1.3759372672612957e-11,6.8796863363064786e-12,4.930064033229564e-10,9.424227857954081e-14,6.8796863363064786e-12,9.424227857954081e-14,0.0,0.0,1.489984938052081e-15,4.708535440958793e-16
0,5,2,1e-06,240,km1,4,4,232,52000,70002,8,1.9882006790821358,0.9941003395410679,1.0000000004950063,0.008569830513285068,0.994100339541068,0.008569830513285,1.1102230246251565e-16,6.765421556309548e-17,4.70672415096299e-16,4.50637086379181e-16
0,5,2,1e-06,240,k,5,5,230,52000,70002,10,9.866924086493723e-12,4.933462043246861e-12,4.950282692294108e-10,4.289966994127706e-14,4.9334620432468606e-12,4.2899669941277063e-14,8.077935669463161e-28,6.310887241768095e-30,6.324851019524518e-16,4.509716634278678e-16
0,5,2,1e-06,240,kp1,6,6,228,52000,70002,12,1.1816329375839966e-11,5.908164687919983e-12,4.940131866788916e-10,5.1826006034385814e-14,5.908164687919983e-12,5.1826006034385814e-14,0.0,0.0,8.022521409625343e-16,4.521995215937868e-16
0,5,2,1e-06,240,kp2,7,7,226,52000,70002,14,1.3759372672612957e-11,6.8796863363064786e-12,4.930064033229564e-10,6.088217996731397e-14,6.8796863363064786e-12,6.088217996731397e-14,0.0,0.0,1.489984938052081e-15,4.708535440958793e-16
0,5,3,1e-10,80,km1,4,4,72,52000,70003,8,1.9879543606716783,0.9939771803358391,1.0000000000000007,0.02761047723155109,0.9939771803358391,0.027610477231551,0.0,9.020562075079397e-17,1.0912430576078174e-15,4.448278878107807e-16
0,5,3,1e-10,80,k,5,5,70,52000,70003,10,9.866056555326976e-20,4.933028277663488e-20,4.950000030891062e-18,1.4094366507609966e-21,4.933028277663488e-20,1.4094366507609966e-21,0.0,0.0,1.810176005788861e-15,4.455504643832002e-16
0,5,3,1e-10,80,kp1,6,6,68,52000,70003,12,1.1820867791227563e-19,5.910433895613781e-20,4.940000003159686e-18,1.7383629104746416e-21,5.910433895613781e-20,1.7383629104746416e-21,0.0,0.0,8.434778113124583e-16,4.456705293105155e-16
0,5,3,1e-10,80,kp2,7,7,66,52000,70003,14,1.3767171311750322e-19,6.883585655875161e-20,4.9300000012495e-18,2.0859350472348974e-21,6.883585655875161e-20,2.0859350472348978e-21,0.0,3.76158192263132e-37,1.010476119865701e-15,4.457687910414276e-16
0,5,3,1e-10,160,km1,4,4,152,52000,70003,8,1.9879543606716783,0.9939771803358391,1.0000000000000007,0.013078647109682094,0.9939771803358391,0.013078647109682,0.0,9.367506770274758e-17,1.0912430576078174e-15,4.448278878107807e-16
0,5,3,1e-10,160,k,5,5,150,52000,70003,10,9.866056555326976e-20,4.933028277663488e-20,4.950000030891062e-18,6.577371036884651e-22,4.933028277663488e-20,6.577371036884651e-22,0.0,0.0,1.810176005788861e-15,4.455504643832002e-16
0,5,3,1e-10,160,kp1,6,6,148,52000,70003,12,1.1820867791227563e-19,5.910433895613781e-20,4.940000003159686e-18,7.987072831910515e-22,5.910433895613781e-20,7.987072831910515e-22,0.0,0.0,8.434778113124583e-16,4.456705293105155e-16
0,5,3,1e-10,160,kp2,7,7,146,52000,70003,14,1.3767171311750322e-19,6.883585655875161e-20,4.9300000012495e-18,9.429569391609809e-22,6.883585655875161e-20,9.429569391609809e-22,0.0,0.0,1.010476119865701e-15,4.457687910414276e-16
0,5,3,1e-10,240,km1,4,4,232,52000,70003,8,1.9879543606716783,0.9939771803358391,1.0000000000000007,0.008568768795998613,0.9939771803358391,0.0085687687959986,0.0,1.3877787807814457e-17,1.0912430576078174e-15,4.448278878107807e-16
0,5,3,1e-10,240,k,5,5,230,52000,70003,10,9.866056555326976e-20,4.933028277663488e-20,4.950000030891062e-18,4.289589806663902e-22,4.933028277663488e-20,4.289589806663902e-22,0.0,0.0,1.810176005788861e-15,4.455504643832002e-16
0,5,3,1e-10,240,kp1,6,6,228,52000,70003,12,1.1820867791227563e-19,5.910433895613781e-20,4.940000003159686e-18,5.184591136503317e-22,5.910433895613781e-20,5.184591136503317e-22,0.0,0.0,8.434778113124583e-16,4.456705293105155e-16
0,5,3,1e-10,240,kp2,7,7,226,52000,70003,14,1.3767171311750322e-19,6.883585655875161e-20,4.9300000012495e-18,6.091668722013417e-22,6.883585655875161e-20,6.091668722013418e-22,0.0,9.4039548065783e-38,1.010476119865701e-15,4.457687910414276e-16
0,5,3,1e-06,80,km1,4,4,72,52000,70003,8,1.9879504164268442,0.9939752082134221,1.0000000004950012,0.027610422450372835,0.993975208213422,0.0276104224503728,1.1102230246251565e-16,3.469446951953614e-17,2.633732446438243e-16,7.773608728630313e-16
0,5,3,1e-06,80,k,5,5,70,52000,70003,10,9.867129771001585e-12,4.933564885500793e-12,4.950311193416793e-10,1.4095899672859407e-13,4.933564885500793e-12,1.409589967285941e-13,0.0,2.524354896707238e-29,8.382034429363447e-16,7.783960262425249e-16
0,5,3,1e-06,80,kp1,6,6,68,52000,70003,12,1.1820944282382187e-11,5.9104721411910935e-12,4.940031613400317e-10,1.7383741591738511e-13,5.9104721411910935e-12,1.7383741591738514e-13,0.0,2.524354896707238e-29,7.540036115545994e-16,7.790523776858597e-16
0,5,3,1e-06,80,kp2,7,7,66,52000,70003,14,1.3767206533263951e-11,6.883603266631976e-12,4.930012496635723e-10,2.0859403838278713e-13,6.883603266631976e-12,2.0859403838278713e-13,0.0,0.0,1.1196198607551656e-15,7.791305683315817e-16
0,5,3,1e-06,160,km1,4,4,152,52000,70003,8,1.9879504164268442,0.9939752082134221,1.0000000004950012,0.013078621160702922,0.993975208213422,0.0130786211607029,1.1102230246251565e-16,2.2551405187698492e-17,2.633732446438243e-16,7.773608728630313e-16
0,5,3,1e-06,160,k,5,5,150,52000,70003,10,9.867129771001585e-12,4.933564885500793e-12,4.950311193416793e-10,6.578086514001057e-14,4.933564885500793e-12,6.578086514001058e-14,0.0,1.262177448353619e-29,8.382034429363447e-16,7.783960262425249e-16
0,5,3,1e-06,160,kp1,6,6,148,52000,70003,12,1.1820944282382187e-11,5.9104721411910935e-12,4.940031613400317e-10,7.9871245151231e-14,5.9104721411910935e-12,7.9871245151231e-14,0.0,0.0,7.540036115545994e-16,7.790523776858597e-16
0,5,3,1e-06,160,kp2,7,7,146,52000,70003,14,1.3767206533263951e-11,6.883603266631976e-12,4.930012496635723e-10,9.429593515934213e-14,6.883603266631976e-12,9.429593515934213e-14,0.0,0.0,1.1196198607551656e-15,7.791305683315817e-16
0,5,3,1e-06,240,km1,4,4,232,52000,70003,8,1.9879504164268442,0.9939752082134221,1.0000000004950012,0.008568751794943295,0.993975208213422,0.0085687517949432,1.1102230246251565e-16,9.540979117872439e-17,2.633732446438243e-16,7.773608728630313e-16
0,5,3,1e-06,240,k,5,5,230,52000,70003,10,9.867129771001585e-12,4.933564885500793e-12,4.950311193416793e-10,4.290056422174602e-14,4.933564885500793e-12,4.290056422174602e-14,0.0,0.0,8.382034429363447e-16,7.783960262425249e-16
0,5,3,1e-06,240,kp1,6,6,228,52000,70003,12,1.1820944282382187e-11,5.9104721411910935e-12,4.940031613400317e-10,5.1846246852553454e-14,5.9104721411910935e-12,5.1846246852553454e-14,0.0,0.0,7.540036115545994e-16,7.790523776858597e-16
0,5,3,1e-06,240,kp2,7,7,226,52000,70003,14,1.3767206533263951e-11,6.883603266631976e-12,4.930012496635723e-10,6.091684306753961e-14,6.883603266631976e-12,6.091684306753962e-14,0.0,1.262177448353619e-29,1.1196198607551656e-15,7.791305683315817e-16
0,5,4,1e-10,80,km1,4,4,72,52000,70004,8,1.9890103274775703,0.9945051637387852,1.000000000000001,0.027625143437188478,0.9945051637387852,0.0276251434371884,0.0,7.632783294297951e-17,7.887680615930139e-16,6.679130660863065e-16
0,5,4,1e-10,80,k,5,5,70,52000,70004,10,9.866056502955394e-20,4.933028251477697e-20,4.950000004865806e-18,1.409436643279342e-21,4.933028251477697e-20,1.4094366432793419e-21,0.0,1.88079096131566e-37,9.0309807820827e-16,6.681824674822626e-16
0,5,4,1e-10,80,kp1,6,6,68,52000,70004,12,1.1817181727346885e-19,5.908590863673443e-20,4.9400000043600426e-18,1.737820842256895e-21,5.908590863673443e-20,1.737820842256895e-21,0.0,0.0,9.317666466006985e-16,6.688343745138949e-16
0,5,4,1e-10,80,kp2,7,7,66,52000,70004,14,1.376309684793402e-19,6.88154842396701e-20,4.930000003261477e-18,2.0853177042324274e-21,6.88154842396701e-20,2.0853177042324274e-21,0.0,0.0,7.95173545215356e-16,6.774900399212814e-16
0,5,4,1e-10,160,km1,4,4,152,52000,70004,8,1.9890103274775703,0.9945051637387852,1.000000000000001,0.013085594259720857,0.9945051637387852,0.0130855942597208,0.0,5.724587470723463e-17,7.887680615930139e-16,6.679130660863065e-16
0,5,4,1e-10,160,k,5,5,150,52000,70004,10,9.866056502955394e-20,4.933028251477697e-20,4.950000004865806e-18,6.577371001970263e-22,4.933028251477697e-20,6.577371001970264e-22,0.0,9.4039548065783e-38,9.0309807820827e-16,6.681824674822626e-16
0,5,4,1e-10,160,kp1,6,6,148,52000,70004,12,1.1817181727346885e-19,5.908590863673443e-20,4.9400000043600426e-18,7.984582248207355e-22,5.908590863673443e-20,7.984582248207356e-22,0.0,9.4039548065783e-38,9.317666466006985e-16,6.688343745138949e-16
0,5,4,1e-10,160,kp2,7,7,146,52000,70004,14,1.376309684793402e-19,6.88154842396701e-20,4.930000003261477e-18,9.426778662968507e-22,6.88154842396701e-20,9.426778662968509e-22,0.0,1.88079096131566e-37,7.95173545215356e-16,6.774900399212814e-16
