matrix_name,family,param,trial,gamma_gap,tau_ratio,gap_loc,kappa,decay_slope,top4_energy
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,31,3.872371330979382,48.056208247836416,4,49.85957169660666,-2.3976004508751085,0.9801250781053512
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,32,3.8758962245678688,48.22590016545238,4,49.95283010770086,-2.3987937592401725,0.9801627942739071
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,33,3.851882048611148,47.081589740433515,4,49.892644601260926,-2.3977025919980135,0.9799724410127865
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,34,3.7839588781361377,43.98984791695755,4,49.90262777572812,-2.3983000871470725,0.9796635011173325
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,35,3.8993284301902413,49.36928305009004,4,49.91143054229871,-2.398070051177269,0.9802823276207562
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,36,3.8887929876114975,48.85188609205412,4,49.891923402091805,-2.398135068837574,0.980231514149659
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,37,3.844207012304934,46.721619987318824,4,49.805448521764696,-2.397756596924606,0.9799886409256007
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,38,3.889085567026771,48.8661812394529,4,49.89872443473065,-2.398133127750133,0.980230862026667
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,39,3.8921748496337765,49.01737610481453,4,49.91662843484993,-2.3981037263132805,0.9802401210024811
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,40,3.8947354238733993,49.14304956480931,4,49.861382029100284,-2.397474063533826,0.9802445100247072
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,41,3.8954405039239175,49.17771156698622,4,49.847399665092055,-2.3971445319117235,0.9802281247670044
"Step (r=4, drop=50.0)",Step Height Sweep,50.0,42,3.8586847484404263,47.40296352828589,4,49.86362218156907,-2.398181174180184,0.980073495232403
