spectrum_index,rank_index,setup_name,step_rank,eta,orientation_seed,budget,analysis_role,risk_name,q,bootstrap_count,bootstrap_frequency,bootstrap_samples,bootstrap_seed
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,12,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,13,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,14,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,15,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,16,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,17,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,18,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,19,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,20,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,21,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,22,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,23,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,24,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,25,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,26,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,27,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,28,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,29,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,30,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,31,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,32,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,33,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,34,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,35,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,80,sensitivity,rademacher_risk,36,0,0.0,20000,20260818
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,0,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,1,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,2,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,3,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,4,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,5,20000,1.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,6,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,7,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,8,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,9,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,10,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,11,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,12,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,13,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,14,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,15,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,16,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,17,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,18,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,19,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,20,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,21,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,22,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,23,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,24,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,25,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,26,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,27,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,28,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,29,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,30,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,31,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,32,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,33,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,34,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,35,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,36,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,37,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,38,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,39,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,40,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,41,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,42,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,43,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,44,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,45,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,46,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,47,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,48,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,49,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,50,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,51,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,52,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,53,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,54,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,55,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,56,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,57,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,58,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,59,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,60,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,61,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,62,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,63,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,64,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,65,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,66,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,67,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,68,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,69,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,70,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,71,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,72,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,73,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,74,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,75,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,full_risk,76,0,0.0,20000,20260815
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,0,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,1,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,2,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,3,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,4,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,5,20000,1.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,6,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,7,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,8,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,9,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,10,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,11,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,12,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,13,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,14,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,15,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,16,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,17,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,18,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,19,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,20,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,21,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,22,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,23,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,24,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,25,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,26,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,27,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,28,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,29,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,30,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,31,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,32,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,33,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,34,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,35,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,36,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,37,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,38,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,39,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,40,0,0.0,20000,20260816
0,0,step_r5_eta_0,5,0.0,52000,160,primary,rank_risk,41,0,0.0,20000,20260816
