phase,design_spec,hypercontractive_source,hypercontractive_source_url,canonical_u_source_url,empirical_bernstein_scope_source_url,catoni_audit_source_url,fourth_moment_factor,sample_sizes,joint_deltas,method_priority,route_grid_rows,scale_grid_rows,verdict,frozen_replay_performed,new_matvec_queries,python_version,numpy_version,pandas_version,frozen_input_checksums,output_checksums_excluding_manifest
Phase 2B,docs/superpowers/specs/2026-08-19-direct-paired-risk-difference-confidence-phase2b-design.md,O'Donnell Analysis of Boolean Functions Lecture 16 Corollary 1.3,https://www.cs.cmu.edu/~odonnell/boolean-analysis/lecture16.pdf,https://arxiv.org/abs/math/0003228,https://arxiv.org/abs/0907.3740,https://arxiv.org/abs/0909.5366,6561.0,"[4, 8, 16, 32]","[0.01, 0.05, 0.1]","[""independent_pair_robust_mom"", ""independent_pair_elementary"", ""complete_u_statistic""]",36,12,PROVED BUT BUDGET-VACUOUS,False,0,3.12.6,2.3.4,2.3.3,"{""results/paired_rademacher_risk_difference_phase2a_gate.csv"": ""76db51353f8d0813973ac74905f4a2bfd185ccbebe0407f9f4e4fba6645b6986"", ""results/paired_rademacher_risk_difference_phase2a_manifest.csv"": ""c2d05f919ef2f3645f12eff420cfc31ab61c01f966481aaa105a2a9046dab16a"", ""results/paired_rademacher_risk_difference_phase2a_summary.csv"": ""0b9f5403493183486b2d76183b059fa83e0636a58d53a1dd43d3113504d636e3"", ""results/paired_rademacher_risk_difference_phase2a_verdict.csv"": ""63138566019fb67824ffb31583f035019bb6e9928d334ab60b0223aa081ce435"", ""results/rademacher_linear_projection_no_go_phase1d_manifest.csv"": ""4d4aa3ea0b7f340db2eb4984e6d5b01a807a5e88166af5e027d672120ca06b3b"", ""results/rademacher_linear_projection_no_go_phase1d_verdict.csv"": ""ff0438ae9e314689f1a27699aec98cd4dd4390d403622a66b641f307b16462e0""}","{""results/paired_rademacher_difference_confidence_phase2b_route_grid.csv"": ""93a65f585dd6d56401a09959915271b6758534541a63231a8ddeb42ab8d03dbc"", ""results/paired_rademacher_difference_confidence_phase2b_scale_grid.csv"": ""2527f2eecab2e7e39513c99d9fd4ea5e2f11e95cf7712933d4ffe481c48e218e"", ""results/paired_rademacher_difference_confidence_phase2b_verdict.csv"": ""88076c5bda127f42092d773be22ff1747ff0ef775ce36dbf741a505071fb7a5a""}"
