eta,budget,s,pair,estimator,epsilon,rank_scope,paths,evaluable,original_baseline_mean,paid_baseline_mean,paid_candidate_mean,paid_oracle_mean,paid_selected_mean,selected_mean_ratio,paid_baseline_mean_ratio,paid_candidate_mean_ratio,paid_oracle_mean_ratio,median_pathwise_ratio,p90_pathwise_ratio,p95_pathwise_ratio,p99_pathwise_ratio,max_pathwise_ratio,fraction_paths_harmed,accept_probability,reject_probability,abstain_probability,correct_paid_order_probability,false_candidate_probability,missed_paid_candidate_probability,net_beneficial_accept_probability,net_harmful_accept_probability,mean_cost_multiplier,mean_net_numerator_threshold,decision_efficiency
1e-10,80,8,primary,mom_w2,0.0,5,200.0,True,1.4094520342684121e-21,1.6443607066464805e-21,1.9695110859517926e-21,1.6443607066464805e-21,1.756365194791501e-21,1.246133356856771,1.1666666666666665,1.3973594262638982,1.1666666666666665,1.2461882121745242,1.2566135096920303,1.2589737887194994,1.262442045146037,1.2636642677762975,1.0,0.34447500000000003,0.6555250000000001,0.0,0.6555250000000001,0.34447500000000003,0.0,0.0,0.34447500000000003,1.1666666666666665,0.8571428571428571,
1e-10,80,8,primary,mom_w2,0.0,15,200.0,True,5.800350314162921e-21,7.25043789270365e-21,7.713596542266785e-21,7.248564909115787e-21,7.440790251811822e-21,1.2828173901226931,1.2499999999999998,1.3298501167131618,1.2496770912985562,1.2830572728632363,1.2866999351943886,1.2878137131793486,1.2907168905717994,1.291429141751362,1.0,0.41192499999999993,0.588075,0.0,0.588225,0.40935000000000005,0.002425,0.0,0.41192499999999993,1.25,0.8,-101.6305537013449
1e-10,80,8,primary,mom_w2,0.0,30,200.0,True,2.809094472807586e-20,5.618188945615171e-20,5.793173722034713e-20,5.618188945615171e-20,5.695546551691476e-20,2.027538271434135,2.0,2.0622922362040215,2.0,2.0276898086924886,2.030280803987365,2.0308909650540037,2.0321692063877363,2.0332973649672037,1.0,0.44207499999999994,0.557925,0.0,0.557925,0.44207499999999994,0.0,0.0,0.44207499999999994,2.0,0.5,
1e-10,80,8,primary,mom_w2,0.0,equal_rank,200.0,True,1.1766915692169063e-20,2.1692229351833948e-20,2.253828161618857e-20,2.1691605023971328e-20,2.205087365450603e-20,1.518829672804533,1.472222222222222,1.5965005930603606,1.4721145859884075,1.5189784312434165,1.5245314162912613,1.5258928223176174,1.5284427140351908,1.5294635914982877,1.0,0.39949166666666663,0.6005083333333334,0.0,0.6005583333333334,0.39863333333333334,0.0008083333333333333,0.0,0.39949166666666663,1.472222222222222,0.719047619047619,-433.00893138448475
1e-10,80,8,primary,mom_w2,0.2,5,200.0,True,1.4094520342684121e-21,1.6443607066464805e-21,1.9695110859517926e-21,1.6443607066464805e-21,1.671250251320866e-21,1.1857446799800764,1.1666666666666665,1.3973594262638982,1.1666666666666665,1.1862510816925613,1.1920394989427785,1.194336707934916,1.1955738911256708,1.2013086670629654,1.0,0.0827,0.272725,0.644575,0.272725,0.0827,0.0,0.0,0.0827,1.1666666666666665,0.8571428571428571,
1e-10,80,8,primary,mom_w2,0.2,15,200.0,True,5.800350314162921e-21,7.25043789270365e-21,7.713596542266785e-21,7.248564909115787e-21,7.274514368726199e-21,1.2541508658474918,1.2499999999999998,1.3298501167131618,1.2496770912985562,1.2540338823119173,1.2560328223071606,1.2560828171460545,1.256857112191957,1.2572559450127703,1.0,0.053450000000000004,0.11467500000000001,0.831875,0.1148,0.052375000000000005,0.0039250000000000005,0.0,0.053450000000000004,1.25,0.8,-12.854611315629954
1e-10,80,8,primary,mom_w2,0.2,30,200.0,True,2.809094472807586e-20,5.618188945615171e-20,5.793173722034713e-20,5.618188945615171e-20,5.623933103997925e-20,2.002044843432059,2.0,2.0622922362040215,2.0,2.0018756591743903,2.0031134067460195,2.003424458623826,2.0037512807122693,2.004370972767878,1.0,0.032825,0.05715,0.910025,0.05715,0.032825,0.0,0.0,0.032825,2.0,0.5,
1e-10,80,8,primary,mom_w2,0.2,equal_rank,200.0,True,1.1766915692169063e-20,2.1692229351833948e-20,2.253828161618857e-20,2.1691605023971328e-20,2.1728365220008772e-20,1.4806467964198757,1.472222222222222,1.5965005930603606,1.4721145859884075,1.4807202077262895,1.4837285759986532,1.4846146612349322,1.4853940946766322,1.487645194947871,1.0,0.05632499999999999,0.14818333333333333,0.7954916666666666,0.148225,0.055966666666666665,0.0013083333333333334,0.0,0.05632499999999999,1.472222222222222,0.719047619047619,-78.26894252138763
1e-10,80,8,primary,mom_w2,0.3333333333333333,5,200.0,True,1.4094520342684121e-21,1.6443607066464805e-21,1.9695110859517926e-21,1.6443607066464805e-21,1.6558545518992742e-21,1.1748214991642192,1.1666666666666665,1.3973594262638982,1.1666666666666665,1.17474053101358,1.1793431008297302,1.1805085108679343,1.1828274599663904,1.1839597996198625,1.0,0.03535,0.144425,0.820225,0.144425,0.03535,0.0,0.0,0.03535,1.1666666666666665,0.8571428571428571,
1e-10,80,8,primary,mom_w2,0.3333333333333333,15,200.0,True,5.800350314162921e-21,7.25043789270365e-21,7.713596542266785e-21,7.248564909115787e-21,7.257665071020403e-21,1.251245989970486,1.2499999999999998,1.3298501167131618,1.2496770912985562,1.2512098603701576,1.252018275492528,1.2524190916607647,1.2528264617063354,1.253226147399686,1.0,0.0165,0.039,0.9445,0.03915,0.015925,0.004425,0.0,0.0165,1.25,0.8,-3.8586447652724436
1e-10,80,8,primary,mom_w2,0.3333333333333333,30,200.0,True,2.809094472807586e-20,5.618188945615171e-20,5.793173722034713e-20,5.618188945615171e-20,5.619707113932473e-20,2.000540447582663,2.0,2.0622922362040215,2.0,2.000312533273066,2.0012440399856244,2.001264718399237,2.0018740789459804,2.0021854863839406,1.0,0.008675,0.015475000000000003,0.9758500000000001,0.015475000000000003,0.008675,0.0,0.0,0.008675,2.0,0.5,
1e-10,80,8,primary,mom_w2,0.3333333333333333,equal_rank,200.0,True,1.1766915692169063e-20,2.1692229351833948e-20,2.253828161618857e-20,2.1691605023971328e-20,2.1703530254081468e-20,1.4755359789057891,1.472222222222222,1.5965005930603606,1.4721145859884075,1.475420974885601,1.4775351387692943,1.4780641069759788,1.4791760002062355,1.4797904778011628,1.0,0.020175000000000002,0.06630000000000001,0.9135249999999999,0.06635,0.019983333333333336,0.001475,0.0,0.020175000000000002,1.472222222222222,0.719047619047619,-30.786627942360486
1e-10,80,8,primary,mom_w2,0.5,5,200.0,True,1.4094520342684121e-21,1.6443607066464805e-21,1.9695110859517926e-21,1.6443607066464805e-21,1.6482054091015388e-21,1.1693944660962186,1.1666666666666665,1.3973594262638982,1.1666666666666665,1.168974488923379,1.1712850378491437,1.1724368705877273,1.1735862896721028,1.1747470014765997,1.0,0.011825,0.05710000000000001,0.9310750000000002,0.05710000000000001,0.011825,0.0,0.0,0.011825,1.1666666666666665,0.8571428571428571,
