eta,budget,s,pair,estimator,epsilon,rank_scope,accept_probability,reject_probability,abstain_probability,correct_paid_order_probability,false_candidate_probability,missed_paid_candidate_probability,net_beneficial_accept_probability,net_harmful_accept_probability
1e-10,160,8,right,mom_w1,0.0,5,0.396625,0.603375,0.0,0.603375,0.396625,0.0,0.0,0.396625
1e-10,160,8,right,mom_w1,0.0,15,0.44612500000000005,0.553875,0.0,0.553875,0.44612500000000005,0.0,0.0,0.44612500000000005
1e-10,160,8,right,mom_w1,0.0,30,0.46340000000000003,0.5366000000000001,0.0,0.5366000000000001,0.46340000000000003,0.0,0.0,0.46340000000000003
1e-10,160,8,right,mom_w1,0.0,equal_rank,0.4353833333333334,0.5646166666666667,0.0,0.5646166666666667,0.4353833333333334,0.0,0.0,0.4353833333333334
1e-10,160,8,right,mom_w1,0.2,5,0.1557,0.308975,0.5353249999999999,0.308975,0.1557,0.0,0.0,0.1557
1e-10,160,8,right,mom_w1,0.2,15,0.12482500000000002,0.17947499999999997,0.6957,0.17947499999999997,0.12482500000000002,0.0,0.0,0.12482500000000002
1e-10,160,8,right,mom_w1,0.2,30,0.0922,0.11964999999999999,0.78815,0.11964999999999999,0.0922,0.0,0.0,0.0922
1e-10,160,8,right,mom_w1,0.2,equal_rank,0.12424166666666668,0.2027,0.6730583333333332,0.2027,0.12424166666666668,0.0,0.0,0.12424166666666668
1e-10,160,8,right,mom_w1,0.3333333333333333,5,0.08604999999999999,0.18744999999999998,0.7265,0.18744999999999998,0.08604999999999999,0.0,0.0,0.08604999999999999
1e-10,160,8,right,mom_w1,0.3333333333333333,15,0.0599,0.08887500000000001,0.851225,0.08887500000000001,0.0599,0.0,0.0,0.0599
1e-10,160,8,right,mom_w1,0.3333333333333333,30,0.039675,0.053025,0.9072999999999999,0.053025,0.039675,0.0,0.0,0.039675
1e-10,160,8,right,mom_w1,0.3333333333333333,equal_rank,0.06187499999999999,0.10978333333333333,0.8283416666666666,0.10978333333333333,0.06187499999999999,0.0,0.0,0.06187499999999999
1e-10,160,8,right,mom_w1,0.5,5,0.03905,0.0958,0.86515,0.0958,0.03905,0.0,0.0,0.03905
1e-10,160,8,right,mom_w1,0.5,15,0.02435,0.036575,0.939075,0.036575,0.02435,0.0,0.0,0.02435
1e-10,160,8,right,mom_w1,0.5,30,0.014300000000000002,0.018850000000000002,0.9668499999999999,0.018850000000000002,0.014300000000000002,0.0,0.0,0.014300000000000002
1e-10,160,8,right,mom_w1,0.5,equal_rank,0.025900000000000003,0.05040833333333333,0.9236916666666666,0.05040833333333333,0.025900000000000003,0.0,0.0,0.025900000000000003
1e-10,160,8,right,mom_w2,0.0,5,0.3620999999999999,0.6378999999999999,0.0,0.6378999999999999,0.3620999999999999,0.0,0.0,0.3620999999999999
1e-10,160,8,right,mom_w2,0.0,15,0.42090000000000005,0.5791,0.0,0.5791,0.42090000000000005,0.0,0.0,0.42090000000000005
1e-10,160,8,right,mom_w2,0.0,30,0.44689999999999996,0.5530999999999999,0.0,0.5530999999999999,0.44689999999999996,0.0,0.0,0.44689999999999996
1e-10,160,8,right,mom_w2,0.0,equal_rank,0.4099666666666666,0.5900333333333333,0.0,0.5900333333333333,0.4099666666666666,0.0,0.0,0.4099666666666666
1e-10,160,8,right,mom_w2,0.2,5,0.080525,0.23879999999999998,0.6806749999999999,0.23879999999999998,0.080525,0.0,0.0,0.080525
1e-10,160,8,right,mom_w2,0.2,15,0.051300000000000005,0.10370000000000001,0.845,0.10370000000000001,0.051300000000000005,0.0,0.0,0.051300000000000005
1e-10,160,8,right,mom_w2,0.2,30,0.034325,0.05545,0.9102250000000001,0.05545,0.034325,0.0,0.0,0.034325
1e-10,160,8,right,mom_w2,0.2,equal_rank,0.05538333333333333,0.13265000000000002,0.8119666666666667,0.13265000000000002,0.05538333333333333,0.0,0.0,0.05538333333333333
1e-10,160,8,right,mom_w2,0.3333333333333333,5,0.032775,0.117025,0.8502000000000001,0.117025,0.032775,0.0,0.0,0.032775
1e-10,160,8,right,mom_w2,0.3333333333333333,15,0.01575,0.035675,0.9485750000000001,0.035675,0.01575,0.0,0.0,0.01575
1e-10,160,8,right,mom_w2,0.3333333333333333,30,0.007775000000000001,0.014199999999999999,0.9780249999999999,0.014199999999999999,0.007775000000000001,0.0,0.0,0.007775000000000001
1e-10,160,8,right,mom_w2,0.3333333333333333,equal_rank,0.018766666666666668,0.05563333333333333,0.9255999999999999,0.05563333333333333,0.018766666666666668,0.0,0.0,0.018766666666666668
1e-10,160,8,right,mom_w2,0.5,5,0.010725,0.04535,0.943925,0.04535,0.010725,0.0,0.0,0.010725
1e-10,160,8,right,mom_w2,0.5,15,0.004175,0.00955,0.986275,0.00955,0.004175,0.0,0.0,0.004175
1e-10,160,8,right,mom_w2,0.5,30,0.0018,0.0031,0.9950999999999999,0.0031,0.0018,0.0,0.0,0.0018
1e-10,160,8,right,mom_w2,0.5,equal_rank,0.005566666666666667,0.019333333333333334,0.9751,0.019333333333333334,0.005566666666666667,0.0,0.0,0.005566666666666667
1e-10,160,8,right,paired_mean,0.0,5,0.3620999999999999,0.6378999999999999,0.0,0.6378999999999999,0.3620999999999999,0.0,0.0,0.3620999999999999
1e-10,160,8,right,paired_mean,0.0,15,0.42090000000000005,0.5791,0.0,0.5791,0.42090000000000005,0.0,0.0,0.42090000000000005
1e-10,160,8,right,paired_mean,0.0,30,0.44689999999999996,0.5530999999999999,0.0,0.5530999999999999,0.44689999999999996,0.0,0.0,0.44689999999999996
1e-10,160,8,right,paired_mean,0.0,equal_rank,0.4099666666666666,0.5900333333333333,0.0,0.5900333333333333,0.4099666666666666,0.0,0.0,0.4099666666666666
1e-10,160,8,right,paired_mean,0.2,5,0.080525,0.23879999999999998,0.6806749999999999,0.23879999999999998,0.080525,0.0,0.0,0.080525
1e-10,160,8,right,paired_mean,0.2,15,0.051300000000000005,0.10370000000000001,0.845,0.10370000000000001,0.051300000000000005,0.0,0.0,0.051300000000000005
1e-10,160,8,right,paired_mean,0.2,30,0.034325,0.05545,0.9102250000000001,0.05545,0.034325,0.0,0.0,0.034325
1e-10,160,8,right,paired_mean,0.2,equal_rank,0.05538333333333333,0.13265000000000002,0.8119666666666667,0.13265000000000002,0.05538333333333333,0.0,0.0,0.05538333333333333
1e-10,160,8,right,paired_mean,0.3333333333333333,5,0.032775,0.117025,0.8502000000000001,0.117025,0.032775,0.0,0.0,0.032775
1e-10,160,8,right,paired_mean,0.3333333333333333,15,0.01575,0.035675,0.9485750000000001,0.035675,0.01575,0.0,0.0,0.01575
1e-10,160,8,right,paired_mean,0.3333333333333333,30,0.007775000000000001,0.014199999999999999,0.9780249999999999,0.014199999999999999,0.007775000000000001,0.0,0.0,0.007775000000000001
1e-10,160,8,right,paired_mean,0.3333333333333333,equal_rank,0.018766666666666668,0.05563333333333333,0.9255999999999999,0.05563333333333333,0.018766666666666668,0.0,0.0,0.018766666666666668
1e-10,160,8,right,paired_mean,0.5,5,0.010725,0.04535,0.943925,0.04535,0.010725,0.0,0.0,0.010725
1e-10,160,8,right,paired_mean,0.5,15,0.004175,0.00955,0.986275,0.00955,0.004175,0.0,0.0,0.004175
1e-10,160,8,right,paired_mean,0.5,30,0.0018,0.0031,0.9950999999999999,0.0031,0.0018,0.0,0.0,0.0018
1e-10,160,8,right,paired_mean,0.5,equal_rank,0.005566666666666667,0.019333333333333334,0.9751,0.019333333333333334,0.005566666666666667,0.0,0.0,0.005566666666666667
1e-10,160,8,right,sample_variance,0.0,5,0.34145,0.6585500000000001,0.0,0.6585500000000001,0.34145,0.0,0.0,0.34145
1e-10,160,8,right,sample_variance,0.0,15,0.408175,0.5918249999999999,0.0,0.5918249999999999,0.408175,0.0,0.0,0.408175
1e-10,160,8,right,sample_variance,0.0,30,0.43810000000000004,0.5619,0.0,0.5619,0.43810000000000004,0.0,0.0,0.43810000000000004
1e-10,160,8,right,sample_variance,0.0,equal_rank,0.3959083333333333,0.6040916666666667,0.0,0.6040916666666667,0.3959083333333333,0.0,0.0,0.3959083333333333
1e-10,160,8,right,sample_variance,0.2,5,0.020550000000000002,0.18975,0.7897,0.18975,0.020550000000000002,0.0,0.0,0.020550000000000002
1e-10,160,8,right,sample_variance,0.2,15,0.01395,0.060375,0.9256749999999999,0.060375,0.01395,0.0,0.0,0.01395
1e-10,160,8,right,sample_variance,0.2,30,0.008,0.025825000000000004,0.9661750000000001,0.025825000000000004,0.008,0.0,0.0,0.008
1e-10,160,8,right,sample_variance,0.2,equal_rank,0.014166666666666668,0.09198333333333332,0.89385,0.09198333333333332,0.014166666666666668,0.0,0.0,0.014166666666666668
1e-10,160,8,right,sample_variance,0.3333333333333333,5,0.0036250000000000006,0.07715,0.919225,0.07715,0.0036250000000000006,0.0,0.0,0.0036250000000000006
1e-10,160,8,right,sample_variance,0.3333333333333333,15,0.002075,0.013999999999999999,0.9839249999999999,0.013999999999999999,0.002075,0.0,0.0,0.002075
1e-10,160,8,right,sample_variance,0.3333333333333333,30,0.0010750000000000002,0.0039000000000000003,0.9950249999999999,0.0039000000000000003,0.0010750000000000002,0.0,0.0,0.0010750000000000002
1e-10,160,8,right,sample_variance,0.3333333333333333,equal_rank,0.0022583333333333335,0.031683333333333334,0.9660583333333332,0.031683333333333334,0.0022583333333333335,0.0,0.0,0.0022583333333333335
1e-10,160,8,right,sample_variance,0.5,5,0.0006000000000000001,0.02205,0.9773499999999999,0.02205,0.0006000000000000001,0.0,0.0,0.0006000000000000001
1e-10,160,8,right,sample_variance,0.5,15,0.00025,0.00165,0.9981,0.00165,0.00025,0.0,0.0,0.00025
1e-10,160,8,right,sample_variance,0.5,30,5e-05,0.0002,0.9997499999999999,0.0002,5e-05,0.0,0.0,5e-05
1e-10,160,8,right,sample_variance,0.5,equal_rank,0.00030000000000000003,0.007966666666666665,0.9917333333333334,0.007966666666666665,0.00030000000000000003,0.0,0.0,0.00030000000000000003
1e-10,160,16,left,mom_w1,0.0,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.0,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.0,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.0,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.2,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.2,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.2,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.2,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.3333333333333333,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.3333333333333333,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.3333333333333333,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.3333333333333333,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.5,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.5,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.5,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w1,0.5,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.0,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.0,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.0,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.0,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.2,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.2,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.2,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.2,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.3333333333333333,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.3333333333333333,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.3333333333333333,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.3333333333333333,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.5,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.5,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.5,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,mom_w2,0.5,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.0,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.0,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.0,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.0,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.2,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.2,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.2,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.2,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.3333333333333333,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.3333333333333333,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.3333333333333333,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.3333333333333333,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.5,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.5,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.5,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,paired_mean,0.5,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.0,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.0,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.0,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.0,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.2,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.2,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.2,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.2,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.3333333333333333,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.3333333333333333,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.3333333333333333,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.3333333333333333,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.5,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.5,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.5,30,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,left,sample_variance,0.5,equal_rank,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1e-10,160,16,primary,mom_w1,0.0,5,0.35857500000000003,0.641425,0.0,0.641425,0.35857500000000003,0.0,0.0,0.35857500000000003
1e-10,160,16,primary,mom_w1,0.0,15,0.43337500000000007,0.5666249999999999,0.0,0.567025,0.43067500000000003,0.0023,0.0,0.43337500000000007
1e-10,160,16,primary,mom_w1,0.0,30,0.46295000000000003,0.53705,0.0,0.53705,0.46295000000000003,0.0,0.0,0.46295000000000003
1e-10,160,16,primary,mom_w1,0.0,equal_rank,0.41830000000000006,0.5817,0.0,0.5818333333333333,0.4174,0.0007666666666666667,0.0,0.41830000000000006
1e-10,160,16,primary,mom_w1,0.2,5,0.13144999999999998,0.34535,0.5232000000000001,0.34535,0.13144999999999998,0.0,0.0,0.13144999999999998
1e-10,160,16,primary,mom_w1,0.2,15,0.11035,0.1825,0.7071500000000001,0.1827,0.10899999999999999,0.00365,0.0,0.11035
1e-10,160,16,primary,mom_w1,0.2,30,0.08425,0.11432500000000001,0.8014250000000002,0.11432500000000001,0.08425,0.0,0.0,0.08425
1e-10,160,16,primary,mom_w1,0.2,equal_rank,0.10868333333333334,0.21405833333333332,0.6772583333333334,0.214125,0.10823333333333333,0.0012166666666666667,0.0,0.10868333333333334
1e-10,160,16,primary,mom_w1,0.3333333333333333,5,0.06197500000000001,0.19849999999999998,0.739525,0.19849999999999998,0.06197500000000001,0.0,0.0,0.06197500000000001
1e-10,160,16,primary,mom_w1,0.3333333333333333,15,0.04237500000000001,0.076525,0.8810999999999999,0.076225,0.041975000000000005,0.0046,0.0,0.04237500000000001
1e-10,160,16,primary,mom_w1,0.3333333333333333,30,0.028650000000000002,0.0383,0.93305,0.0383,0.028650000000000002,0.0,0.0,0.028650000000000002
1e-10,160,16,primary,mom_w1,0.3333333333333333,equal_rank,0.04433333333333334,0.10444166666666665,0.851225,0.10434166666666667,0.04420000000000001,0.0015333333333333334,0.0,0.04433333333333334
1e-10,160,16,primary,mom_w1,0.5,5,0.0213,0.08387499999999999,0.8948249999999999,0.08387499999999999,0.0213,0.0,0.0,0.0213
1e-10,160,16,primary,mom_w1,0.5,15,0.011850000000000001,0.023275,0.9648749999999999,0.023075000000000002,0.011725000000000001,0.004875,0.0,0.011850000000000001
1e-10,160,16,primary,mom_w1,0.5,30,0.0069500000000000004,0.009325000000000002,0.9837250000000001,0.009325000000000002,0.0069500000000000004,0.0,0.0,0.0069500000000000004
1e-10,160,16,primary,mom_w1,0.5,equal_rank,0.013366666666666666,0.038825,0.9478083333333333,0.03875833333333333,0.013324999999999998,0.001625,0.0,0.013366666666666666
1e-10,160,16,primary,mom_w2,0.0,5,0.32295,0.6770499999999999,0.0,0.6770499999999999,0.32295,0.0,0.0,0.32295
1e-10,160,16,primary,mom_w2,0.0,15,0.40707499999999996,0.5929249999999999,0.0,0.593375,0.40435000000000004,0.002275,0.0,0.40707499999999996
1e-10,160,16,primary,mom_w2,0.0,30,0.4413499999999999,0.55865,0.0,0.55865,0.4413499999999999,0.0,0.0,0.4413499999999999
1e-10,160,16,primary,mom_w2,0.0,equal_rank,0.3904583333333333,0.6095416666666665,0.0,0.6096916666666666,0.38955,0.0007583333333333334,0.0,0.3904583333333333
1e-10,160,16,primary,mom_w2,0.2,5,0.07047500000000001,0.285675,0.6438499999999999,0.285675,0.07047500000000001,0.0,0.0,0.07047500000000001
1e-10,160,16,primary,mom_w2,0.2,15,0.0482,0.10867500000000002,0.843125,0.10890000000000001,0.04710000000000001,0.0039000000000000003,0.0,0.0482
1e-10,160,16,primary,mom_w2,0.2,30,0.028675000000000003,0.05115,0.920175,0.05115,0.028675000000000003,0.0,0.0,0.028675000000000003
1e-10,160,16,primary,mom_w2,0.2,equal_rank,0.04911666666666667,0.1485,0.8023833333333332,0.148575,0.04875000000000001,0.0013000000000000002,0.0,0.04911666666666667
1e-10,160,16,primary,mom_w2,0.3333333333333333,5,0.024249999999999997,0.13415,0.8416000000000001,0.13415,0.024249999999999997,0.0,0.0,0.024249999999999997
1e-10,160,16,primary,mom_w2,0.3333333333333333,15,0.0127,0.029875000000000002,0.9574250000000001,0.03005,0.012075,0.004375,0.0,0.0127
1e-10,160,16,primary,mom_w2,0.3333333333333333,30,0.00505,0.010050000000000002,0.9849000000000001,0.010050000000000002,0.00505,0.0,0.0,0.00505
1e-10,160,16,primary,mom_w2,0.3333333333333333,equal_rank,0.013999999999999999,0.058025,0.9279750000000001,0.05808333333333333,0.013791666666666666,0.0014583333333333334,0.0,0.013999999999999999
1e-10,160,16,primary,mom_w2,0.5,5,0.00575,0.042775,0.9514750000000001,0.042775,0.00575,0.0,0.0,0.00575
1e-10,160,16,primary,mom_w2,0.5,15,0.002375,0.005675,0.9919499999999999,0.00575,0.0022,0.004824999999999999,0.0,0.002375
1e-10,160,16,primary,mom_w2,0.5,30,0.0006999999999999999,0.0016499999999999998,0.9976499999999998,0.0016499999999999998,0.0006999999999999999,0.0,0.0,0.0006999999999999999
1e-10,160,16,primary,mom_w2,0.5,equal_rank,0.0029416666666666666,0.0167,0.9803583333333332,0.016725,0.0028833333333333332,0.0016083333333333331,0.0,0.0029416666666666666
1e-10,160,16,primary,paired_mean,0.0,5,0.2771,0.7228999999999999,0.0,0.7228999999999999,0.2771,0.0,0.0,0.2771
1e-10,160,16,primary,paired_mean,0.0,15,0.37034999999999996,0.6296499999999999,0.0,0.6303,0.367525,0.002175,0.0,0.37034999999999996
1e-10,160,16,primary,paired_mean,0.0,30,0.41387500000000005,0.586125,0.0,0.586125,0.41387500000000005,0.0,0.0,0.41387500000000005
1e-10,160,16,primary,paired_mean,0.0,equal_rank,0.353775,0.6462249999999999,0.0,0.6464416666666666,0.35283333333333333,0.000725,0.0,0.353775
1e-10,160,16,primary,paired_mean,0.2,5,0.027675,0.22344999999999998,0.7488750000000001,0.22344999999999998,0.027675,0.0,0.0,0.027675
1e-10,160,16,primary,paired_mean,0.2,15,0.014600000000000002,0.05647500000000001,0.9289250000000001,0.05690000000000001,0.01365,0.004050000000000001,0.0,0.014600000000000002
1e-10,160,16,primary,paired_mean,0.2,30,0.006075,0.016200000000000003,0.977725,0.016200000000000003,0.006075,0.0,0.0,0.006075
1e-10,160,16,primary,paired_mean,0.2,equal_rank,0.016116666666666668,0.09870833333333333,0.8851749999999999,0.09885,0.015799999999999998,0.0013500000000000003,0.0,0.016116666666666668
1e-10,160,16,primary,paired_mean,0.3333333333333333,5,0.006525,0.08102499999999999,0.9124500000000001,0.08102499999999999,0.006525,0.0,0.0,0.006525
1e-10,160,16,primary,paired_mean,0.3333333333333333,15,0.002075,0.009825000000000002,0.9881,0.0099,0.0017500000000000003,0.004675,0.0,0.002075
1e-10,160,16,primary,paired_mean,0.3333333333333333,30,0.000625,0.0017000000000000001,0.997675,0.0017000000000000001,0.000625,0.0,0.0,0.000625
1e-10,160,16,primary,paired_mean,0.3333333333333333,equal_rank,0.003075,0.03085,0.966075,0.030874999999999996,0.0029666666666666674,0.0015583333333333334,0.0,0.003075
1e-10,160,16,primary,paired_mean,0.5,5,0.0006,0.018375,0.981025,0.018375,0.0006,0.0,0.0,0.0006
1e-10,160,16,primary,paired_mean,0.5,15,0.000275,0.0011,0.998625,0.00115,0.00017500000000000003,0.0049,0.0,0.000275
1e-10,160,16,primary,paired_mean,0.5,30,0.0,5e-05,0.99995,5e-05,0.0,0.0,0.0,0.0
1e-10,160,16,primary,paired_mean,0.5,equal_rank,0.00029166666666666664,0.006508333333333334,0.9932,0.006525,0.00025833333333333334,0.0016333333333333332,0.0,0.00029166666666666664
1e-10,160,16,primary,sample_variance,0.0,5,0.22704999999999997,0.77295,0.0,0.77295,0.22704999999999997,0.0,0.0,0.22704999999999997
1e-10,160,16,primary,sample_variance,0.0,15,0.34049999999999997,0.6595,0.0,0.6603,0.33760000000000007,0.0021,0.0,0.34049999999999997
1e-10,160,16,primary,sample_variance,0.0,30,0.394975,0.605025,0.0,0.605025,0.394975,0.0,0.0,0.394975
1e-10,160,16,primary,sample_variance,0.0,equal_rank,0.3208416666666667,0.6791583333333334,0.0,0.6794250000000001,0.3198750000000001,0.0007,0.0,0.3208416666666667
1e-10,160,16,primary,sample_variance,0.2,5,0.0012,0.1748,0.8240000000000001,0.1748,0.0012,0.0,0.0,0.0012
1e-10,160,16,primary,sample_variance,0.2,15,0.0011500000000000002,0.025700000000000004,0.97315,0.025875000000000002,0.0007250000000000001,0.004575,0.0,0.0011500000000000002
1e-10,160,16,primary,sample_variance,0.2,30,0.000325,0.0048,0.9948749999999998,0.0048,0.000325,0.0,0.0,0.000325
1e-10,160,16,primary,sample_variance,0.2,equal_rank,0.0008916666666666668,0.06843333333333333,0.9306749999999999,0.06849166666666667,0.0007500000000000001,0.001525,0.0,0.0008916666666666668
1e-10,160,16,primary,sample_variance,0.3333333333333333,5,2.5e-05,0.04817500000000001,0.9518000000000001,0.04817500000000001,2.5e-05,0.0,0.0,2.5e-05
1e-10,160,16,primary,sample_variance,0.3333333333333333,15,7.5e-05,0.002825,0.9971,0.002825,0.0,0.004925,0.0,7.5e-05
1e-10,160,16,primary,sample_variance,0.3333333333333333,30,0.0,0.00017500000000000003,0.999825,0.00017500000000000003,0.0,0.0,0.0,0.0
1e-10,160,16,primary,sample_variance,0.3333333333333333,equal_rank,3.333333333333333e-05,0.01705833333333334,0.9829083333333334,0.01705833333333334,8.333333333333334e-06,0.0016416666666666665,0.0,3.333333333333333e-05
1e-10,160,16,primary,sample_variance,0.5,5,0.0,0.007150000000000001,0.99285,0.007150000000000001,0.0,0.0,0.0,0.0
1e-10,160,16,primary,sample_variance,0.5,15,0.0,7.5e-05,0.9999250000000001,7.5e-05,0.0,0.005,0.0,0.0
1e-10,160,16,primary,sample_variance,0.5,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1e-10,160,16,primary,sample_variance,0.5,equal_rank,0.0,0.002408333333333334,0.9975916666666667,0.002408333333333334,0.0,0.0016666666666666668,0.0,0.0
1e-10,160,16,right,mom_w1,0.0,5,0.37394999999999995,0.62605,0.0,0.62605,0.37394999999999995,0.0,0.0,0.37394999999999995
1e-10,160,16,right,mom_w1,0.0,15,0.44005000000000005,0.55995,0.0,0.55995,0.44005000000000005,0.0,0.0,0.44005000000000005
1e-10,160,16,right,mom_w1,0.0,30,0.460075,0.539925,0.0,0.539925,0.460075,0.0,0.0,0.460075
1e-10,160,16,right,mom_w1,0.0,equal_rank,0.4246916666666667,0.5753083333333333,0.0,0.5753083333333333,0.4246916666666667,0.0,0.0,0.4246916666666667
