setup_index,spectrum_family,setup_name,spectral_parameters,matrix_seed,method,trial_index,trial_seed,exact_trace,estimate,squared_error,relative_error,b_final,r_pilot_actual,q_0,q_adapt_raw,q_target,delta_q_raw,delta_q_safe,delta_q_category,r_actual,ell_eff,guard_intervention,guard_relaxed_for_pilot_floor,pilot_cap_applied,max_adjacent_log_gap,gap_location,stop_reason,query_count
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),85,50085,109.88142805312557,109.80325671008357,0.006110758872990236,0.0007114154268563646,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),86,50086,109.88142805312557,110.41303725010057,0.2826083383084018,0.004838025919338932,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),87,50087,109.88142805312557,109.98045460310946,0.00980625760171183,0.0009012128049156076,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),88,50088,109.88142805312557,109.44396681349096,0.19137233618265417,0.003981211815186011,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),89,50089,109.88142805312557,109.88738839071766,3.552562421163124e-05,5.42433575690707e-05,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),90,50090,109.88142805312557,110.10923724548078,0.05189702812153293,0.0020732274451790733,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),91,50091,109.88142805312557,110.03162558913678,0.02255929982383739,0.0013669055696890644,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),92,50092,109.88142805312557,109.67555261010057,0.04238469804074315,0.0018736145559144967,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),93,50093,109.88142805312557,109.20363123133527,0.4594085316290445,0.006168438414020316,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),94,50094,109.88142805312557,110.28628511571497,0.16390924112851746,0.003684490361680224,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),95,50095,109.88142805312557,109.4734686397338,0.16643088297496478,0.0037127239845712494,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),96,50096,109.88142805312557,110.28258586769734,0.16092759219199113,0.003650824544961397,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),97,50097,109.88142805312557,109.70821326270197,0.030003363621491707,0.0015763791342414486,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),98,50098,109.88142805312557,109.78690820565782,0.008934001565326935,0.0008601985717008753,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),99,50099,109.88142805312557,109.69021975086706,0.0365606148525842,0.0017401330292692494,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),100,50100,109.88142805312557,109.6258402664409,0.0653251167023691,0.00232603262637886,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),101,50101,109.88142805312557,110.09095030389862,0.04389957356900415,0.0019068031284754355,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),102,50102,109.88142805312557,110.36203727616109,0.2309852252668012,0.004373889487522399,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),103,50103,109.88142805312557,110.20142033689436,0.10239506167156175,0.002912159856659976,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),104,50104,109.88142805312557,109.4581616649762,0.17915443533701494,0.0038520284605759844,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),105,50105,109.88142805312557,109.84365540654204,0.0014267728299245433,0.00034375824243266465,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),106,50106,109.88142805312557,110.01777462183819,0.018590386799702714,0.0012408518084301733,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),107,50107,109.88142805312557,109.80647772091281,0.005617552298803861,0.0006821019124044155,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),108,50108,109.88142805312557,109.56861780069356,0.09785025402658129,0.00284679820761683,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),109,50109,109.88142805312557,109.20171974443814,0.46200338489873755,0.00618583431914274,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),110,50110,109.88142805312557,109.86626455842286,0.00022993157159938868,0.00013799870434326526,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
0,power,power_c_0.3,"{""c"": 0.3}",42000,Hutch++ (Standard),111,50111,109.88142805312557,109.80443029566007,0.0059286546547168625,0.0007007349543025497,0,0,53,53,53,0,0,zero,53,54,False,False,False,,0,not_applicable,160
