configuration_version,started_at_utc,completed_at_utc,primary_configuration,path_rows,expected_full_path_rows,bootstrap_samples,bootstrap_seed,new_matvec_queries,verdict,construction_accounting_scope,shifted_comparator_status,independence_benchmark,input_checksums,output_checksums_excluding_manifest,python_version,numpy_version,pandas_version,pyarrow_version
paired_rademacher_risk_difference_phase2a_v1,2026-08-19T23:42:52.821356+00:00,2026-08-19T23:43:20.667178+00:00,"{""budget"": 160, ""eta"": 1e-06, ""pair"": ""primary"", ""s"": 16}",43200,43200,10000,93000,0,PAIRING SIGNAL GO,max cost only for nested shared prefixes; otherwise actual query ledger,"decorrelated diagnostic, not independent sequence",V_ind = Var(candidate estimate) + Var(baseline estimate),"{""results/direct_rademacher_certification_phase1a_manifest.csv"": ""0fc5ae9361253c193c0f54244b98d288eda33de11fa78c5bca7956c2324589c7"", ""results/direct_rademacher_certification_phase1a_trials.parquet"": ""128507e4682a6b55329b88f0d3d34a7ba06a2da34a94ab796610f0bc4cc7453d"", ""results/direct_rademacher_certification_phase1a_truth.csv"": ""2a4c8acb21d69d0165933733e483eaaf57fb2c1928ccdafa262c2df67bad6863"", ""results/direct_rademacher_certification_phase1b_budget_manifest.csv"": ""5003da05d8379811ba69767af074de3dadf65dd682b41decee1594866ec33deb"", ""results/direct_rademacher_certification_phase1b_budget_paths.parquet"": ""df63089b4edaaafe82f38d52163c6b516f23a4ea064434f38e844f1b73021042""}","{""paired_rademacher_risk_difference_phase2a_bootstrap.csv"": ""66b08919083747a6954c8634f7f7ad24367a9d4572af30af6ba16e26342abbf1"", ""paired_rademacher_risk_difference_phase2a_catastrophic.csv"": ""8222b2a2d9a1c701010f91ede1445775954825ddee84a9c3a841e48fac0e3e2e"", ""paired_rademacher_risk_difference_phase2a_gate.csv"": ""76db51353f8d0813973ac74905f4a2bfd185ccbebe0407f9f4e4fba6645b6986"", ""paired_rademacher_risk_difference_phase2a_one_sided_quantiles.csv"": ""7a4aaa8aee6fa0df859973762d47bf600ebcc6e035e2c2da01c0c492a97953eb"", ""paired_rademacher_risk_difference_phase2a_paths.parquet"": ""2c0affed47a304e43b2180c89d05b0b60ba285f1fe872b582102d5eff788bbb3"", ""paired_rademacher_risk_difference_phase2a_summary.csv"": ""0b9f5403493183486b2d76183b059fa83e0636a58d53a1dd43d3113504d636e3"", ""paired_rademacher_risk_difference_phase2a_verdict.csv"": ""63138566019fb67824ffb31583f035019bb6e9928d334ab60b0223aa081ce435"", ""reports/paired_rademacher_risk_difference_phase2a.md"": ""af99d35efb650120cdad085c3e2491d5c98319c9f39ab1126f5d43407f8f7539"", ""results/figures/paired_rademacher_risk_difference_phase2a/figure_1_pairing_gain_vs_s.png"": ""47bd868b13dac1dcd318e84674a581d8c9f7c3398dea9ceb732a0e25c9abd5f9"", ""results/figures/paired_rademacher_risk_difference_phase2a/figure_2_covariance_distribution.png"": ""a626d487c61695122b8ed3750b0f3f5554720f20343b113a8d76291b5c84633a"", ""results/figures/paired_rademacher_risk_difference_phase2a/figure_3_one_sided_error.png"": ""28f4206030bb331bb04e02f35be3f8096ab3521676a7ba348d0cc9f5c9844161"", ""results/figures/paired_rademacher_risk_difference_phase2a/figure_4_pairing_vs_risk_ratio.png"": ""863d52323c4fd39ab044987d4cbad6dc2b055f21f734033b398a8c60f583f777"", ""results/figures/paired_rademacher_risk_difference_phase2a/figure_5_catastrophic_pairing.png"": ""2ab69385e2698e4c89387595465f0cd78ad79d9a965d90daee1397b6a5dd3bc4"", ""results/figures/paired_rademacher_risk_difference_phase2a/figure_6_batch_stability.png"": ""0295ce1affb4ac44df290396fa10f8d3b7ecb722bcf3fd940d1148097db84ccd"", ""results/figures/paired_rademacher_risk_difference_phase2a/figure_7_sensitivity.png"": ""e798e26acef62fae8609c4b16ca37f2ddb1cc5d53d0f0eb89254edfa98b46d34""}",3.12.4,2.2.3,2.2.3,23.0.0
