eta,budget,s,pair,estimator,epsilon,truth_ties,abstention_rate,false_safe,false_safe_eligible_by_rank,false_rejection,false_rejection_eligible_by_rank,better_acceptance,better_acceptance_eligible_by_rank,coverage,coverage_eligible_by_rank
1e-06,160,4,left,mom_w1,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,left,mom_w1,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,left,mom_w1,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,left,mom_w2,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,left,mom_w2,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,left,mom_w2,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,left,mom_w2,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,sample_variance,0.0,0,0.0,0.40036154842005905,"{""15"": 182, ""30"": 180, ""5"": 188}",0.26975925925925925,"{""15"": 18, ""30"": 20, ""5"": 12}",0.7302407407407406,"{""15"": 18, ""30"": 20, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,sample_variance,0.2,0,0.716925,0.07407259328535924,"{""15"": 182, ""30"": 180, ""5"": 188}",0.12725,"{""15"": 18, ""30"": 20, ""5"": 12}",0.56925,"{""15"": 18, ""30"": 20, ""5"": 12}",0.283075,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,sample_variance,0.3333333333333333,0,0.8405166666666667,0.03214136119987184,"{""15"": 182, ""30"": 180, ""5"": 188}",0.07464814814814814,"{""15"": 18, ""30"": 20, ""5"": 12}",0.49839814814814815,"{""15"": 18, ""30"": 20, ""5"": 12}",0.15948333333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,sample_variance,0.5,0,0.9121916666666666,0.012447966729881623,"{""15"": 182, ""30"": 180, ""5"": 188}",0.04071296296296296,"{""15"": 18, ""30"": 20, ""5"": 12}",0.42235185185185187,"{""15"": 18, ""30"": 20, ""5"": 12}",0.08780833333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,paired_mean,0.0,0,0.0,0.40958980853661703,"{""15"": 182, ""30"": 180, ""5"": 188}",0.2993518518518518,"{""15"": 18, ""30"": 20, ""5"": 12}",0.7006481481481481,"{""15"": 18, ""30"": 20, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,paired_mean,0.2,0,0.62815,0.12589064245447223,"{""15"": 182, ""30"": 180, ""5"": 188}",0.16767592592592595,"{""15"": 18, ""30"": 20, ""5"": 12}",0.5675740740740741,"{""15"": 18, ""30"": 20, ""5"": 12}",0.37185,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,paired_mean,0.3333333333333333,0,0.76785,0.0704623481325609,"{""15"": 182, ""30"": 180, ""5"": 188}",0.11592592592592592,"{""15"": 18, ""30"": 20, ""5"": 12}",0.5017037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}",0.23215,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,paired_mean,0.5,0,0.8617833333333333,0.03675002164895782,"{""15"": 182, ""30"": 180, ""5"": 188}",0.07421296296296297,"{""15"": 18, ""30"": 20, ""5"": 12}",0.42825,"{""15"": 18, ""30"": 20, ""5"": 12}",0.13821666666666665,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,mom_w1,0.0,0,0.0,0.40958980853661703,"{""15"": 182, ""30"": 180, ""5"": 188}",0.2993518518518518,"{""15"": 18, ""30"": 20, ""5"": 12}",0.7006481481481481,"{""15"": 18, ""30"": 20, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,mom_w1,0.2,0,0.62815,0.12589064245447223,"{""15"": 182, ""30"": 180, ""5"": 188}",0.16767592592592595,"{""15"": 18, ""30"": 20, ""5"": 12}",0.5675740740740741,"{""15"": 18, ""30"": 20, ""5"": 12}",0.37185,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,mom_w1,0.3333333333333333,0,0.76785,0.0704623481325609,"{""15"": 182, ""30"": 180, ""5"": 188}",0.11592592592592592,"{""15"": 18, ""30"": 20, ""5"": 12}",0.5017037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}",0.23215,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,mom_w1,0.5,0,0.8617833333333333,0.03675002164895782,"{""15"": 182, ""30"": 180, ""5"": 188}",0.07421296296296297,"{""15"": 18, ""30"": 20, ""5"": 12}",0.42825,"{""15"": 18, ""30"": 20, ""5"": 12}",0.13821666666666665,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,mom_w2,0.0,0,0.0,0.40958980853661703,"{""15"": 182, ""30"": 180, ""5"": 188}",0.2993518518518518,"{""15"": 18, ""30"": 20, ""5"": 12}",0.7006481481481481,"{""15"": 18, ""30"": 20, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,mom_w2,0.2,0,0.62815,0.12589064245447223,"{""15"": 182, ""30"": 180, ""5"": 188}",0.16767592592592595,"{""15"": 18, ""30"": 20, ""5"": 12}",0.5675740740740741,"{""15"": 18, ""30"": 20, ""5"": 12}",0.37185,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,mom_w2,0.3333333333333333,0,0.76785,0.0704623481325609,"{""15"": 182, ""30"": 180, ""5"": 188}",0.11592592592592592,"{""15"": 18, ""30"": 20, ""5"": 12}",0.5017037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}",0.23215,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,primary,mom_w2,0.5,0,0.8617833333333333,0.03675002164895782,"{""15"": 182, ""30"": 180, ""5"": 188}",0.07421296296296297,"{""15"": 18, ""30"": 20, ""5"": 12}",0.42825,"{""15"": 18, ""30"": 20, ""5"": 12}",0.13821666666666665,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,sample_variance,0.0,0,0.0,0.39516771356783914,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,sample_variance,0.2,0,0.7749333333333334,0.06801264656616415,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.22506666666666666,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,sample_variance,0.3333333333333333,0,0.8919833333333334,0.028937981574539372,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.10801666666666666,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,sample_variance,0.5,0,0.954175,0.01104317420435511,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.045825,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,paired_mean,0.0,0,0.0,0.40572705192629815,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,paired_mean,0.2,0,0.6863,0.11604108040201006,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.31370000000000003,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,paired_mean,0.3333333333333333,0,0.8214666666666667,0.06478714405360135,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.17853333333333335,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,paired_mean,0.5,0,0.9074166666666666,0.03311917922948073,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.09258333333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,mom_w1,0.0,0,0.0,0.40572705192629815,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,mom_w1,0.2,0,0.6863,0.11604108040201006,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.31370000000000003,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,mom_w1,0.3333333333333333,0,0.8214666666666667,0.06478714405360135,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.17853333333333335,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,mom_w1,0.5,0,0.9074166666666666,0.03311917922948073,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.09258333333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,mom_w2,0.0,0,0.0,0.40572705192629815,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,mom_w2,0.2,0,0.6863,0.11604108040201006,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.31370000000000003,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,mom_w2,0.3333333333333333,0,0.8214666666666667,0.06478714405360135,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.17853333333333335,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,4,right,mom_w2,0.5,0,0.9074166666666666,0.03311917922948073,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.09258333333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,sample_variance,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,sample_variance,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,sample_variance,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,sample_variance,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,paired_mean,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,paired_mean,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,paired_mean,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,paired_mean,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,mom_w1,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,mom_w1,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,mom_w1,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,mom_w1,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,mom_w2,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,mom_w2,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,mom_w2,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,left,mom_w2,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,sample_variance,0.0,0,0.0,0.41651121378522427,"{""15"": 182, ""30"": 179, ""5"": 188}",0.2684259259259259,"{""15"": 18, ""30"": 21, ""5"": 12}",0.7315740740740742,"{""15"": 18, ""30"": 21, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,sample_variance,0.2,0,0.7176666666666667,0.07546521572448708,"{""15"": 182, ""30"": 179, ""5"": 188}",0.1259193121693122,"{""15"": 18, ""30"": 21, ""5"": 12}",0.5659523809523809,"{""15"": 18, ""30"": 21, ""5"": 12}",0.2823333333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,sample_variance,0.3333333333333333,0,0.8411333333333333,0.032499980951335994,"{""15"": 182, ""30"": 179, ""5"": 188}",0.07326719576719577,"{""15"": 18, ""30"": 21, ""5"": 12}",0.4943518518518519,"{""15"": 18, ""30"": 21, ""5"": 12}",0.15886666666666668,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,sample_variance,0.5,0,0.9125666666666666,0.012539798645825035,"{""15"": 182, ""30"": 179, ""5"": 188}",0.040046296296296295,"{""15"": 18, ""30"": 21, ""5"": 12}",0.41830687830687835,"{""15"": 18, ""30"": 21, ""5"": 12}",0.08743333333333332,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,paired_mean,0.0,0,0.0,0.42195931129174324,"{""15"": 182, ""30"": 179, ""5"": 188}",0.29871693121693127,"{""15"": 18, ""30"": 21, ""5"": 12}",0.7012830687830687,"{""15"": 18, ""30"": 21, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,paired_mean,0.2,0,0.6291166666666667,0.12749995972568182,"{""15"": 182, ""30"": 179, ""5"": 188}",0.16638888888888892,"{""15"": 18, ""30"": 21, ""5"": 12}",0.5644708994708995,"{""15"": 18, ""30"": 21, ""5"": 12}",0.3708833333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,paired_mean,0.3333333333333333,0,0.7683583333333334,0.07113785235130178,"{""15"": 182, ""30"": 179, ""5"": 188}",0.11421296296296297,"{""15"": 18, ""30"": 21, ""5"": 12}",0.4984325396825397,"{""15"": 18, ""30"": 21, ""5"": 12}",0.23164166666666666,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,paired_mean,0.5,0,0.8622,0.03691573883345546,"{""15"": 182, ""30"": 179, ""5"": 188}",0.07358465608465609,"{""15"": 18, ""30"": 21, ""5"": 12}",0.4244510582010583,"{""15"": 18, ""30"": 21, ""5"": 12}",0.1378,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,mom_w1,0.0,0,0.0,0.42195931129174324,"{""15"": 182, ""30"": 179, ""5"": 188}",0.29871693121693127,"{""15"": 18, ""30"": 21, ""5"": 12}",0.7012830687830687,"{""15"": 18, ""30"": 21, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,mom_w1,0.2,0,0.6291166666666667,0.12749995972568182,"{""15"": 182, ""30"": 179, ""5"": 188}",0.16638888888888892,"{""15"": 18, ""30"": 21, ""5"": 12}",0.5644708994708995,"{""15"": 18, ""30"": 21, ""5"": 12}",0.3708833333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,mom_w1,0.3333333333333333,0,0.7683583333333334,0.07113785235130178,"{""15"": 182, ""30"": 179, ""5"": 188}",0.11421296296296297,"{""15"": 18, ""30"": 21, ""5"": 12}",0.4984325396825397,"{""15"": 18, ""30"": 21, ""5"": 12}",0.23164166666666666,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,mom_w1,0.5,0,0.8622,0.03691573883345546,"{""15"": 182, ""30"": 179, ""5"": 188}",0.07358465608465609,"{""15"": 18, ""30"": 21, ""5"": 12}",0.4244510582010583,"{""15"": 18, ""30"": 21, ""5"": 12}",0.1378,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,mom_w2,0.0,0,0.0,0.42195931129174324,"{""15"": 182, ""30"": 179, ""5"": 188}",0.29871693121693127,"{""15"": 18, ""30"": 21, ""5"": 12}",0.7012830687830687,"{""15"": 18, ""30"": 21, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,mom_w2,0.2,0,0.6291166666666667,0.12749995972568182,"{""15"": 182, ""30"": 179, ""5"": 188}",0.16638888888888892,"{""15"": 18, ""30"": 21, ""5"": 12}",0.5644708994708995,"{""15"": 18, ""30"": 21, ""5"": 12}",0.3708833333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,mom_w2,0.3333333333333333,0,0.7683583333333334,0.07113785235130178,"{""15"": 182, ""30"": 179, ""5"": 188}",0.11421296296296297,"{""15"": 18, ""30"": 21, ""5"": 12}",0.4984325396825397,"{""15"": 18, ""30"": 21, ""5"": 12}",0.23164166666666666,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,primary,mom_w2,0.5,0,0.8622,0.03691573883345546,"{""15"": 182, ""30"": 179, ""5"": 188}",0.07358465608465609,"{""15"": 18, ""30"": 21, ""5"": 12}",0.4244510582010583,"{""15"": 18, ""30"": 21, ""5"": 12}",0.1378,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,sample_variance,0.0,0,0.0,0.4121504606365159,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,sample_variance,0.2,0,0.7760416666666666,0.06927311557788944,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.22395833333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,sample_variance,0.3333333333333333,0,0.89255,0.02945556951423786,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.10744999999999999,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,sample_variance,0.5,0,0.9543916666666666,0.01121005025125628,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.04560833333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,paired_mean,0.0,0,0.0,0.41926427973199326,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,paired_mean,0.2,0,0.687125,0.11781947236180905,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.312875,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,paired_mean,0.3333333333333333,0,0.8219833333333333,0.06563044388609716,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.17801666666666663,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,paired_mean,0.5,0,0.9076833333333333,0.033461515912897824,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.09231666666666666,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,mom_w1,0.0,0,0.0,0.41926427973199326,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,mom_w1,0.2,0,0.687125,0.11781947236180905,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.312875,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,mom_w1,0.3333333333333333,0,0.8219833333333333,0.06563044388609716,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.17801666666666663,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,mom_w1,0.5,0,0.9076833333333333,0.033461515912897824,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.09231666666666666,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,mom_w2,0.0,0,0.0,0.41926427973199326,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,mom_w2,0.2,0,0.687125,0.11781947236180905,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.312875,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,mom_w2,0.3333333333333333,0,0.8219833333333333,0.06563044388609716,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.17801666666666663,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,4,right,mom_w2,0.5,0,0.9076833333333333,0.033461515912897824,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.09231666666666666,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,8,left,sample_variance,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
