eta,budget,s,pair,estimator,epsilon,fraction,evaluable,paths,original_baseline_mean,paid_baseline_mean,paid_candidate_mean,paid_oracle_mean,paid_selected_mean,selected_mean_ratio,paid_baseline_mean_ratio,paid_candidate_mean_ratio,paid_oracle_mean_ratio,median_pathwise_ratio,p90_pathwise_ratio,p95_pathwise_ratio,p99_pathwise_ratio,max_pathwise_ratio,fraction_paths_harmed,accept_probability,reject_probability,abstain_probability,correct_paid_order_probability,false_candidate_probability,missed_paid_candidate_probability,net_beneficial_accept_probability,net_harmful_accept_probability,mean_cost_multiplier,mean_net_numerator_threshold,baseline_risk_share,recovered_risk_share,candidate_repays_fraction
1e-10,80,4,left,mom_w1,0.0,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,mom_w1,0.0,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,mom_w1,0.0,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,mom_w1,0.2,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,mom_w1,0.2,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,mom_w1,0.2,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,mom_w1,0.3333333333333333,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,mom_w1,0.3333333333333333,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,mom_w1,0.3333333333333333,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,mom_w1,0.5,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,mom_w1,0.5,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,mom_w1,0.5,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,mom_w2,0.0,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,mom_w2,0.0,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,mom_w2,0.0,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,mom_w2,0.2,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,mom_w2,0.2,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,mom_w2,0.2,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,mom_w2,0.3333333333333333,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,mom_w2,0.3333333333333333,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,mom_w2,0.3333333333333333,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,mom_w2,0.5,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,mom_w2,0.5,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,mom_w2,0.5,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,paired_mean,0.0,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,paired_mean,0.0,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,paired_mean,0.0,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,paired_mean,0.2,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,paired_mean,0.2,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,paired_mean,0.2,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,paired_mean,0.3333333333333333,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,paired_mean,0.3333333333333333,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,paired_mean,0.3333333333333333,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,paired_mean,0.5,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,paired_mean,0.5,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,paired_mean,0.5,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,sample_variance,0.0,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,sample_variance,0.0,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,sample_variance,0.0,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,sample_variance,0.2,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,sample_variance,0.2,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,sample_variance,0.2,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,sample_variance,0.3333333333333333,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,sample_variance,0.3333333333333333,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,sample_variance,0.3333333333333333,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,left,sample_variance,0.5,0.01,True,2.0,1.1879260472489501e-20,1.442663480564969e-20,0.0658676931954001,1.442663480564969e-20,1.4426634805649664e-20,1.1325208607817292,1.1325208607817305,1.0940808943589798e+19,1.1325208607817305,1.1325208607817296,1.1325208607817305,1.1325208607817308,1.1325208607817308,1.1325208607817308,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.010195487939655253,,0.0
1e-10,80,4,left,sample_variance,0.5,0.05,True,10.0,1.1788536943644145e-20,1.4327955290636048e-20,0.06586418020804458,1.4327955290636048e-20,1.4327955290636054e-20,1.1325208607817305,1.1325208607817305,1.1055546768806627e+19,1.1325208607817305,1.132520860781731,1.1325208607817334,1.132520860781734,1.1325208607817345,1.1325208607817345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817303,0.8876190476190476,0.0501877805136601,,0.0
1e-10,80,4,left,sample_variance,0.5,0.1,True,20.0,1.1777161693783006e-20,1.4315577648153045e-20,0.0658635427737656,1.4315577648153045e-20,1.4315577648153042e-20,1.1325208607817305,1.1325208607817305,1.107117432601504e+19,1.1325208607817305,1.1325208607817305,1.132520860781734,1.1325208607817343,1.1325208607817354,1.1325208607817359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1325208607817305,0.8876190476190478,0.10017792468659086,,0.0
1e-10,80,4,primary,mom_w1,0.0,0.01,True,2.0,1.1879260472489501e-20,1.6215439485862354e-20,1.6745501151052524e-20,1.6158682407442216e-20,1.64324007358582e-20,1.2565976847209843,1.2195616883116884,1.3082843060457443,1.2103087008156506,1.2571303454931002,1.2668250126661345,1.2680368460627636,1.269006312780067,1.2692486794593931,1.0,0.44083333333333335,0.5591666666666667,0.0,0.5691666666666667,0.35250000000000004,0.07833333333333332,0.0,0.44083333333333335,1.2195616883116884,0.8314285714285714,0.010195487939655253,,0.0
1e-10,80,4,primary,mom_w1,0.0,0.05,True,10.0,1.1788536943644145e-20,1.611222265227659e-20,1.674635405887988e-20,1.610087123659256e-20,1.639052820944266e-20,1.2638558755663893,1.2195616883116882,1.3262034598898063,1.217626037092046,1.2659638779321076,1.2706697410825873,1.2712214109398212,1.2716627468256079,1.2717730807970549,1.0,0.43333333333333335,0.5666666666666667,0.0,0.5686666666666668,0.41566666666666663,0.015666666666666666,0.0,0.43333333333333335,1.2195616883116884,0.8314285714285715,0.0501877805136601,,0.0
1e-10,80,4,primary,mom_w1,0.0,0.1,True,20.0,1.1777161693783006e-20,1.6099272266425564e-20,1.6746308082510977e-20,1.6093596558583547e-20,1.6384262783711443e-20,1.2643886354134677,1.2195616883116882,1.3285425155366581,1.2185882682545486,1.2656018342095139,1.2693933498622954,1.271109840346336,1.2717747358076537,1.2719409596729832,1.0,0.4288333333333334,0.5711666666666667,0.0,0.5721666666666667,0.42,0.007833333333333333,0.0,0.4288333333333334,1.2195616883116884,0.8314285714285714,0.10017792468659086,,0.0
1e-10,80,4,primary,mom_w1,0.2,0.01,True,2.0,1.1879260472489501e-20,1.6215439485862354e-20,1.6745501151052524e-20,1.6158682407442216e-20,1.6263836727527205e-20,1.230985483485923,1.2195616883116884,1.3082843060457443,1.2103087008156506,1.2312084177480236,1.2353058935786259,1.2358180780574513,1.2362278256405113,1.2363302625362764,1.0,0.15166666666666664,0.2233333333333333,0.625,0.22833333333333336,0.105,0.12,0.0,0.15166666666666664,1.2195616883116884,0.8314285714285714,0.010195487939655253,,0.0
1e-10,80,4,primary,mom_w1,0.2,0.05,True,10.0,1.1788536943644145e-20,1.611222265227659e-20,1.674635405887988e-20,1.610087123659256e-20,1.6173343634548078e-20,1.2334723042929359,1.2195616883116882,1.3262034598898063,1.217626037092046,1.233908239832828,1.237247787526269,1.2379348741785707,1.2384845435004124,1.2386219608308726,1.0,0.12133333333333333,0.20983333333333332,0.6688333333333333,0.21083333333333332,0.11199999999999999,0.023999999999999997,0.0,0.12133333333333333,1.2195616883116884,0.8314285714285715,0.0501877805136601,,0.0
1e-10,80,4,primary,mom_w1,0.2,0.1,True,20.0,1.1777161693783006e-20,1.6099272266425564e-20,1.6746308082510977e-20,1.6093596558583547e-20,1.6162480149684152e-20,1.2343237858351273,1.2195616883116882,1.3285425155366581,1.2185882682545486,1.2351180699819848,1.2375499529201048,1.2384444360292528,1.2394388875143534,1.2396875003856282,1.0,0.11916666666666668,0.20583333333333334,0.6749999999999999,0.20633333333333334,0.1145,0.011999999999999999,0.0,0.11916666666666668,1.2195616883116884,0.8314285714285714,0.10017792468659086,,0.0
1e-10,80,4,primary,mom_w1,0.3333333333333333,0.01,True,2.0,1.1879260472489501e-20,1.6215439485862354e-20,1.6745501151052524e-20,1.6158682407442216e-20,1.623900502757872e-20,1.226136256445321,1.2195616883116884,1.3082843060457443,1.2103087008156506,1.2262813031576218,1.2290781084163072,1.2294277090736427,1.2297073895995112,1.2297773097309783,1.0,0.09250000000000001,0.13166666666666665,0.7758333333333333,0.13916666666666666,0.06,0.13416666666666668,0.0,0.09250000000000001,1.2195616883116884,0.8314285714285714,0.010195487939655253,,0.0
1e-10,80,4,primary,mom_w1,0.3333333333333333,0.05,True,10.0,1.1788536943644145e-20,1.611222265227659e-20,1.674635405887988e-20,1.610087123659256e-20,1.6144501125970403e-20,1.2276576769018668,1.2195616883116882,1.3262034598898063,1.217626037092046,1.2278936768714483,1.2302671293359972,1.2308813964486545,1.2313728101387802,1.2314956635613117,1.0,0.06933333333333334,0.12483333333333331,0.8058333333333333,0.12633333333333333,0.06283333333333334,0.026833333333333334,0.0,0.06933333333333334,1.2195616883116884,0.8314285714285715,0.0501877805136601,,0.0
