eta,budget,s,pair,estimator,epsilon,fraction,detection,eligible_by_rank
1e-10,80,32,primary,mom_w2,0.0,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.0,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.2,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.2,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.2,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.3333333333333333,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.3333333333333333,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.3333333333333333,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.5,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.5,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,80,32,primary,mom_w2,0.5,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.0,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.0,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.0,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.2,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.2,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.2,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.3333333333333333,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.3333333333333333,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.3333333333333333,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.5,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.5,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,sample_variance,0.5,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.0,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.0,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.0,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.2,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.2,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.2,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.3333333333333333,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.3333333333333333,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.3333333333333333,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.5,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.5,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,paired_mean,0.5,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.0,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.0,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.0,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.2,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.2,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.2,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.3333333333333333,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.3333333333333333,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.3333333333333333,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.5,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.5,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w1,0.5,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.0,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.0,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.0,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.2,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.2,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.2,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.3333333333333333,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.3333333333333333,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.3333333333333333,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.5,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.5,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,160,32,primary,mom_w2,0.5,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.0,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.0,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.0,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.2,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.2,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.2,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.3333333333333333,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.3333333333333333,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.3333333333333333,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.5,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.5,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,sample_variance,0.5,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.0,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.0,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.0,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.2,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.2,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.2,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.3333333333333333,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.3333333333333333,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.3333333333333333,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.5,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.5,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,paired_mean,0.5,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.0,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.0,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.0,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.2,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.2,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.2,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.3333333333333333,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.3333333333333333,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.3333333333333333,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.5,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.5,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w1,0.5,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.0,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.0,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.0,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.2,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.2,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.2,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.3333333333333333,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.3333333333333333,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.3333333333333333,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.5,0.01,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.5,0.05,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-10,240,32,primary,mom_w2,0.5,0.1,,"{""15"": 1, ""30"": 0, ""5"": 0}"
1e-06,80,4,primary,sample_variance,0.0,0.01,0.9883333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,sample_variance,0.0,0.05,0.8371666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,sample_variance,0.0,0.1,0.7358680555555556,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,sample_variance,0.2,0.01,0.98,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,sample_variance,0.2,0.05,0.7434999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,sample_variance,0.2,0.1,0.5987847222222222,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,sample_variance,0.3333333333333333,0.01,0.9708333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,sample_variance,0.3333333333333333,0.05,0.6838333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,sample_variance,0.3333333333333333,0.1,0.530625,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,sample_variance,0.5,0.01,0.96,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,sample_variance,0.5,0.05,0.6044999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,sample_variance,0.5,0.1,0.45284722222222223,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,paired_mean,0.0,0.01,0.9783333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,paired_mean,0.0,0.05,0.801,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,paired_mean,0.0,0.1,0.7046180555555557,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,paired_mean,0.2,0.01,0.9708333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,paired_mean,0.2,0.05,0.7235,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,paired_mean,0.2,0.1,0.5946180555555556,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,paired_mean,0.3333333333333333,0.01,0.9575,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,paired_mean,0.3333333333333333,0.05,0.6679999999999998,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,paired_mean,0.3333333333333333,0.1,0.5302430555555556,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,paired_mean,0.5,0.01,0.9433333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,paired_mean,0.5,0.05,0.5986666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,paired_mean,0.5,0.1,0.45711805555555557,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,mom_w1,0.0,0.01,0.9783333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,mom_w1,0.0,0.05,0.801,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,mom_w1,0.0,0.1,0.7046180555555557,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,mom_w1,0.2,0.01,0.9708333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,mom_w1,0.2,0.05,0.7235,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,mom_w1,0.2,0.1,0.5946180555555556,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,mom_w1,0.3333333333333333,0.01,0.9575,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,mom_w1,0.3333333333333333,0.05,0.6679999999999998,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,mom_w1,0.3333333333333333,0.1,0.5302430555555556,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,mom_w1,0.5,0.01,0.9433333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,mom_w1,0.5,0.05,0.5986666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,mom_w1,0.5,0.1,0.45711805555555557,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,mom_w2,0.0,0.01,0.9783333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,mom_w2,0.0,0.05,0.801,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,mom_w2,0.0,0.1,0.7046180555555557,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,mom_w2,0.2,0.01,0.9708333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,mom_w2,0.2,0.05,0.7235,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,mom_w2,0.2,0.1,0.5946180555555556,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,mom_w2,0.3333333333333333,0.01,0.9575,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,mom_w2,0.3333333333333333,0.05,0.6679999999999998,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,mom_w2,0.3333333333333333,0.1,0.5302430555555556,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,4,primary,mom_w2,0.5,0.01,0.9433333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,4,primary,mom_w2,0.5,0.05,0.5986666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,4,primary,mom_w2,0.5,0.1,0.45711805555555557,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,160,4,primary,sample_variance,0.0,0.01,0.9883333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,sample_variance,0.0,0.05,0.8489999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,sample_variance,0.0,0.1,0.7302407407407406,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,sample_variance,0.2,0.01,0.98,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,sample_variance,0.2,0.05,0.7523333333333332,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,sample_variance,0.2,0.1,0.56925,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,sample_variance,0.3333333333333333,0.01,0.9716666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,sample_variance,0.3333333333333333,0.05,0.6918333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,sample_variance,0.3333333333333333,0.1,0.49839814814814815,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,sample_variance,0.5,0.01,0.9608333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,sample_variance,0.5,0.05,0.6126666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,sample_variance,0.5,0.1,0.42235185185185187,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,paired_mean,0.0,0.01,0.9791666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,paired_mean,0.0,0.05,0.8130000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,paired_mean,0.0,0.1,0.7006481481481481,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,paired_mean,0.2,0.01,0.9716666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,paired_mean,0.2,0.05,0.7306666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,paired_mean,0.2,0.1,0.5675740740740741,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,paired_mean,0.3333333333333333,0.01,0.9591666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,paired_mean,0.3333333333333333,0.05,0.6768333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,paired_mean,0.3333333333333333,0.1,0.5017037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,paired_mean,0.5,0.01,0.9433333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,paired_mean,0.5,0.05,0.6043333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,paired_mean,0.5,0.1,0.42825,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,mom_w1,0.0,0.01,0.9791666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,mom_w1,0.0,0.05,0.8130000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,mom_w1,0.0,0.1,0.7006481481481481,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,mom_w1,0.2,0.01,0.9716666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,mom_w1,0.2,0.05,0.7306666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,mom_w1,0.2,0.1,0.5675740740740741,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,mom_w1,0.3333333333333333,0.01,0.9591666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,mom_w1,0.3333333333333333,0.05,0.6768333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,mom_w1,0.3333333333333333,0.1,0.5017037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,mom_w1,0.5,0.01,0.9433333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,mom_w1,0.5,0.05,0.6043333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,mom_w1,0.5,0.1,0.42825,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,mom_w2,0.0,0.01,0.9791666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,mom_w2,0.0,0.05,0.8130000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,mom_w2,0.0,0.1,0.7006481481481481,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,mom_w2,0.2,0.01,0.9716666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,mom_w2,0.2,0.05,0.7306666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,mom_w2,0.2,0.1,0.5675740740740741,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,mom_w2,0.3333333333333333,0.01,0.9591666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,mom_w2,0.3333333333333333,0.05,0.6768333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,mom_w2,0.3333333333333333,0.1,0.5017037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,4,primary,mom_w2,0.5,0.01,0.9433333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,4,primary,mom_w2,0.5,0.05,0.6043333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,4,primary,mom_w2,0.5,0.1,0.42825,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,sample_variance,0.0,0.01,0.9883333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,sample_variance,0.0,0.05,0.8504999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,sample_variance,0.0,0.1,0.7337685185185187,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,sample_variance,0.2,0.01,0.98,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,sample_variance,0.2,0.05,0.753,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,sample_variance,0.2,0.1,0.5711388888888888,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,sample_variance,0.3333333333333333,0.01,0.9716666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,sample_variance,0.3333333333333333,0.05,0.693,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,sample_variance,0.3333333333333333,0.1,0.49974074074074076,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,sample_variance,0.5,0.01,0.9625,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,sample_variance,0.5,0.05,0.6138333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,sample_variance,0.5,0.1,0.42317592592592596,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,paired_mean,0.0,0.01,0.9791666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,paired_mean,0.0,0.05,0.8140000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,paired_mean,0.0,0.1,0.7033703703703703,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,paired_mean,0.2,0.01,0.9725,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,paired_mean,0.2,0.05,0.7313333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,paired_mean,0.2,0.1,0.5690462962962962,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,paired_mean,0.3333333333333333,0.01,0.9591666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,paired_mean,0.3333333333333333,0.05,0.6783333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,paired_mean,0.3333333333333333,0.1,0.5034444444444445,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,paired_mean,0.5,0.01,0.9433333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,paired_mean,0.5,0.05,0.605,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,paired_mean,0.5,0.1,0.4290185185185185,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,mom_w1,0.0,0.01,0.9791666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,mom_w1,0.0,0.05,0.8140000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,mom_w1,0.0,0.1,0.7033703703703703,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,mom_w1,0.2,0.01,0.9725,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,mom_w1,0.2,0.05,0.7313333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,mom_w1,0.2,0.1,0.5690462962962962,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,mom_w1,0.3333333333333333,0.01,0.9591666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,mom_w1,0.3333333333333333,0.05,0.6783333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
