eta,budget,s,pair,estimator,epsilon,fraction,detection,eligible_by_rank
1e-06,160,16,primary,paired_mean,0.2,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,paired_mean,0.2,0.05,0.8528333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,paired_mean,0.2,0.1,0.6164074074074074,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,paired_mean,0.3333333333333333,0.01,0.9974999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,paired_mean,0.3333333333333333,0.05,0.7876666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,paired_mean,0.3333333333333333,0.1,0.5320925925925927,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,paired_mean,0.5,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,paired_mean,0.5,0.05,0.6911666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,paired_mean,0.5,0.1,0.4461203703703704,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,mom_w1,0.0,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,mom_w1,0.0,0.05,0.8815,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,mom_w1,0.0,0.1,0.7598888888888888,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,mom_w1,0.2,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,mom_w1,0.2,0.05,0.7928333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,mom_w1,0.2,0.1,0.6081388888888889,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,mom_w1,0.3333333333333333,0.01,0.9899999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,mom_w1,0.3333333333333333,0.05,0.7200000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,mom_w1,0.3333333333333333,0.1,0.5184537037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,mom_w1,0.5,0.01,0.9824999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,mom_w1,0.5,0.05,0.6194999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,mom_w1,0.5,0.1,0.42097222222222214,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,mom_w2,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,mom_w2,0.0,0.05,0.9115000000000002,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,mom_w2,0.0,0.1,0.7828425925925925,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,mom_w2,0.2,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,mom_w2,0.2,0.05,0.8250000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,mom_w2,0.2,0.1,0.609648148148148,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,mom_w2,0.3333333333333333,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,mom_w2,0.3333333333333333,0.05,0.7559999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,mom_w2,0.3333333333333333,0.1,0.5245555555555556,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,mom_w2,0.5,0.01,0.9908333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,mom_w2,0.5,0.05,0.6576666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,mom_w2,0.5,0.1,0.4306759259259259,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,sample_variance,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,sample_variance,0.0,0.05,0.9558333333333332,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,sample_variance,0.0,0.1,0.8403333333333333,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,sample_variance,0.2,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,sample_variance,0.2,0.05,0.8673333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,sample_variance,0.2,0.1,0.6083240740740741,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,sample_variance,0.3333333333333333,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,sample_variance,0.3333333333333333,0.05,0.7978333333333332,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,sample_variance,0.3333333333333333,0.1,0.5221111111111111,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,sample_variance,0.5,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,sample_variance,0.5,0.05,0.6926666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,sample_variance,0.5,0.1,0.4417037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,paired_mean,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,paired_mean,0.0,0.05,0.9330000000000002,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,paired_mean,0.0,0.1,0.8068981481481482,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,paired_mean,0.2,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,paired_mean,0.2,0.05,0.8545000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,paired_mean,0.2,0.1,0.6184074074074074,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,paired_mean,0.3333333333333333,0.01,0.9974999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,paired_mean,0.3333333333333333,0.05,0.7893333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,paired_mean,0.3333333333333333,0.1,0.5340833333333334,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,paired_mean,0.5,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,paired_mean,0.5,0.05,0.6926666666666668,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,paired_mean,0.5,0.1,0.4474074074074074,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,mom_w1,0.0,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,mom_w1,0.0,0.05,0.8826666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,mom_w1,0.0,0.1,0.762425925925926,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,mom_w1,0.2,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,mom_w1,0.2,0.05,0.7943333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,mom_w1,0.2,0.1,0.6103148148148148,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,mom_w1,0.3333333333333333,0.01,0.9899999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,mom_w1,0.3333333333333333,0.05,0.7215000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,mom_w1,0.3333333333333333,0.1,0.5203425925925926,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,mom_w1,0.5,0.01,0.9833333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,mom_w1,0.5,0.05,0.621,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,mom_w1,0.5,0.1,0.4219537037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,mom_w2,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,mom_w2,0.0,0.05,0.9121666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,mom_w2,0.0,0.1,0.7853703703703704,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,mom_w2,0.2,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,mom_w2,0.2,0.05,0.8261666666666668,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,mom_w2,0.2,0.1,0.612037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,mom_w2,0.3333333333333333,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,mom_w2,0.3333333333333333,0.05,0.7566666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,mom_w2,0.3333333333333333,0.1,0.5263425925925925,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,16,primary,mom_w2,0.5,0.01,0.9908333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,16,primary,mom_w2,0.5,0.05,0.6591666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,16,primary,mom_w2,0.5,0.1,0.43180555555555555,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,80,32,primary,sample_variance,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,sample_variance,0.0,0.05,0.9710000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,sample_variance,0.0,0.1,0.8671875,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,sample_variance,0.2,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,sample_variance,0.2,0.05,0.8801666666666664,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,sample_variance,0.2,0.1,0.6475347222222222,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,sample_variance,0.3333333333333333,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,sample_variance,0.3333333333333333,0.05,0.7993333333333332,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,sample_variance,0.3333333333333333,0.1,0.5621180555555556,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,sample_variance,0.5,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,sample_variance,0.5,0.05,0.7091666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,sample_variance,0.5,0.1,0.4933680555555555,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,paired_mean,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,paired_mean,0.0,0.05,0.9536666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,paired_mean,0.0,0.1,0.840763888888889,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,paired_mean,0.2,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,paired_mean,0.2,0.05,0.8736666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,paired_mean,0.2,0.1,0.6625694444444444,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,paired_mean,0.3333333333333333,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,paired_mean,0.3333333333333333,0.05,0.8003333333333335,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,paired_mean,0.3333333333333333,0.1,0.5746180555555556,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,paired_mean,0.5,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,paired_mean,0.5,0.05,0.7038333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,paired_mean,0.5,0.1,0.4914583333333333,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,mom_w1,0.0,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,mom_w1,0.0,0.05,0.9058333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,mom_w1,0.0,0.1,0.7964583333333333,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,mom_w1,0.2,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,mom_w1,0.2,0.05,0.8075000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,mom_w1,0.2,0.1,0.6435416666666667,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,mom_w1,0.3333333333333333,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,mom_w1,0.3333333333333333,0.05,0.7251666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,mom_w1,0.3333333333333333,0.1,0.5463888888888889,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,mom_w1,0.5,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,mom_w1,0.5,0.05,0.6145,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,mom_w1,0.5,0.1,0.4444444444444444,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,mom_w2,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,mom_w2,0.0,0.05,0.9278333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,mom_w2,0.0,0.1,0.8163541666666667,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,mom_w2,0.2,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,mom_w2,0.2,0.05,0.8388333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,mom_w2,0.2,0.1,0.6532291666666667,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,mom_w2,0.3333333333333333,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,mom_w2,0.3333333333333333,0.05,0.7616666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,mom_w2,0.3333333333333333,0.1,0.5606944444444444,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,32,primary,mom_w2,0.5,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,32,primary,mom_w2,0.5,0.05,0.6494999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,32,primary,mom_w2,0.5,0.1,0.4605208333333333,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,160,32,primary,sample_variance,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,sample_variance,0.0,0.05,0.9743333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,sample_variance,0.0,0.1,0.8572129629629629,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,sample_variance,0.2,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,sample_variance,0.2,0.05,0.8893333333333332,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,sample_variance,0.2,0.1,0.6004351851851851,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,sample_variance,0.3333333333333333,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,sample_variance,0.3333333333333333,0.05,0.8115,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,sample_variance,0.3333333333333333,0.1,0.5168796296296296,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,sample_variance,0.5,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,sample_variance,0.5,0.05,0.7218333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,sample_variance,0.5,0.1,0.45401851851851854,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,paired_mean,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,paired_mean,0.0,0.05,0.9575,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,paired_mean,0.0,0.1,0.828925925925926,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,paired_mean,0.2,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,paired_mean,0.2,0.05,0.8826666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,paired_mean,0.2,0.1,0.6152222222222222,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,paired_mean,0.3333333333333333,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,paired_mean,0.3333333333333333,0.05,0.8133333333333331,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,paired_mean,0.3333333333333333,0.1,0.5316851851851853,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,paired_mean,0.5,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,paired_mean,0.5,0.05,0.717,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,paired_mean,0.5,0.1,0.45275925925925925,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,mom_w1,0.0,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,mom_w1,0.0,0.05,0.9129999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,mom_w1,0.0,0.1,0.7823518518518519,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,mom_w1,0.2,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,mom_w1,0.2,0.05,0.8193333333333332,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,mom_w1,0.2,0.1,0.6121666666666666,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,mom_w1,0.3333333333333333,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,mom_w1,0.3333333333333333,0.05,0.7381666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,mom_w1,0.3333333333333333,0.1,0.5122407407407408,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,mom_w1,0.5,0.01,0.9941666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,mom_w1,0.5,0.05,0.6251666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,mom_w1,0.5,0.1,0.4125833333333333,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,mom_w2,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,mom_w2,0.0,0.05,0.9336666666666668,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,mom_w2,0.0,0.1,0.8008055555555557,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,mom_w2,0.2,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,mom_w2,0.2,0.05,0.8486666666666668,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,mom_w2,0.2,0.1,0.6163425925925926,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,mom_w2,0.3333333333333333,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,mom_w2,0.3333333333333333,0.05,0.7720000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,mom_w2,0.3333333333333333,0.1,0.5209444444444444,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,32,primary,mom_w2,0.5,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,32,primary,mom_w2,0.5,0.05,0.662,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,32,primary,mom_w2,0.5,0.1,0.426675925925926,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,sample_variance,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,sample_variance,0.0,0.05,0.9754999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,sample_variance,0.0,0.1,0.864861111111111,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,sample_variance,0.2,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,sample_variance,0.2,0.05,0.8901666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,sample_variance,0.2,0.1,0.6031574074074074,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,sample_variance,0.3333333333333333,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,sample_variance,0.3333333333333333,0.05,0.8135,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,sample_variance,0.3333333333333333,0.1,0.5185092592592593,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,sample_variance,0.5,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,sample_variance,0.5,0.05,0.7223333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,sample_variance,0.5,0.1,0.45442592592592596,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,paired_mean,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,paired_mean,0.0,0.05,0.9580000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,paired_mean,0.0,0.1,0.834,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,paired_mean,0.2,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,paired_mean,0.2,0.05,0.884,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,paired_mean,0.2,0.1,0.6177592592592592,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,paired_mean,0.3333333333333333,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,paired_mean,0.3333333333333333,0.05,0.8153333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,paired_mean,0.3333333333333333,0.1,0.5334074074074074,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,paired_mean,0.5,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,paired_mean,0.5,0.05,0.7174999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,paired_mean,0.5,0.1,0.4532037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,mom_w1,0.0,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,mom_w1,0.0,0.05,0.9143333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,mom_w1,0.0,0.1,0.7850925925925925,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,mom_w1,0.2,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,mom_w1,0.2,0.05,0.8211666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,mom_w1,0.2,0.1,0.6147407407407407,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,mom_w1,0.3333333333333333,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,mom_w1,0.3333333333333333,0.05,0.7398333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,mom_w1,0.3333333333333333,0.1,0.5138981481481482,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,mom_w1,0.5,0.01,0.9941666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,mom_w1,0.5,0.05,0.6263333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,mom_w1,0.5,0.1,0.4134907407407407,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,mom_w2,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,mom_w2,0.0,0.05,0.9346666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,mom_w2,0.0,0.1,0.8044537037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,mom_w2,0.2,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,mom_w2,0.2,0.05,0.8496666666666665,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,mom_w2,0.2,0.1,0.6181944444444444,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,mom_w2,0.3333333333333333,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,mom_w2,0.3333333333333333,0.05,0.774,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,32,primary,mom_w2,0.3333333333333333,0.1,0.5225648148148148,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,32,primary,mom_w2,0.5,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,32,primary,mom_w2,0.5,0.05,0.664,"{""15"": 10, ""30"": 10, ""5"": 10}"
