orientation,trial,method,q,r,ell,query_count,signal_rank,exact_signal_rank,signal_sigma_min,signal_sigma_max,sketch_sigma_min,projection_error_op,projection_error_fro,largest_angle_degrees,orthogonality_error,energy_gaussian,energy_rademacher,risk_gaussian,risk_rademacher,estimate,squared_error,squared_error_over_risk,detected_knee,gap,contrast,ritz_values
0,5,hpp,20,20,20,60,5,5.0,3.0720330955878867,5.79947645120715,0.0071648900072423,0.0030630572040704,0.0050008055704469,0.1755005246347734,2.1592153559988904e-15,8.005012618391161e-05,1.2524682073546974e-05,8.00501261839116e-06,1.2524682073546974e-06,5.09560908458521,3.709840319456124e-07,0.29620235449262,,,,"[0.9999979197977584, 0.999997224791512, 0.9999957122719351, 0.9999935330276193, 0.999990627062886, 0.0010000000000001473, 0.0010000000000001139, 0.001000000000000069, 0.0010000000000000185, 0.0010000000000000132, 0.0010000000000000059, 0.0010000000000000013, 0.0010000000000000005, 0.001, 0.000999999999999999, 0.0009999999999999979, 0.000999999999999991, 0.0009999999999999799, 0.0009999999999999616, 0.0009999999999999473]"
0,5,gated,8,8,44,60,5,5.0,1.0637471894074808,4.282164115664242,0.0093121455115495,0.0084243319397274,0.0118767215313063,0.4826843747793348,1.9156648978305173e-15,9.228901198179212e-05,2.882011955168469e-06,4.19495509008146e-06,1.3100054341674858e-07,5.094792054144032,4.324147901216576e-08,0.3300862567768347,5.0,6.907684378069395,69076.84378069395,"[0.9999957501980627, 0.9999921893430952, 0.9999850917434276, 0.9999569516568675, 0.9999291016007381, 0.0010000000000000696, 0.0010000000000000193, 0.0009999999999999076]"
0,6,hpp,20,20,20,60,5,5.0,2.717575773510704,6.239553545645757,0.0064836576616957,0.0035436340064762,0.0054031636218011,0.203035697643085,3.3128778028737377e-15,8.005857890563129e-05,1.254276676861324e-05,8.005857890563129e-06,1.254276676861324e-06,5.096355232975386,1.8366564175852673e-06,1.4643152116814278,,,,"[0.9999983624800224, 0.999998014434939, 0.9999939922076811, 0.9999930106790511, 0.9999874552153711, 0.0010000000000001377, 0.0010000000000000406, 0.0010000000000000185, 0.0010000000000000065, 0.001000000000000001, 0.0010000000000000007, 0.001, 0.0009999999999999994, 0.0009999999999999987, 0.0009999999999999963, 0.0009999999999999924, 0.0009999999999999807, 0.0009999999999999374, 0.0009999999999999274, 0.0009999999999998782]"
0,6,gated,8,8,44,60,5,5.0,0.9751052108494932,4.833299251182563,0.0085837016813687,0.0103194421072592,0.0140948493865872,0.5912709741537896,4.2040222083216176e-15,9.241273492592732e-05,2.913518281198697e-06,4.2005788602694234e-06,1.324326491453953e-07,5.094702736029369,8.836586823260898e-08,0.6672513825166614,5.0,6.907648888928354,69076.48888928354,"[0.9999970031354732, 0.9999924473021418, 0.9999826357035195, 0.9999358321389393, 0.9998936156054811, 0.0010000000000000425, 0.0009999999999999586, 0.0009999999999999567]"
0,7,hpp,20,20,20,60,5,5.0,3.077000684287891,5.8736561780429595,0.006199382614009,0.0030886152216434,0.0049311417926721,0.1769648981015344,2.2683427267288794e-15,8.004873125188662e-05,1.2552136320574928e-05,8.004873125188662e-06,1.2552136320574928e-06,5.094087909085028,8.31909837166394e-07,0.6627635455191503,,,,"[0.999997325307314, 0.9999967338891423, 0.9999956834755205, 0.9999954954892563, 0.999990469995559, 0.001000000000000094, 0.0010000000000000432, 0.0010000000000000132, 0.0010000000000000022, 0.0010000000000000015, 0.0010000000000000005, 0.0010000000000000005, 0.0009999999999999998, 0.0009999999999999998, 0.0009999999999999992, 0.0009999999999999987, 0.0009999999999999866, 0.0009999999999999747, 0.000999999999999953, 0.0009999999999999209]"
0,7,gated,8,8,44,60,4,4.0,7.722586850476646e-17,4.3792764890230265,0.0084813658046017,1.0000000000000009,1.0000292398748247,90.0,2.4607877120581104e-15,1.000091118223709,0.5000037940227572,0.0454586871919867,0.0227274451828526,4.913237739665868,0.0330375192817711,1.4536398181128298,4.0,6.9077213004405955,69077.21300440594,"[0.9999948939823049, 0.9999927707745181, 0.9999878910833173, 0.9999660220358517, 0.0010000000000001286, 0.0010000000000000057, 0.0009999999999999957, 0.0009999999999999005]"
0,8,hpp,20,20,20,60,5,5.0,2.2801097875210607,6.097733367821131,0.0059470319735755,0.0041122513144674,0.0056954305351611,0.2356153086857586,2.0053547036985555e-15,8.006517285491605e-05,1.2553810050067203e-05,8.006517285491605e-06,1.2553810050067205e-06,5.094289908857936,5.042294300306541e-07,0.4016545001236137,,,,"[0.999998439799518, 0.9999976425144066, 0.9999950004775299, 0.9999934054177586, 0.9999831062997379, 0.001000000000000172, 0.0010000000000000523, 0.0010000000000000254, 0.0010000000000000074, 0.0010000000000000067, 0.0010000000000000028, 0.001000000000000001, 0.0009999999999999994, 0.0009999999999999992, 0.000999999999999998, 0.0009999999999999913, 0.0009999999999999894, 0.0009999999999999402, 0.0009999999999998617, 0.000999999999999743]"
0,8,gated,8,8,44,60,5,5.0,1.3626891997688293,4.103559618227095,0.0083039888603827,0.0069087213317589,0.0106303418792815,0.3958437231495893,2.826972041961761e-15,9.222953785370434e-05,2.877419589450917e-06,4.192251720622925e-06,1.3079179952049622e-07,5.094577282363322,1.7869020035450788e-07,1.3662186850369435,5.0,6.907707595145269,69077.07595145269,"[0.9999940424308623, 0.99999280870897, 0.9999784186096177, 0.9999695217862667, 0.9999523172999923, 0.0010000000000000041, 0.0009999999999999029, 0.000999999999999819]"
0,9,hpp,20,20,20,60,5,5.0,3.267990979444108,5.339819871061036,0.0058956316197763,0.0028966752959825,0.0048126066565418,0.1659675011781819,3.2580375934217394e-15,8.004641458586175e-05,1.2555035609033138e-05,8.004641458586175e-06,1.255503560903314e-06,5.095422388359191,1.7841192598415018e-07,0.1421038789055968,,,,"[0.9999979008901803, 0.9999975920091316, 0.9999965426774099, 0.9999932087386787, 0.9999916176629606, 0.0010000000000001848, 0.0010000000000000562, 0.001000000000000016, 0.0010000000000000091, 0.0010000000000000037, 0.0010000000000000015, 0.0010000000000000007, 0.0010000000000000002, 0.0009999999999999994, 0.0009999999999999985, 0.0009999999999999983, 0.0009999999999999933, 0.0009999999999999866, 0.0009999999999999365, 0.0009999999999998283]"
0,9,gated,8,8,44,60,5,5.0,1.055139768004583,3.930900946332774,0.0081933112290982,0.0090958272910387,0.0113244359645544,0.5211597014024542,4.175472117992868e-15,9.22637493592288e-05,2.8770745896158624e-06,4.193806789055855e-06,1.3077611770981192e-07,5.094940311056905,3.5627699272473083e-09,0.0272432764455738,5.0,6.907672624226137,69076.72624226137,"[0.9999953131793118, 0.9999916885047948, 0.9999897201424198, 0.9999778149064482, 0.9999173486599673, 0.0010000000000001566, 0.001000000000000108, 0.0010000000000000505]"
