rank_index,step_rank,basis_trial,eta,budget,s,pair,estimator,epsilon,orientation_seed,basis_seed,candidate_action,baseline_action,q_candidate,r_candidate,q_baseline,r_baseline,candidate_cost,baseline_cost,committed_cost,extra_construction_cost,ell_original,ell_paid,accounting_feasible,cost_multiplier,net_numerator_threshold,sigma2_candidate,sigma2_baseline,risk_original_baseline,risk_paid_baseline,risk_paid_candidate,risk_paid_oracle,risk_paid_selected_mean,accept_probability,reject_probability,abstain_probability,paid_order_truth,net_benefit_truth,correct_paid_order_probability,false_candidate_probability,missed_paid_candidate_probability,net_beneficial_accept_probability,net_harmful_accept_probability,catastrophic_top1,catastrophic_top5,catastrophic_top10,pathwise_net_ratio,path_harmed,finite_when_feasible
0,5,11,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70011,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817961183232936e-11,9.867201979410971e-12,6.578134652940648e-14,7.475153014705281e-14,8.953000896388587e-14,7.475153014705281e-14,7.47515301470525e-14,0.0,0.06,0.94,1,1,0.06,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636314,True,True
0,5,12,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70012,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1818057785436194e-11,9.866338493526384e-12,6.577558995684257e-14,7.47449885873211e-14,8.953074079875904e-14,7.47449885873211e-14,7.474498858732129e-14,0.0,0.055,0.945,1,1,0.055,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636391,True,True
0,5,13,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70013,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816539006028922e-11,9.866698788865174e-12,6.577799192576783e-14,7.474771809746344e-14,8.951923489415849e-14,7.474771809746344e-14,7.474771809746325e-14,0.0,0.05,0.95,1,1,0.05,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636334,True,True
0,5,14,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70014,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1815706725679975e-11,9.86991725123265e-12,6.5799448341551e-14,7.477210038812614e-14,8.95129297399998e-14,7.477210038812614e-14,7.47721003881264e-14,0.0,0.06,0.94,1,1,0.06,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636402,True,True
0,5,15,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70015,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817687410598271e-11,9.868978895646357e-12,6.579319263764237e-14,7.476499163368452e-14,8.952793492877478e-14,7.476499163368452e-14,7.476499163368442e-14,0.0,0.035,0.965,1,1,0.035,0.0,0.0,0.0,0.0,False,False,False,1.136363636363635,True,True
0,5,16,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70016,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1815402770328837e-11,9.868183695455078e-12,6.578789130303385e-14,7.475896738981119e-14,8.951062704794574e-14,7.475896738981119e-14,7.475896738981138e-14,0.0,0.05,0.95,1,1,0.05,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636394,True,True
0,5,17,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70017,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.181722394697076e-11,9.866108842774663e-12,6.577405895183108e-14,7.474324880889896e-14,8.952442384068758e-14,7.474324880889896e-14,7.474324880889915e-14,0.0,0.03,0.97,1,1,0.03,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636394,True,True
0,5,18,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70018,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.181681468521088e-11,9.866513957099755e-12,6.577675971399837e-14,7.474631785681633e-14,8.95213233728097e-14,7.474631785681633e-14,7.474631785681607e-14,0.0,0.04,0.96,1,1,0.04,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636325,True,True
0,5,19,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70019,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816273049219965e-11,9.866161468424821e-12,6.577440978949881e-14,7.474364748806683e-14,8.951722006984822e-14,7.474364748806683e-14,7.474364748806683e-14,0.0,0.075,0.925,1,1,0.075,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636362,True,True
0,5,20,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70020,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816668616769058e-11,9.866202801881092e-12,6.577468534587395e-14,7.47439606203113e-14,8.952021679370498e-14,7.47439606203113e-14,7.47439606203116e-14,0.0,0.07,0.93,1,1,0.07,0.0,0.0,0.0,0.0,False,False,False,1.136363636363641,True,True
0,5,21,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70021,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816480330361359e-11,9.866111833203183e-12,6.577407888802122e-14,7.474327146366048e-14,8.951879038152544e-14,7.474327146366048e-14,7.47432714636606e-14,0.0,0.025,0.975,1,1,0.025,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636382,True,True
0,5,22,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70022,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817060931475887e-11,9.866144496978834e-12,6.577429664652556e-14,7.474351891650631e-14,8.952318887481732e-14,7.474351891650631e-14,7.47435189165065e-14,0.0,0.07,0.93,1,1,0.07,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636391,True,True
0,5,23,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70023,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1821154157262542e-11,9.88289327053568e-12,6.588595513690454e-14,7.487040356466425e-14,8.955419816107986e-14,7.487040356466425e-14,7.487040356466398e-14,0.0,0.035,0.965,1,1,0.035,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636322,True,True
0,5,24,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70024,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.181621925902172e-11,9.866380412323574e-12,6.577586941549049e-14,7.474530615396647e-14,8.951681256834638e-14,7.474530615396647e-14,7.474530615396686e-14,0.0,0.035,0.965,1,1,0.035,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636425,True,True
0,5,25,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70025,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817571736725664e-11,9.881777259280184e-12,6.587851506186789e-14,7.486194893394078e-14,8.952705861155807e-14,7.486194893394078e-14,7.486194893394057e-14,0.0,0.075,0.925,1,1,0.075,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636331,True,True
0,5,26,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70026,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1818939792219571e-11,9.869466051551578e-12,6.579644034367719e-14,7.476868220872408e-14,8.953742266833009e-14,7.476868220872408e-14,7.476868220872408e-14,0.0,0.085,0.915,1,1,0.085,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636362,True,True
0,5,27,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70027,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1818563832641758e-11,9.868007725610776e-12,6.57867181707385e-14,7.475763428493012e-14,8.953457448971028e-14,7.475763428493012e-14,7.475763428492983e-14,0.0,0.055,0.945,1,1,0.055,0.0,0.0,0.0,0.0,False,False,False,1.136363636363632,True,True
0,5,28,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70028,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817391890983913e-11,9.867726219878598e-12,6.578484146585732e-14,7.475550166574695e-14,8.952569614381753e-14,7.475550166574695e-14,7.475550166574724e-14,0.0,0.04,0.96,1,1,0.04,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636407,True,True
0,5,29,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70029,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816982892055503e-11,9.866200169539059e-12,6.577466779692706e-14,7.47439406783262e-14,8.952259766708715e-14,7.47439406783262e-14,7.474394067832646e-14,0.0,0.05,0.95,1,1,0.05,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636402,True,True
0,5,30,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70030,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.181888588813055e-11,9.866139571729573e-12,6.577426381153049e-14,7.474348160401192e-14,8.953701430401932e-14,7.474348160401192e-14,7.474348160401173e-14,0.0,0.08,0.92,1,1,0.08,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636336,True,True
0,5,31,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70031,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1818572551104734e-11,9.866121172436052e-12,6.577414114957368e-14,7.474334221542463e-14,8.953464053867223e-14,7.474334221542463e-14,7.474334221542482e-14,0.0,0.04,0.96,1,1,0.04,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636391,True,True
0,5,32,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70032,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1814337325383332e-11,9.866478289103795e-12,6.577652192735864e-14,7.474604764472573e-14,8.950255549532827e-14,7.474604764472573e-14,7.474604764472554e-14,0.0,0.055,0.945,1,1,0.055,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636336,True,True
0,5,33,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70033,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1820464197656488e-11,1.005376524660374e-11,6.702510164402493e-14,7.616488823184651e-14,8.954897119436733e-14,7.616488823184651e-14,7.616488823184634e-14,0.0,0.035,0.965,1,1,0.035,0.0,0.0,0.0,0.0,False,False,True,1.1363636363636338,True,True
0,5,34,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70034,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1818896985900597e-11,9.86657825313057e-12,6.57771883542038e-14,7.474680494795886e-14,8.953709837803483e-14,7.474680494795886e-14,7.474680494795854e-14,0.0,0.025,0.975,1,1,0.025,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636316,True,True
0,5,35,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70035,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816941469524908e-11,9.866148636790739e-12,6.57743242452716e-14,7.474355027871772e-14,8.952228386003718e-14,7.474355027871772e-14,7.474355027871753e-14,0.0,0.035,0.965,1,1,0.035,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636334,True,True
0,5,36,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70036,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817989992145307e-11,9.872926503226218e-12,6.581951002150811e-14,7.479489775171377e-14,8.953022721322202e-14,7.479489775171377e-14,7.479489775171367e-14,0.0,0.035,0.965,1,1,0.035,0.0,0.0,0.0,0.0,False,False,False,1.136363636363635,True,True
0,5,37,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70037,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1819197856806693e-11,9.866235224509606e-12,6.57749014967307e-14,7.474420624628489e-14,8.953937770308101e-14,7.474420624628489e-14,7.47442062462846e-14,0.0,0.06,0.94,1,1,0.06,0.0,0.0,0.0,0.0,False,False,False,1.136363636363632,True,True
0,5,38,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70038,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1814434504010708e-11,9.866127276751453e-12,6.57741818450097e-14,7.474338846023828e-14,8.950329169705082e-14,7.474338846023828e-14,7.474338846023837e-14,0.0,0.045,0.955,1,1,0.045,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636376,True,True
0,5,39,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70039,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816547816062447e-11,9.866182918640028e-12,6.577455279093352e-14,7.474380998969719e-14,8.951930163683672e-14,7.474380998969719e-14,7.474380998969692e-14,0.0,0.05,0.95,1,1,0.05,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636325,True,True
0,5,40,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70040,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1819466664190056e-11,9.868844620780095e-12,6.57922974718673e-14,7.47639743998492e-14,8.954141412265194e-14,7.47639743998492e-14,7.476397439984891e-14,0.0,0.045,0.955,1,1,0.045,0.0,0.0,0.0,0.0,False,False,False,1.136363636363632,True,True
0,5,41,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70041,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1819971925594303e-11,9.866192378927884e-12,6.577461585951923e-14,7.474388165854457e-14,8.954524186056291e-14,7.474388165854457e-14,7.474388165854428e-14,0.0,0.06,0.94,1,1,0.06,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636318,True,True
0,5,42,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70042,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816318390506925e-11,2.2535451221391177e-10,1.5023634147594118e-12,1.7072311531356953e-12,8.95175635644464e-14,8.95175635644464e-14,9.760613151230292e-14,0.995,0.0,0.005,-1,-1,0.995,0.0,0.005,0.995,0.0,False,True,True,0.06496838950776337,False,True
0,5,43,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70043,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1815847247879512e-11,1.1697271435683529e-11,7.798180957122353e-14,8.861569269457218e-14,8.951399430211752e-14,8.861569269457218e-14,8.865162475887408e-14,0.04,0.05,0.91,1,1,0.05,0.04,0.0,0.0,0.04,False,False,True,1.1368244113123003,True,True
0,5,44,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70044,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1818658144569256e-11,9.86617280960331e-12,6.57744853973554e-14,7.474373340608569e-14,8.953528897400952e-14,7.474373340608569e-14,7.47437334060858e-14,0.0,0.05,0.95,1,1,0.05,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636382,True,True
0,5,45,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70045,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1815577694989283e-11,1.0524198634182095e-11,7.016132422788064e-14,7.972877753168254e-14,8.95119522347673e-14,7.972877753168254e-14,7.972877753168242e-14,0.0,0.03,0.97,1,1,0.03,0.0,0.0,0.0,0.0,False,False,True,1.1363636363636347,True,True
0,5,46,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70046,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817129193552981e-11,9.866232324085987e-12,6.577488216057325e-14,7.47441842733787e-14,8.952370601176502e-14,7.47441842733787e-14,7.474418427337861e-14,0.0,0.055,0.945,1,1,0.055,0.0,0.0,0.0,0.0,False,False,False,1.136363636363635,True,True
0,5,47,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70047,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816821164667166e-11,9.869911244792361e-12,6.579940829861574e-14,7.477205488479061e-14,8.952137245959974e-14,7.477205488479061e-14,7.47720548847905e-14,0.0,0.025,0.975,1,1,0.025,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636347,True,True
0,5,48,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70048,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.18173873764747e-11,9.880605950622717e-12,6.587070633748478e-14,7.485307538350544e-14,8.952566194299015e-14,7.485307538350544e-14,7.485307538350527e-14,0.0,0.055,0.945,1,1,0.055,0.0,0.0,0.0,0.0,False,False,False,1.136363636363634,True,True
0,5,49,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70049,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.18172141061852e-11,9.866216316776493e-12,6.577477544517662e-14,7.474406300588253e-14,8.952434928928182e-14,7.474406300588253e-14,7.474406300588284e-14,0.0,0.035,0.965,1,1,0.035,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636411,True,True
0,5,50,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70050,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816428955524713e-11,9.866294797983289e-12,6.577529865322193e-14,7.474465756047947e-14,8.951840117821752e-14,7.474465756047947e-14,7.47446575604793e-14,0.0,0.055,0.945,1,1,0.055,0.0,0.0,0.0,0.0,False,False,False,1.136363636363634,True,True
0,5,51,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70051,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1818195168718985e-11,9.8662324013399e-12,6.577488267559933e-14,7.474418485863561e-14,8.953178158120443e-14,7.474418485863561e-14,7.47441848586359e-14,0.0,0.05,0.95,1,1,0.05,0.0,0.0,0.0,0.0,False,False,False,1.136363636363641,True,True
0,5,52,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70052,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1819232143576053e-11,9.866827321609267e-12,6.577884881072845e-14,7.474869183037324e-14,8.953963745133373e-14,7.474869183037324e-14,7.474869183037363e-14,0.0,0.025,0.975,1,1,0.025,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636422,True,True
0,5,53,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70053,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1816053271029534e-11,9.866121436435707e-12,6.577414290957138e-14,7.474334421542203e-14,8.951555508355707e-14,7.474334421542203e-14,7.481720526976254e-14,0.005,0.025,0.97,1,1,0.025,0.005,0.0,0.0,0.005,False,False,False,1.1374865860680827,True,True
0,5,54,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70054,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1818133942022277e-11,9.866938427634402e-12,6.577958951756268e-14,7.474953354268487e-14,8.953131774259301e-14,7.474953354268487e-14,7.474953354268518e-14,0.0,0.045,0.955,1,1,0.045,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636411,True,True
0,5,55,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70055,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.181834667269324e-11,9.866407834264368e-12,6.577605222842912e-14,7.474551389594219e-14,8.953292933858514e-14,7.474551389594219e-14,7.4745513895942e-14,0.0,0.035,0.965,1,1,0.035,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636336,True,True
0,5,56,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70056,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817419269684048e-11,9.866207321248957e-12,6.577471547499304e-14,7.474399485794665e-14,8.952590355821249e-14,7.474399485794665e-14,7.474399485794638e-14,0.0,0.04,0.96,1,1,0.04,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636325,True,True
0,5,57,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70057,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817831114023603e-11,9.867586958939656e-12,6.57839130595977e-14,7.475444665863376e-14,8.95290235910879e-14,7.475444665863376e-14,7.475444665863376e-14,0.0,0.065,0.935,1,1,0.065,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636365,True,True
0,5,58,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70058,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1815750094145723e-11,9.866195645933548e-12,6.577463763955699e-14,7.474390640858749e-14,8.951325828898275e-14,7.474390640858749e-14,7.474390640858767e-14,0.0,0.035,0.965,1,1,0.035,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636394,True,True
0,5,59,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70059,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1814528328175028e-11,9.86619017105689e-12,6.577460114037927e-14,7.474386493224918e-14,8.950400248617445e-14,7.474386493224918e-14,7.474386493224929e-14,0.0,0.08,0.92,1,1,0.08,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636382,True,True
0,5,60,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70060,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1817360749214593e-11,9.892083296647283e-12,6.594722197764856e-14,7.494002497460063e-14,8.952546022132267e-14,7.494002497460063e-14,7.494002497460034e-14,0.0,0.055,0.945,1,1,0.055,0.0,0.0,0.0,0.0,False,False,False,1.1363636363636318,True,True
0,5,61,1e-06,160,16,primary,sample_variance,0.3333333333333333,52000,70061,kp1,k,6,6,5,5,12,10,12,2,150,132,True,1.1363636363636365,0.88,1.1818029415443434e-11,9.866482835231366e-12,6.577655223487577e-14,7.47460820850861e-14,8.953052587457146e-14,7.47460820850861e-14,7.474608208508627e-14,0.0,0.06,0.94,1,1,0.06,0.0,0.0,0.0,0.0,False,False,False,1.136363636363639,True,True
